customer_id,signup_date,age,gender,city,state,region,subscription_type,acquisition_channel
C01849,2025-09-30 09:14:18,48.0,Male,Bengaluru,Karnataka,South,Basic,Paid Ads
C01850,2025-06-02 08:12:00,32.0,Male,Delhi,Delhi,North,Free,Paid Ads
C01851,2025-09-04 12:40:40,31.0,Female,Pune,Maharashtra,West,Free,Social Media
C01852,2025-01-18 02:00:21,52.0,Male,Hyderabad,Telangana,South,Free,Organic
C01853,2025-04-30 08:01:10,41.0,Female,Bengaluru,Karnataka,South,Premium,Referral
C01854,2025-01-19 09:11:09,47.0,Female,Bengaluru,Karnataka,South,Basic,Social Media
C01855,2025-10-20 13:58:51,47.0,Female,Hyderabad,Telangana,South,Premium,Organic
C01856,2025-09-29 05:03:12,44.0,Female,Pune,Maharashtra,West,Free,Organic
C01857,2025-03-22 14:04:23,57.0,Male,Jaipur,Rajasthan,North,Basic,Referral
C01858,2025-08-13 19:03:23,31.0,Female,Pune,Maharashtra,West,Basic,Social Media
C01859,2025-05-08 12:10:23,28.0,Female,Chennai,Tamil Nadu,South,Free,Email
C01860,2025-06-17 23:32:59,43.0,Male,Delhi,Delhi,North,Premium,Social Media
C01861,2025-07-27 21:21:47,38.0,Male,Hyderabad,Telangana,South,Premium,Social Media
C01862,2025-01-03 14:14:19,26.0,Female,Lucknow,Uttar Pradesh,North,Premium,Referral
C01863,2025-08-30 07:09:47,18.0,Female,Kolkata,West Bengal,East,Basic,Organic
C01864,2025-08-16 17:27:32,23.0,Female,Delhi,Delhi,North,Basic,Social Media
C01865,2025-08-07 06:18:44,18.0,Female,Bengaluru,Karnataka,South,Basic,Email
C01866,2025-03-16 10:34:45,39.0,Female,Hyderabad,Telangana,South,Premium,Paid Ads
C01867,2025-07-27 08:02:14,30.0,Female,Guwahati,Assam,East,Free,Paid Ads
C01868,2025-01-29 15:47:02,55.0,Female,Guwahati,Assam,East,Free,Paid Ads
C01869,2025-04-18 11:22:56,58.0,Male,Bhubaneswar,Odisha,East,Basic,Email
C01870,2025-11-03 06:33:30,57.0,Male,Delhi,Delhi,North,Premium,Organic
C01871,2025-11-01 06:02:48,48.0,Female,Bengaluru,Karnataka,South,Free,Referral
C01872,2025-07-17 03:05:02,32.0,Female,Kolkata,West Bengal,East,Basic,Social Media
C01873,2025-05-11 16:23:49,19.0,Male,Ahmedabad,Gujarat,West,Free,Social Media
C01874,2025-04-09 00:34:52,48.0,Female,Bengaluru,Karnataka,South,Premium,Referral
C01875,2025-05-09 19:02:32,43.0,Male,Delhi,Delhi,North,Basic,Email
C01876,2025-07-02 22:22:50,19.0,Male,Jaipur,Rajasthan,North,Basic,Organic
C01877,2025-10-02 18:07:31,28.0,Female,Lucknow,Uttar Pradesh,North,Basic,Organic
C01878,2025-01-06 09:16:17,50.0,Male,Mumbai,Maharashtra,West,Basic,Paid Ads
C01879,2025-10-10 06:06:36,35.0,Female,Ahmedabad,Gujarat,West,Premium,Organic
C01880,2025-02-15 12:07:40,38.0,Female,Lucknow,Uttar Pradesh,North,Premium,Paid Ads
C01881,2025-04-20 09:30:58,48.0,Female,Lucknow,Uttar Pradesh,North,Free,Organic
C01882,2025-10-12 13:35:07,43.0,Male,Chennai,Tamil Nadu,South,Free,Social Media
C01883,2025-10-02 01:28:03,47.0,Female,Lucknow,Uttar Pradesh,North,Premium,Paid Ads
C01884,2025-03-19 14:02:49,56.0,Female,Hyderabad,Telangana,South,Premium,Referral
C01885,2025-07-13 20:31:11,38.0,Male,Guwahati,Assam,East,Free,Organic
C01886,2025-11-24 03:32:43,33.0,Male,Mumbai,Maharashtra,West,Free,Organic
C01887,2025-11-26 21:34:47,24.0,Female,Bhubaneswar,Odisha,East,Free,Organic
C01888,2025-11-29 12:05:38,39.0,Male,Mumbai,Maharashtra,West,Free,Organic
C01889,2025-01-11 07:42:31,24.0,Female,Jaipur,Rajasthan,North,Basic,Organic
C01890,2025-08-19 21:56:21,,Female,Chennai,Tamil Nadu,South,Free,Organic
C01891,2025-11-06 01:33:55,54.0,Male,Guwahati,Assam,East,Free,Referral
C01892,2025-05-12 18:42:37,31.0,Male,Ahmedabad,Gujarat,West,Premium,Organic
C01893,2025-06-08 23:59:34,25.0,Male,Bengaluru,Karnataka,South,Free,Paid Ads
C01894,2025-05-08 20:53:50,46.0,Male,Bhubaneswar,Odisha,East,Basic,Organic
C01895,2025-03-19 06:41:49,24.0,Female,Lucknow,Uttar Pradesh,North,Free,Email
C01896,2025-06-30 05:28:58,55.0,Female,Lucknow,Uttar Pradesh,North,Basic,Organic
C01897,2025-02-05 16:26:20,39.0,Female,Lucknow,Uttar Pradesh,North,Free,Paid Ads
C01898,2025-09-18 21:06:28,34.0,Male,Guwahati,Assam,East,Free,Paid Ads
C01899,2025-02-27 16:58:12,33.0,Female,Mumbai,Maharashtra,West,Free,Social Media
C01900,2025-01-31 18:48:40,50.0,Female,Bengaluru,Karnataka,South,Premium,Paid Ads
C01901,2025-03-21 18:11:08,56.0,Female,Lucknow,Uttar Pradesh,North,Basic,Paid Ads
C01902,2025-08-08 03:44:34,52.0,Female,Guwahati,Assam,East,Free,Referral
C01903,2025-10-03 12:09:13,55.0,Male,Hyderabad,Telangana,South,Basic,Referral
C01904,2025-09-27 11:46:54,49.0,Male,Guwahati,Assam,East,Free,Organic
C01905,2025-08-09 02:03:31,20.0,Female,Lucknow,Uttar Pradesh,North,Premium,Paid Ads
C01906,2025-06-06 20:52:36,20.0,Female,Bhubaneswar,Odisha,East,Free,Email
C01907,2025-02-25 02:46:40,25.0,Male,Chennai,Tamil Nadu,South,Free,Paid Ads
C01908,2025-11-14 15:54:30,48.0,Female,Pune,Maharashtra,West,Free,Paid Ads
C01909,2025-06-09 08:44:07,26.0,Male,Pune,Maharashtra,West,Basic,Organic
C01910,2025-10-22 03:34:54,22.0,Male,Guwahati,Assam,East,Free,Social Media
C01911,2025-09-22 12:03:04,45.0,Female,Pune,Maharashtra,West,Free,Organic
C01912,2025-04-20 05:24:50,32.0,Male,Chennai,Tamil Nadu,South,Free,Organic
C01913,2025-05-25 02:47:13,44.0,Female,Bengaluru,Karnataka,South,Premium,Paid Ads
C01914,2025-06-17 18:38:28,59.0,Female,Pune,Maharashtra,West,Basic,Paid Ads
C01915,2025-02-01 06:39:08,48.0,Female,Pune,Maharashtra,West,Basic,Email
C01916,2025-11-11 17:08:40,57.0,Male,Lucknow,Uttar Pradesh,North,Basic,Organic
C01917,2025-05-22 23:57:46,35.0,Male,Chennai,Tamil Nadu,South,Basic,Paid Ads
C01918,2025-08-29 14:15:28,55.0,Male,Jaipur,Rajasthan,North,Free,Organic
C01919,2025-11-28 16:41:20,21.0,Female,Ahmedabad,Gujarat,West,Premium,Referral
C01920,2025-04-25 02:29:54,38.0,Male,Pune,Maharashtra,West,Free,Paid Ads
C01921,2025-04-09 23:57:45,59.0,Female,Lucknow,Uttar Pradesh,North,Basic,Referral
C01922,2025-03-05 09:22:26,40.0,Male,Bhubaneswar,Odisha,East,Basic,Paid Ads
C01923,2025-03-21 13:33:40,39.0,Female,Delhi,Delhi,North,Basic,Referral
C01924,2025-07-26 06:01:23,18.0,Female,Mumbai,Maharashtra,West,Premium,Paid Ads
C01925,2025-06-26 01:45:25,42.0,Female,Chennai,Tamil Nadu,South,Free,Paid Ads
C01926,2025-11-14 09:52:11,58.0,Female,Kolkata,West Bengal,East,Basic,Paid Ads
C01927,2025-05-04 12:39:03,45.0,Male,Lucknow,Uttar Pradesh,North,Basic,Paid Ads
C01928,2025-03-03 18:43:51,54.0,Male,Pune,Maharashtra,West,Free,Social Media
C01929,2025-11-21 22:50:22,28.0,Female,Lucknow,Uttar Pradesh,North,Free,Paid Ads
C01930,2025-04-06 17:45:14,39.0,Female,Kolkata,West Bengal,East,Premium,Email
C01931,2025-01-11 10:59:31,42.0,Male,Lucknow,Uttar Pradesh,North,Free,Organic
C01932,2025-07-09 02:00:00,38.0,Female,Delhi,Delhi,North,Free,Organic
C01933,2025-07-27 21:19:24,53.0,Female,Delhi,Delhi,North,Free,Paid Ads
C01934,2025-05-31 22:17:51,37.0,Male,Delhi,Delhi,North,Basic,Organic
C01935,2025-02-08 02:05:01,33.0,Male,Lucknow,Uttar Pradesh,North,Premium,Paid Ads
C01936,2025-11-04 11:41:58,45.0,Female,Bengaluru,Karnataka,South,Free,Organic
C01937,2025-04-25 00:56:37,,Male,Pune,Maharashtra,West,Basic,Social Media
C01938,2025-03-16 17:19:16,43.0,Male,Bengaluru,Karnataka,South,Free,Referral
C01939,2025-04-26 02:53:23,57.0,Male,Pune,Maharashtra,West,Free,Paid Ads
C01940,2025-09-12 13:38:29,19.0,Female,Bhubaneswar,Odisha,East,Premium,Social Media
C01941,2025-05-10 08:40:07,27.0,Female,Bhubaneswar,Odisha,East,Free,Organic
C01942,2025-06-17 05:10:13,30.0,Male,Pune,Maharashtra,West,Free,Social Media
C01943,2025-06-09 05:16:02,32.0,Male,Hyderabad,Telangana,South,Basic,Paid Ads
C01944,2025-03-21 11:29:28,26.0,Male,Jaipur,Rajasthan,North,Free,Organic
C01945,2025-06-07 15:29:06,44.0,Male,Bengaluru,Karnataka,South,Basic,Social Media
C01946,2025-05-26 11:15:47,25.0,Male,Jaipur,Rajasthan,North,Premium,Paid Ads
C01947,2025-01-04 09:39:56,23.0,Male,Mumbai,Maharashtra,West,Free,Referral
C01948,2025-03-11 21:50:44,53.0,Male,Guwahati,Assam,East,Free,Email
C01949,2025-06-22 22:06:50,41.0,Female,Pune,Maharashtra,West,Free,Email
C01950,2025-10-29 09:33:21,20.0,Male,Mumbai,Maharashtra,West,Free,Email
C01951,2025-09-12 02:07:06,43.0,Male,Guwahati,Assam,East,Free,Paid Ads
C01952,2025-11-03 07:22:17,53.0,Male,Guwahati,Assam,East,Premium,Social Media
C01953,2025-05-16 13:31:26,38.0,Female,Delhi,Delhi,North,Basic,Organic
C01954,2025-07-13 17:54:34,30.0,Male,Jaipur,Rajasthan,North,Free,Social Media
C01955,2025-10-22 15:37:13,28.0,Female,Hyderabad,Telangana,South,Premium,Paid Ads
C01956,2025-11-02 01:36:01,25.0,Female,Bengaluru,Karnataka,South,Free,Paid Ads
C01957,2025-01-18 18:33:41,31.0,Female,Jaipur,Rajasthan,North,Basic,Email
C01958,2025-10-29 04:28:46,50.0,Female,Ahmedabad,Gujarat,West,Free,Social Media
C01959,2025-08-06 00:16:41,19.0,Male,Delhi,Delhi,North,Free,Email
C01960,2025-10-01 13:54:47,18.0,Male,Hyderabad,Telangana,South,Basic,Paid Ads
C01961,2025-02-19 20:31:53,28.0,Female,Guwahati,Assam,East,Free,Organic
C01962,2025-09-15 03:18:07,23.0,Male,Mumbai,Maharashtra,West,Basic,Email
C01963,2025-07-12 11:26:01,49.0,Male,Hyderabad,Telangana,South,Free,Paid Ads
C01964,2025-09-12 16:25:16,32.0,Other,Mumbai,Maharashtra,West,Free,Email
C01965,2025-06-07 14:20:16,29.0,Female,Jaipur,Rajasthan,North,Basic,Social Media
C01966,2025-03-22 15:05:33,54.0,Female,Delhi,Delhi,North,Premium,Social Media
C01967,2025-07-29 20:47:49,46.0,Female,Bhubaneswar,Odisha,East,Free,Referral
C01968,2025-07-31 05:18:03,39.0,Female,Ahmedabad,Gujarat,West,Free,Social Media
C01969,2025-04-01 16:36:13,,Female,Mumbai,Maharashtra,West,Basic,Organic
C01970,2025-11-06 15:40:15,36.0,Male,Kolkata,West Bengal,East,Basic,Email
C01971,2025-02-25 06:05:36,22.0,Other,Kolkata,West Bengal,East,Basic,Organic
C01972,2025-04-05 02:22:15,52.0,Male,Bengaluru,Karnataka,South,Basic,Organic
C01973,2025-09-15 04:40:45,42.0,Female,Pune,Maharashtra,West,Premium,Paid Ads
C01974,2025-06-27 00:57:40,55.0,Male,Jaipur,Rajasthan,North,Free,Referral
C01975,2025-04-10 12:14:42,26.0,Male,Ahmedabad,Gujarat,West,Basic,Referral
C01976,2025-09-25 14:03:48,24.0,Female,Hyderabad,Telangana,South,Basic,Paid Ads
C01977,2025-06-01 03:45:50,35.0,Male,Ahmedabad,Gujarat,West,Basic,Social Media
C01978,2025-10-21 07:24:15,19.0,Female,Ahmedabad,Gujarat,West,Free,Social Media
C01979,2025-08-24 22:51:24,27.0,Female,Bengaluru,Karnataka,South,Basic,Referral
C01980,2025-05-22 09:49:36,19.0,Female,Chennai,Tamil Nadu,South,Basic,Paid Ads
C01981,2025-08-16 20:09:04,25.0,Male,Bhubaneswar,Odisha,East,Basic,Referral
C01982,2025-04-27 04:16:59,24.0,Male,Chennai,Tamil Nadu,South,Free,Social Media
C01983,2025-05-26 20:27:25,52.0,Female,Pune,Maharashtra,West,Basic,Email
C01984,2025-09-05 21:42:27,40.0,Male,Ahmedabad,Gujarat,West,Premium,Organic
C01985,2025-05-25 14:08:56,25.0,Male,Kolkata,West Bengal,East,Premium,Organic
C01986,2025-06-14 09:31:09,,Female,Bhubaneswar,Odisha,East,Basic,Organic
C01987,2025-04-01 23:43:36,50.0,Female,Delhi,Delhi,North,Basic,Paid Ads
C01988,2025-08-29 21:53:20,,Female,Mumbai,Maharashtra,West,Free,Paid Ads
C01989,2025-10-15 06:20:50,29.0,Male,Mumbai,Maharashtra,West,Free,Referral
C01990,2025-01-27 09:49:00,28.0,Female,Delhi,Delhi,North,Free,Referral
C01991,2025-10-14 07:25:31,47.0,Female,Chennai,Tamil Nadu,South,Basic,Paid Ads
C01992,2025-09-01 03:50:07,21.0,Female,Bhubaneswar,Odisha,East,Free,Organic
C01993,2025-08-24 00:33:39,51.0,Male,Jaipur,Rajasthan,North,Basic,Paid Ads
C01994,2025-02-19 00:25:53,40.0,Female,Guwahati,Assam,East,Basic,Organic
C01995,2025-01-29 23:48:38,49.0,Male,Jaipur,Rajasthan,North,Premium,Social Media
C01996,2025-09-21 18:35:14,20.0,Female,Lucknow,Uttar Pradesh,North,Basic,Paid Ads
C01997,2025-06-15 08:01:36,45.0,Female,Hyderabad,Telangana,South,Basic,Referral
C01998,2025-03-15 20:53:06,21.0,Female,Guwahati,Assam,East,Basic,Paid Ads
C01999,2025-11-22 05:18:27,29.0,Male,Bhubaneswar,Odisha,East,Free,Referral
C02000,2025-08-25 01:05:20,41.0,Female,Pune,Maharashtra,West,Free,Referral
C02001,2025-11-05 02:48:43,50.0,Male,Pune,Maharashtra,West,Free,Organic
C02002,2025-08-30 05:32:52,20.0,Male,Ahmedabad,Gujarat,West,Free,Referral
C02003,2025-02-28 17:55:59,21.0,Female,Hyderabad,Telangana,South,Premium,Organic
C02004,2025-02-24 05:19:50,47.0,Female,Mumbai,Maharashtra,West,Free,Paid Ads
C02005,2025-07-17 13:12:58,23.0,Male,Ahmedabad,Gujarat,West,Basic,Referral
C02006,2025-06-07 06:19:39,47.0,Male,Lucknow,Uttar Pradesh,North,Free,Referral
C02007,2025-04-17 10:27:51,25.0,Male,Pune,Maharashtra,West,Premium,Social Media
C02008,2025-09-15 03:12:12,35.0,Female,Bengaluru,Karnataka,South,Free,Organic
C02009,2025-05-24 19:35:53,33.0,Female,Kolkata,West Bengal,East,Free,Organic
C02010,2025-10-17 00:38:37,23.0,Female,Mumbai,Maharashtra,West,Free,Organic
C02011,2025-02-22 20:01:14,41.0,Male,Bhubaneswar,Odisha,East,Basic,Organic
C02012,2025-01-19 09:33:03,45.0,Other,Kolkata,West Bengal,East,Free,Paid Ads
C02013,2025-02-18 13:06:00,49.0,Female,Bengaluru,Karnataka,South,Premium,Paid Ads
C02014,2025-01-08 18:18:32,42.0,Female,Bhubaneswar,Odisha,East,Basic,Social Media
C02015,2025-05-25 00:15:11,45.0,Female,Delhi,Delhi,North,Free,Social Media
C02016,2025-08-04 23:20:44,38.0,Other,Ahmedabad,Gujarat,West,Free,Referral
C02017,2025-11-28 12:12:59,25.0,Female,Ahmedabad,Gujarat,West,Basic,Paid Ads
C02018,2025-03-12 13:59:45,53.0,Female,Hyderabad,Telangana,South,Free,Organic
C02019,2025-01-21 17:51:24,26.0,Male,Guwahati,Assam,East,Premium,Paid Ads
C02020,2025-03-29 23:54:57,57.0,Female,Lucknow,Uttar Pradesh,North,Free,Organic
C02021,2025-05-14 06:17:17,38.0,Female,Hyderabad,Telangana,South,Basic,Referral
C02022,2025-09-30 12:03:13,18.0,Female,Lucknow,Uttar Pradesh,North,Basic,Social Media
C02023,2025-08-19 13:16:37,21.0,Male,Hyderabad,Telangana,South,Basic,Paid Ads
C02024,2025-09-30 03:37:37,27.0,Male,Guwahati,Assam,East,Free,Organic
C02025,2025-10-27 09:29:00,43.0,Female,Pune,Maharashtra,West,Premium,Email
C02026,2025-05-11 05:08:23,57.0,Female,Pune,Maharashtra,West,Basic,Organic
C02027,2025-07-02 23:15:22,20.0,Female,Lucknow,Uttar Pradesh,North,Basic,Email
C02028,2025-05-19 12:17:15,26.0,Male,Chennai,Tamil Nadu,South,Basic,Social Media
C02029,2025-02-05 00:26:07,49.0,Male,Pune,Maharashtra,West,Basic,Paid Ads
C02030,2025-04-28 13:45:39,20.0,Male,Lucknow,Uttar Pradesh,North,Premium,Organic
C02031,2025-03-04 10:33:44,21.0,Male,Guwahati,Assam,East,Premium,Email
C02032,2025-07-28 16:39:51,,Male,Jaipur,Rajasthan,North,Free,Referral
C02033,2025-06-08 14:49:20,26.0,Female,Ahmedabad,Gujarat,West,Free,Organic
C02034,2025-11-12 09:24:07,43.0,Female,Hyderabad,Telangana,South,Premium,Paid Ads
C02035,2025-07-21 16:23:43,19.0,Male,Lucknow,Uttar Pradesh,North,Free,Referral
C02036,2025-07-30 08:18:24,19.0,Female,Ahmedabad,Gujarat,West,Premium,Organic
C02037,2025-02-27 06:25:50,38.0,Female,Bhubaneswar,Odisha,East,Basic,Organic
C02038,2025-07-25 18:49:57,39.0,Female,Kolkata,West Bengal,East,Free,Organic
C02039,2025-08-02 15:35:34,20.0,Female,Bhubaneswar,Odisha,East,Free,Organic
C02040,2025-04-26 06:47:37,52.0,Male,Mumbai,Maharashtra,West,Free,Organic
C02041,2025-02-17 05:21:32,55.0,Male,Bengaluru,Karnataka,South,Premium,Organic
C02042,2025-07-25 14:52:19,50.0,Male,Delhi,Delhi,North,Free,Organic
C02043,2025-05-07 06:28:39,32.0,Female,Jaipur,Rajasthan,North,Free,Organic
C02044,2025-08-06 10:17:35,28.0,Female,Bhubaneswar,Odisha,East,Premium,Email
C02045,2025-01-27 22:54:47,27.0,Male,Chennai,Tamil Nadu,South,Free,Referral
C02046,2025-08-20 10:24:45,53.0,Female,Jaipur,Rajasthan,North,Basic,Paid Ads
C02047,2025-05-14 02:26:21,31.0,Male,Bhubaneswar,Odisha,East,Basic,Referral
C02048,2025-09-14 18:02:53,19.0,Other,Delhi,Delhi,North,Free,Organic
C02049,2025-08-28 05:10:48,54.0,Male,Jaipur,Rajasthan,North,Free,Email
C02050,2025-01-25 11:26:37,46.0,Male,Kolkata,West Bengal,East,Free,Paid Ads
C02051,2025-07-27 14:54:13,52.0,Male,Pune,Maharashtra,West,Free,Paid Ads
C02052,2025-02-11 19:00:03,37.0,Male,Pune,Maharashtra,West,Free,Email
C02053,2025-07-30 04:16:49,38.0,Female,Guwahati,Assam,East,Basic,Social Media
C02054,2025-09-10 09:58:06,51.0,Male,Bengaluru,Karnataka,South,Basic,Paid Ads
C02055,2025-09-18 16:17:26,60.0,Female,Chennai,Tamil Nadu,South,Basic,Email
C02056,2025-04-28 03:56:15,50.0,Male,Jaipur,Rajasthan,North,Free,Social Media
C02057,2025-05-12 22:38:17,36.0,Male,Pune,Maharashtra,West,Free,Email
C02058,2025-06-14 13:04:50,25.0,Female,Ahmedabad,Gujarat,West,Free,Organic
C02059,2025-10-31 14:44:42,48.0,Female,Delhi,Delhi,North,Free,Email
C02060,2025-06-30 01:29:16,28.0,Male,Jaipur,Rajasthan,North,Premium,Referral
C02061,2025-05-29 01:28:43,25.0,Female,Bhubaneswar,Odisha,East,Free,Referral
C02062,2025-06-06 18:09:22,42.0,Female,Jaipur,Rajasthan,North,Free,Organic
C02063,2025-11-27 05:54:26,37.0,Male,Hyderabad,Telangana,South,Basic,Organic
C02064,2025-07-27 11:31:45,55.0,Female,Pune,Maharashtra,West,Basic,Organic
C02065,2025-06-24 07:35:59,24.0,Male,Kolkata,West Bengal,East,Premium,Paid Ads
C02066,2025-10-07 15:41:16,30.0,Male,Bengaluru,Karnataka,South,Free,Organic
C02067,2025-03-22 11:40:44,56.0,Female,Kolkata,West Bengal,East,Free,Organic
C02068,2025-11-13 22:28:50,60.0,Male,Mumbai,Maharashtra,West,Free,Email
C02069,2025-03-12 15:25:29,27.0,Male,Bhubaneswar,Odisha,East,Free,Social Media
C02070,2025-01-02 05:35:00,25.0,Male,Ahmedabad,Gujarat,West,Basic,Paid Ads
C02071,2025-05-24 10:56:11,59.0,Female,Lucknow,Uttar Pradesh,North,Premium,Social Media
C02072,2025-10-14 00:34:04,60.0,Female,Lucknow,Uttar Pradesh,North,Basic,Referral
C02073,2025-09-04 05:03:02,37.0,Male,Bhubaneswar,Odisha,East,Free,Organic
C02074,2025-08-06 01:30:16,34.0,Female,Hyderabad,Telangana,South,Free,Referral
C02075,2025-01-03 20:09:37,28.0,Male,Bengaluru,Karnataka,South,Premium,Referral
C02076,2025-03-09 01:42:33,33.0,Female,Chennai,Tamil Nadu,South,Free,Organic
C02077,2025-10-22 05:25:57,54.0,Female,Guwahati,Assam,East,Premium,Paid Ads
C02078,2025-09-04 17:13:41,59.0,Female,Mumbai,Maharashtra,West,Basic,Paid Ads
C02079,2025-01-24 01:07:38,49.0,Female,Bengaluru,Karnataka,South,Premium,Referral
C02080,2025-01-23 09:21:38,43.0,Female,Chennai,Tamil Nadu,South,Premium,Organic
C02081,2025-09-07 15:03:25,54.0,Male,Bhubaneswar,Odisha,East,Free,Social Media
C02082,2025-06-04 04:27:53,26.0,Female,Guwahati,Assam,East,Basic,Paid Ads
C02083,2025-06-22 22:23:56,52.0,Male,Ahmedabad,Gujarat,West,Free,Referral
C02084,2025-08-05 16:33:12,20.0,Male,Hyderabad,Telangana,South,Free,Email
C02085,2025-09-24 21:33:07,48.0,Male,Jaipur,Rajasthan,North,Free,Social Media
C02086,2025-09-15 05:20:36,59.0,Male,Ahmedabad,Gujarat,West,Free,Social Media
C02087,2025-01-10 16:10:15,24.0,Female,Guwahati,Assam,East,Free,Organic
C02088,2025-04-18 17:07:19,19.0,Female,Delhi,Delhi,North,Free,Social Media
C02089,2025-08-05 10:35:25,42.0,Male,Bengaluru,Karnataka,South,Basic,Referral
C02090,2025-05-21 09:16:39,57.0,Male,Mumbai,Maharashtra,West,Premium,Social Media
C02091,2025-02-03 04:42:29,29.0,Male,Hyderabad,Telangana,South,Basic,Social Media
C02092,2025-09-01 14:25:34,47.0,Female,Chennai,Tamil Nadu,South,Free,Paid Ads
C02093,2025-11-15 16:06:08,47.0,Male,Kolkata,West Bengal,East,Free,Referral
C02094,2025-04-04 15:06:39,46.0,Male,Jaipur,Rajasthan,North,Free,Organic
C02095,2025-03-30 03:52:10,58.0,Female,Ahmedabad,Gujarat,West,Basic,Paid Ads
C02096,2025-04-23 05:29:51,28.0,Female,Hyderabad,Telangana,South,Premium,Paid Ads
C02097,2025-09-27 20:35:39,40.0,Male,Delhi,Delhi,North,Free,Paid Ads
C02098,2025-09-30 05:10:29,34.0,Male,Jaipur,Rajasthan,North,Basic,Referral
C02099,2025-02-23 14:56:31,30.0,Female,Bengaluru,Karnataka,South,Basic,Social Media
C02100,2025-05-28 22:38:19,50.0,Male,Ahmedabad,Gujarat,West,Free,Referral
C02101,2025-04-12 10:06:02,18.0,Male,Chennai,Tamil Nadu,South,Free,Email
C02102,2025-07-09 08:02:30,57.0,Female,Delhi,Delhi,North,Basic,Social Media
C02103,2025-06-13 10:59:41,30.0,Female,Guwahati,Assam,East,Basic,Email
C02104,2025-03-26 10:10:16,55.0,Male,Delhi,Delhi,North,Free,Social Media
C02105,2025-05-13 03:19:55,20.0,Female,Chennai,Tamil Nadu,South,Free,Paid Ads
C02106,2025-07-08 09:35:19,33.0,Male,Pune,Maharashtra,West,Basic,Paid Ads
C02107,2025-02-03 06:32:06,59.0,Female,Chennai,Tamil Nadu,South,Free,Social Media
C02108,2025-08-02 22:06:41,24.0,Male,Chennai,Tamil Nadu,South,Basic,Referral
C02109,2025-04-25 13:39:58,20.0,Female,Pune,Maharashtra,West,Free,Referral
C02110,2025-01-02 01:12:01,31.0,Female,Bengaluru,Karnataka,South,Free,Social Media
C02111,2025-04-08 09:42:22,33.0,Other,Kolkata,West Bengal,East,Free,Social Media
C02112,2025-06-16 03:01:41,21.0,Female,Kolkata,West Bengal,East,Premium,Organic
C02113,2025-04-30 23:45:32,48.0,Male,Kolkata,West Bengal,East,Basic,Referral
C02114,2025-09-02 17:15:13,30.0,Male,Hyderabad,Telangana,South,Premium,Referral
C02115,2025-01-27 18:51:21,44.0,Male,Lucknow,Uttar Pradesh,North,Free,Organic
C02116,2025-02-21 11:23:31,18.0,Female,Kolkata,West Bengal,East,Premium,Email
C02117,2025-06-12 07:15:58,42.0,Female,Ahmedabad,Gujarat,West,Premium,Social Media
C02118,2025-04-26 17:41:29,54.0,Female,Lucknow,Uttar Pradesh,North,Free,Paid Ads
C02119,2025-04-12 21:31:30,28.0,Male,Bhubaneswar,Odisha,East,Premium,Paid Ads
C02120,2025-04-26 06:47:17,26.0,Female,Bengaluru,Karnataka,South,Premium,Referral
C02121,2025-10-02 14:00:27,24.0,Female,Hyderabad,Telangana,South,Premium,Organic
C02122,2025-10-15 12:15:55,31.0,Female,Ahmedabad,Gujarat,West,Premium,Paid Ads
C02123,2025-09-24 23:13:48,47.0,Female,Bengaluru,Karnataka,South,Basic,Paid Ads
C02124,2025-08-26 01:50:21,41.0,Female,Pune,Maharashtra,West,Premium,Social Media
C02125,2025-09-24 08:20:26,20.0,Female,Bengaluru,Karnataka,South,Free,Social Media
C02126,2025-04-22 11:28:53,56.0,Male,Jaipur,Rajasthan,North,Basic,Paid Ads
C02127,2025-10-21 04:46:25,44.0,Male,Lucknow,Uttar Pradesh,North,Free,Social Media
C02128,2025-02-15 19:50:44,18.0,Female,Bhubaneswar,Odisha,East,Basic,Email
C02129,2025-03-15 02:29:14,55.0,Male,Chennai,Tamil Nadu,South,Basic,Referral
C02130,2025-07-29 13:52:53,43.0,Female,Mumbai,Maharashtra,West,Basic,Organic
C02131,2025-06-21 23:32:40,23.0,Female,Guwahati,Assam,East,Premium,Social Media
C02132,2025-11-10 05:00:37,59.0,Female,Kolkata,West Bengal,East,Free,Paid Ads
C02133,2025-05-24 07:27:53,29.0,Male,Delhi,Delhi,North,Basic,Paid Ads
C02134,2025-01-22 15:02:44,55.0,Male,Lucknow,Uttar Pradesh,North,Free,Organic
C02135,2025-06-08 17:21:04,52.0,Male,Delhi,Delhi,North,Free,Paid Ads
C02136,2025-04-10 09:54:01,27.0,Male,Bengaluru,Karnataka,South,Basic,Paid Ads
C02137,2025-04-06 10:51:48,26.0,Other,Bhubaneswar,Odisha,East,Basic,Referral
C02138,2025-08-14 15:27:48,40.0,Male,Delhi,Delhi,North,Free,Organic
C02139,2025-09-15 05:10:45,47.0,Male,Guwahati,Assam,East,Free,Referral
C02140,2025-05-26 16:16:06,39.0,Male,Bengaluru,Karnataka,South,Free,Social Media
C02141,2025-11-30 12:37:32,26.0,Female,Chennai,Tamil Nadu,South,Basic,Organic
C02142,2025-01-22 16:57:16,36.0,Female,Delhi,Delhi,North,Basic,Social Media
C02143,2025-08-06 09:02:12,25.0,Male,Delhi,Delhi,North,Free,Organic
C02144,2025-08-27 16:34:13,,Female,Mumbai,Maharashtra,West,Basic,Referral
C02145,2025-04-18 07:06:59,22.0,Female,Pune,Maharashtra,West,Free,Paid Ads
