order_id,delivery_date,promised_date,delivery_days,delivery_status,cancellation_flag,return_flag,return_reason
O012331,2025-06-11 16:58:33,2025-06-11 16:58:33,3.0,On Time,0,0,
O012332,2025-10-13 15:31:33,2025-10-14 15:31:33,1.0,On Time,0,0,
O012333,2025-08-24 08:05:50,2025-08-25 08:05:50,5.0,On Time,0,0,
O012334,2025-12-21 22:04:04,2025-12-21 22:04:04,2.0,On Time,0,0,
O012335,2025-05-02 18:49:46,2025-05-02 18:49:46,5.0,On Time,0,0,
O012336,2025-06-19 10:33:56,2025-06-19 10:33:56,6.0,On Time,0,0,
O012337,2025-07-16 00:15:39,2025-07-16 00:15:39,2.0,On Time,0,0,
O012338,2025-01-06 19:09:11,2025-01-05 19:09:11,5.0,Late,0,0,
O012339,2025-10-03 20:06:40,2025-10-04 20:06:40,2.0,On Time,0,0,
O012340,2025-11-28 07:53:33,2025-11-28 07:53:33,2.0,On Time,0,0,
O012341,2025-03-12 20:56:36,2025-03-12 20:56:36,4.0,On Time,0,0,
O012342,,,,Cancelled,1,0,
O012343,,,,Cancelled,1,0,
O012344,2025-09-03 23:01:25,2025-09-03 23:01:25,2.0,On Time,0,0,
O012345,2025-07-07 17:31:52,2025-07-07 17:31:52,5.0,On Time,0,0,
O012346,2025-10-09 05:37:32,2025-10-09 05:37:32,4.0,On Time,0,0,
O012347,2025-08-18 03:56:40,2025-08-19 03:56:40,3.0,On Time,0,0,
O012348,2025-05-31 19:41:47,2025-06-01 19:41:47,2.0,On Time,0,0,
O012349,2025-07-23 22:07:34,2025-07-23 22:07:34,4.0,On Time,0,1,Quality
O012350,,,,Cancelled,1,0,
O012351,2025-07-16 07:57:57,2025-07-15 07:57:57,4.0,Late,0,0,
O012352,2025-03-12 10:52:03,2025-03-12 10:52:03,3.0,On Time,0,0,
O012353,2025-12-04 15:34:50,2025-12-03 15:34:50,8.0,Late,0,0,
O012354,2025-12-07 06:19:58,2025-12-07 06:19:58,2.0,On Time,0,0,
O012355,2025-08-16 21:49:11,2025-08-16 21:49:11,2.0,On Time,0,0,
O012356,2025-04-29 11:28:07,2025-04-29 11:28:07,5.0,On Time,0,0,
O012357,2025-01-23 08:40:01,2025-01-24 08:40:01,4.0,On Time,0,0,
O012358,2025-01-15 11:45:28,2025-01-15 11:45:28,2.0,On Time,0,0,
O012359,2025-05-26 19:00:18,2025-05-26 19:00:18,3.0,On Time,0,0,
O012360,2025-09-19 00:54:35,2025-09-19 00:54:35,2.0,Late,0,0,
O012361,2025-12-11 06:38:20,2025-12-11 06:38:20,4.0,On Time,0,0,
O012362,2025-02-27 05:47:29,2025-02-27 05:47:29,7.0,Late,0,1,Wrong Item
O012363,2025-01-18 13:00:56,2025-01-18 13:00:56,3.0,On Time,0,1,Quality
O012364,2025-05-30 07:34:42,2025-05-31 07:34:42,2.0,On Time,0,0,
O012365,2025-07-28 13:14:17,2025-07-28 13:14:17,2.0,On Time,0,0,
O012366,2025-06-07 19:15:36,2025-06-08 19:15:36,6.0,On Time,0,0,
O012367,,,,Cancelled,1,0,
O012368,2025-10-04 03:42:20,2025-10-04 03:42:20,2.0,On Time,0,0,
O012369,2025-03-01 11:53:30,2025-03-01 11:53:30,4.0,On Time,0,0,
O012370,2025-08-16 11:08:06,2025-08-17 11:08:06,2.0,On Time,0,0,
O012371,2025-12-01 19:04:05,2025-12-01 19:04:05,2.0,On Time,0,0,
O012372,,,,Cancelled,1,0,
O012373,2025-08-24 07:34:38,2025-08-25 07:34:38,2.0,On Time,0,0,
O012374,,,,Cancelled,1,0,
O012375,2025-05-25 07:13:53,2025-05-26 07:13:53,2.0,On Time,0,0,
O012376,2025-08-02 12:54:17,2025-08-02 12:54:17,5.0,On Time,0,1,Damaged
O012377,2025-08-14 11:05:23,2025-08-15 11:05:23,1.0,On Time,0,0,
O012378,2025-11-12 09:56:25,2025-11-13 09:56:25,4.0,On Time,0,0,
O012379,2025-12-07 01:51:49,2025-12-08 01:51:49,3.0,On Time,0,1,Quality
O012380,,,,Cancelled,1,0,
O012381,2025-09-16 12:33:41,2025-09-16 12:33:41,3.0,On Time,0,0,
O012382,2025-01-06 07:22:44,2025-01-06 07:22:44,2.0,On Time,0,0,
O012383,2025-11-09 16:00:44,2025-11-09 16:00:44,3.0,On Time,0,0,
O012384,2025-02-07 10:41:19,2025-02-07 10:41:19,4.0,On Time,0,0,
O012385,2025-09-03 04:42:03,2025-09-03 04:42:03,2.0,On Time,0,0,
O012386,2025-11-07 21:38:06,2025-11-07 21:38:06,5.0,On Time,0,0,
O012387,2025-07-14 19:39:09,2025-07-14 19:39:09,3.0,On Time,0,0,
O012388,2025-08-21 04:30:00,2025-08-22 04:30:00,3.0,On Time,0,0,
O012389,2025-05-07 00:51:22,2025-05-07 00:51:22,3.0,On Time,0,0,
O012390,2025-05-15 11:25:12,2025-05-15 11:25:12,3.0,On Time,0,0,
O012391,2025-08-04 12:57:08,2025-08-04 12:57:08,3.0,On Time,0,0,
O012392,2025-06-05 11:16:33,2025-06-04 11:16:33,9.0,Late,0,0,
O012393,2025-12-13 22:50:30,2025-12-13 22:50:30,3.0,On Time,0,0,
O012394,2025-11-01 18:03:55,2025-11-02 18:03:55,3.0,On Time,0,0,
O012395,2025-02-27 22:13:21,2025-02-27 22:13:21,3.0,On Time,0,0,
O012396,2025-07-05 02:48:32,2025-07-05 02:48:32,3.0,On Time,0,0,
O012397,2025-10-14 08:28:00,2025-10-14 08:28:00,2.0,On Time,0,1,Quality
O012398,2025-11-24 13:35:19,2025-11-24 13:35:19,3.0,On Time,0,0,
O012399,2025-08-29 11:44:36,2025-08-29 11:44:36,3.0,On Time,0,0,
O012400,2025-03-03 15:00:51,2025-03-03 15:00:51,3.0,On Time,0,0,
O012401,2025-07-25 04:05:48,2025-07-25 04:05:48,3.0,On Time,0,0,
O012402,2025-10-10 02:00:11,2025-10-10 02:00:11,5.0,On Time,0,0,
O012403,2025-03-01 08:20:35,2025-03-02 08:20:35,6.0,On Time,0,0,
O012404,,,,Cancelled,1,0,
O012405,2025-03-06 18:47:09,2025-03-06 18:47:09,3.0,On Time,0,0,
O012406,2025-09-24 16:24:27,2025-09-25 16:24:27,6.0,On Time,0,0,
O012407,,,,Cancelled,1,0,
O012408,2025-11-14 18:41:11,2025-11-14 18:41:11,4.0,On Time,0,0,
O012409,2025-10-27 01:00:55,2025-10-27 01:00:55,2.0,On Time,0,0,
O012410,2025-04-26 03:24:38,2025-04-26 03:24:38,5.0,On Time,0,1,Wrong Item
O012411,2025-01-30 18:59:59,2025-01-30 18:59:59,3.0,Late,0,0,
O012412,2025-12-01 06:37:09,2025-12-01 06:37:09,5.0,On Time,0,0,
O012413,2025-02-14 01:36:24,2025-02-14 01:36:24,3.0,On Time,0,0,
O012414,2025-03-20 01:41:28,2025-03-21 01:41:28,1.0,On Time,0,1,Wrong Item
O012415,2025-07-13 08:56:48,2025-07-13 08:56:48,2.0,On Time,0,0,
O012416,2025-07-28 06:49:52,2025-07-28 06:49:52,2.0,Late,0,0,
O012417,2025-03-09 03:13:26,2025-03-09 03:13:26,6.0,On Time,0,0,
O012418,2025-09-02 10:12:39,2025-09-02 10:12:39,3.0,On Time,0,0,
O012419,2025-12-17 14:06:33,2025-12-18 14:06:33,1.0,On Time,0,0,
O012420,2025-05-27 09:29:38,2025-05-27 09:29:38,2.0,Late,0,0,
O012421,2025-04-24 01:14:54,2025-04-24 01:14:54,4.0,On Time,0,0,
O012422,2025-05-24 20:47:56,2025-05-24 20:47:56,4.0,On Time,0,0,
O012423,2025-05-19 11:06:20,2025-05-19 11:06:20,5.0,On Time,0,0,
O012424,2025-12-19 23:21:37,2025-12-19 23:21:37,3.0,On Time,0,0,
O012425,2025-05-21 02:22:28,2025-05-21 02:22:28,3.0,On Time,0,0,
O012426,2025-12-07 13:35:05,2025-12-07 13:35:05,4.0,On Time,0,0,
O012427,2025-03-15 20:58:06,2025-03-15 20:58:06,3.0,On Time,0,0,
O012428,2025-07-01 12:33:16,2025-07-02 12:33:16,1.0,On Time,0,0,
O012429,2025-12-25 07:20:30,2025-12-26 07:20:30,5.0,On Time,0,0,
O012430,2025-07-23 16:38:36,2025-07-24 16:38:36,1.0,On Time,0,0,
O012431,2025-01-22 12:22:50,2025-01-22 12:22:50,4.0,On Time,0,0,
O012432,2025-03-01 14:37:55,2025-03-01 14:37:55,3.0,On Time,0,0,
O012433,2025-06-19 23:25:07,2025-06-19 23:25:07,4.0,On Time,0,0,
O012434,2025-04-09 19:09:05,2025-04-09 19:09:05,2.0,On Time,0,1,Changed Mind
O012435,2025-05-07 22:19:27,2025-05-07 22:19:27,4.0,On Time,0,0,
O012436,2025-10-08 01:31:44,2025-10-08 01:31:44,5.0,On Time,0,0,
O012437,2025-01-29 03:48:58,2025-01-30 03:48:58,3.0,On Time,0,0,
O012438,2025-02-03 01:37:03,2025-02-03 01:37:03,3.0,On Time,0,0,
O012439,2025-05-22 14:43:09,2025-05-22 14:43:09,2.0,On Time,0,0,
O012440,2025-07-19 18:11:44,2025-07-19 18:11:44,2.0,On Time,0,0,
O012441,2025-10-20 23:11:42,2025-10-20 23:11:42,5.0,On Time,0,0,
O012442,2025-12-17 01:57:12,2025-12-17 01:57:12,5.0,On Time,0,0,
O012443,2025-04-11 15:02:41,2025-04-11 15:02:41,5.0,On Time,0,0,
O012444,2025-06-19 11:31:11,2025-06-19 11:31:11,3.0,On Time,0,0,
O012445,2025-01-13 23:31:37,2025-01-13 23:31:37,4.0,On Time,0,0,
O012446,2025-03-28 12:50:23,2025-03-28 12:50:23,3.0,On Time,0,0,
O012447,2025-11-25 13:25:14,2025-11-26 13:25:14,4.0,On Time,0,0,
O012448,2025-04-03 11:33:08,2025-04-03 11:33:08,3.0,On Time,0,1,Damaged
O012449,2025-07-18 15:03:06,2025-07-18 15:03:06,3.0,On Time,0,0,
O012450,2025-10-22 05:41:53,2025-10-22 05:41:53,4.0,On Time,0,0,
O012451,2025-02-21 16:32:43,2025-02-21 16:32:43,4.0,Late,0,0,
O012452,,,,Cancelled,1,0,
O012453,2025-12-23 16:38:24,2025-12-23 16:38:24,3.0,On Time,0,0,
O012454,2025-01-13 19:00:12,2025-01-13 19:00:12,2.0,On Time,0,0,
O012455,2025-09-21 17:38:58,2025-09-21 17:38:58,2.0,On Time,0,0,
O012456,2025-03-10 04:13:31,2025-03-10 04:13:31,3.0,On Time,0,0,
O012457,2025-12-26 16:53:57,2025-12-26 16:53:57,3.0,On Time,0,0,
O012458,2025-09-28 09:42:31,2025-09-28 09:42:31,5.0,On Time,0,0,
O012459,2025-09-15 14:38:28,2025-09-16 14:38:28,1.0,On Time,0,0,
O012460,,,,Cancelled,1,0,
O012461,,,,Cancelled,1,0,
O012462,2025-05-12 07:00:08,2025-05-12 07:00:08,3.0,On Time,0,0,
O012463,2025-09-19 07:19:46,2025-09-19 07:19:46,3.0,On Time,0,0,
O012464,2025-10-17 10:40:54,2025-10-17 10:40:54,4.0,On Time,0,0,
O012465,2025-04-18 20:57:56,2025-04-18 20:57:56,3.0,On Time,0,1,Damaged
O012466,2025-06-14 00:20:53,2025-06-14 00:20:53,3.0,On Time,0,0,
O012467,2025-01-25 00:40:50,2025-01-25 00:40:50,4.0,On Time,0,0,
O012468,2025-09-11 16:33:43,2025-09-11 16:33:43,3.0,On Time,0,0,
O012469,2025-10-29 04:49:26,2025-10-30 04:49:26,4.0,On Time,0,0,
O012470,2025-09-16 10:49:02,2025-09-17 10:49:02,2.0,On Time,0,0,
O012471,2025-01-05 00:59:14,2025-01-05 00:59:14,3.0,On Time,0,0,
O012472,2025-07-09 15:31:46,2025-07-10 15:31:46,1.0,On Time,0,0,
O012473,2025-07-04 16:28:55,2025-07-04 16:28:55,6.0,On Time,0,0,
O012474,2025-06-26 16:43:55,2025-06-26 16:43:55,3.0,On Time,0,0,
O012475,2025-09-02 13:34:42,2025-09-02 13:34:42,3.0,On Time,0,0,
O012476,2025-03-04 03:28:29,2025-03-04 03:28:29,6.0,On Time,0,0,
O012477,2025-12-14 07:43:55,2025-12-14 07:43:55,4.0,On Time,0,0,
O012478,2025-06-04 07:50:01,2025-06-04 07:50:01,3.0,On Time,0,0,
O012479,2025-10-17 18:08:50,2025-10-17 18:08:50,6.0,On Time,0,0,
O012480,2025-07-07 10:24:17,2025-07-07 10:24:17,3.0,On Time,0,0,
O012481,2025-09-20 09:25:12,2025-09-21 09:25:12,1.0,On Time,0,0,
O012482,2025-07-16 02:05:32,2025-07-17 02:05:32,3.0,On Time,0,0,
O012483,2025-04-26 21:55:42,2025-04-27 21:55:42,6.0,On Time,0,0,
O012484,2025-04-22 03:27:26,2025-04-23 03:27:26,2.0,On Time,0,0,
O012485,2025-03-09 02:38:37,2025-03-09 02:38:37,4.0,On Time,0,0,
O012486,2025-06-04 10:09:50,2025-06-05 10:09:50,5.0,On Time,0,0,
O012487,2025-10-26 07:37:46,2025-10-26 07:37:46,6.0,On Time,0,0,
O012488,2025-08-15 15:13:28,2025-08-16 15:13:28,1.0,On Time,0,0,
O012489,2025-06-14 19:32:33,2025-06-14 19:32:33,5.0,On Time,0,0,
O012490,2025-12-12 21:03:11,2025-12-12 21:03:11,3.0,On Time,0,0,
O012491,2025-06-11 18:05:31,2025-06-11 18:05:31,2.0,On Time,0,0,
O012492,,,,Cancelled,1,0,
O012493,2025-03-22 09:16:33,2025-03-22 09:16:33,2.0,On Time,0,0,
O012494,2025-10-15 23:48:22,2025-10-15 23:48:22,6.0,On Time,0,0,
O012495,,,,Cancelled,1,0,
O012496,2025-01-21 08:41:52,2025-01-21 08:41:52,2.0,On Time,0,0,
O012497,2025-08-16 22:28:02,2025-08-16 22:28:02,3.0,On Time,0,0,
O012498,2025-10-01 10:46:16,2025-10-02 10:46:16,3.0,On Time,0,1,Wrong Item
O012499,2025-10-24 04:45:43,2025-10-24 04:45:43,3.0,On Time,0,0,
O012500,2025-11-06 03:28:11,2025-11-07 03:28:11,7.0,On Time,0,0,
O012501,2025-06-06 21:48:58,2025-06-06 21:48:58,3.0,On Time,0,0,
O012502,2025-07-27 05:57:29,2025-07-27 05:57:29,5.0,On Time,0,1,Changed Mind
O012503,2025-02-04 02:07:24,2025-02-04 02:07:24,3.0,On Time,0,0,
O012504,,,,Cancelled,1,0,
O012505,2025-08-16 01:10:07,2025-08-17 01:10:07,5.0,On Time,0,0,
O012506,2025-06-19 06:07:13,2025-06-20 06:07:13,3.0,On Time,0,0,
O012507,2025-11-05 13:36:20,2025-11-05 13:36:20,5.0,On Time,0,0,
O012508,2025-07-17 22:04:25,2025-07-16 22:04:25,5.0,Late,0,0,
O012509,2025-03-10 02:39:23,2025-03-10 02:39:23,3.0,On Time,0,0,
O012510,2025-09-09 06:25:31,2025-09-09 06:25:31,5.0,Late,0,0,
O012511,2025-07-04 11:36:15,2025-07-04 11:36:15,6.0,Late,0,1,Damaged
O012512,2025-12-02 21:05:54,2025-12-02 21:05:54,4.0,On Time,0,0,
O012513,2025-04-25 05:46:22,2025-04-25 05:46:22,3.0,On Time,0,0,
O012514,,,,Cancelled,1,0,
O012515,2025-11-29 01:13:28,2025-11-30 01:13:28,2.0,On Time,0,0,
O012516,2025-10-02 06:36:40,2025-10-02 06:36:40,2.0,On Time,0,0,
O012517,2025-06-26 12:38:36,2025-06-26 12:38:36,3.0,On Time,0,0,
O012518,2025-02-03 10:57:33,2025-02-03 10:57:33,5.0,On Time,0,0,
O012519,2025-11-22 01:45:19,2025-11-22 01:45:19,2.0,On Time,0,0,
O012520,2025-08-30 13:29:08,2025-08-30 13:29:08,3.0,On Time,0,0,
O012521,2025-02-19 10:43:30,2025-02-20 10:43:30,4.0,On Time,0,0,
O012522,2025-09-20 20:11:49,2025-09-20 20:11:49,2.0,On Time,0,0,
O012523,2025-02-06 10:59:07,2025-02-06 10:59:07,3.0,On Time,0,0,
O012524,2025-05-19 11:06:01,2025-05-19 11:06:01,3.0,On Time,0,0,
O012525,2025-10-04 08:15:24,2025-10-05 08:15:24,1.0,On Time,0,0,
O012526,2025-06-09 20:50:27,2025-06-08 20:50:27,9.0,Late,0,0,
O012527,2025-03-16 18:16:27,2025-03-16 18:16:27,2.0,On Time,0,1,Quality
O012528,2025-11-02 05:54:44,2025-11-02 05:54:44,3.0,On Time,0,0,
O012529,2025-02-28 14:13:31,2025-02-28 14:13:31,2.0,On Time,0,0,
O012530,2025-07-24 20:22:09,2025-07-24 20:22:09,2.0,On Time,0,0,
O012531,2025-05-07 00:12:23,2025-05-08 00:12:23,1.0,On Time,0,0,
O012532,2025-06-20 02:03:07,2025-06-20 02:03:07,2.0,On Time,0,0,
O012533,2025-10-14 01:53:21,2025-10-14 01:53:21,5.0,On Time,0,0,
O012534,2025-02-21 17:09:25,2025-02-21 17:09:25,2.0,On Time,0,0,
O012535,2025-04-04 00:07:29,2025-04-05 00:07:29,3.0,On Time,0,0,
O012536,2025-11-04 14:24:29,2025-11-04 14:24:29,2.0,On Time,0,0,
O012537,2025-03-27 14:15:39,2025-03-26 14:15:39,5.0,Late,0,0,
O012538,2025-09-02 00:35:16,2025-09-03 00:35:16,1.0,On Time,0,0,
O012539,2025-04-14 06:03:34,2025-04-14 06:03:34,4.0,On Time,0,0,
O012540,2025-06-27 00:00:38,2025-06-28 00:00:38,3.0,On Time,0,0,
O012541,2025-03-04 12:30:50,2025-03-04 12:30:50,4.0,On Time,0,0,
O012542,2025-03-31 22:20:49,2025-03-31 22:20:49,4.0,On Time,0,0,
O012543,2025-03-16 22:55:33,2025-03-16 22:55:33,2.0,On Time,0,0,
O012544,2025-09-09 21:30:47,2025-09-10 21:30:47,4.0,On Time,0,0,
O012545,2025-08-31 00:22:08,2025-08-31 00:22:08,4.0,On Time,0,0,
O012546,2025-12-13 02:30:08,2025-12-13 02:30:08,3.0,On Time,0,1,Quality
O012547,,,,Cancelled,1,0,
O012548,2025-10-02 12:53:30,2025-10-03 12:53:30,4.0,On Time,0,0,
O012549,2025-11-17 08:29:40,2025-11-17 08:29:40,5.0,Late,0,0,
O012550,2026-01-03 04:02:38,2026-01-03 04:02:38,4.0,On Time,0,0,
O012551,2025-05-12 11:39:53,2025-05-11 11:39:53,3.0,Late,0,0,
O012552,2025-11-23 11:39:16,2025-11-22 11:39:16,5.0,Late,0,1,Quality
O012553,2025-03-14 06:48:28,2025-03-14 06:48:28,2.0,On Time,0,0,
O012554,2025-10-15 22:00:15,2025-10-14 22:00:15,5.0,Late,0,0,
O012555,2025-11-23 21:07:33,2025-11-23 21:07:33,4.0,On Time,0,0,
O012556,2025-02-14 10:53:20,2025-02-14 10:53:20,3.0,On Time,0,0,
O012557,2025-11-01 02:21:50,2025-11-01 02:21:50,2.0,On Time,0,0,
O012558,2025-07-04 19:48:24,2025-07-04 19:48:24,6.0,On Time,0,0,
O012559,2025-05-29 10:21:23,2025-05-30 10:21:23,3.0,On Time,0,0,
O012560,2025-04-15 09:34:14,2025-04-16 09:34:14,5.0,On Time,0,0,
O012561,2025-06-23 17:34:38,2025-06-22 17:34:38,5.0,Late,0,0,
O012562,2026-01-05 23:02:54,2026-01-05 23:02:54,6.0,On Time,0,0,
O012563,2025-08-29 11:11:16,2025-08-29 11:11:16,3.0,On Time,0,0,
O012564,2025-10-01 02:32:34,2025-10-01 02:32:34,4.0,On Time,0,0,
O012565,2025-09-01 12:24:42,2025-09-01 12:24:42,6.0,On Time,0,0,
O012566,2025-03-20 19:28:29,2025-03-20 19:28:29,5.0,Late,0,0,
O012567,2025-01-22 21:51:20,2025-01-22 21:51:20,2.0,On Time,0,1,Wrong Item
O012568,2025-09-05 11:28:27,2025-09-06 11:28:27,4.0,On Time,0,0,
O012569,2025-05-06 08:30:36,2025-05-06 08:30:36,5.0,On Time,0,0,
O012570,2025-02-01 08:29:12,2025-02-01 08:29:12,3.0,On Time,0,0,
O012571,2025-02-10 09:19:56,2025-02-10 09:19:56,4.0,On Time,0,0,
O012572,2025-08-11 20:40:48,2025-08-11 20:40:48,4.0,On Time,0,0,
O012573,2025-08-27 21:12:54,2025-08-28 21:12:54,3.0,On Time,0,1,Changed Mind
O012574,2025-03-31 13:25:17,2025-03-31 13:25:17,4.0,On Time,0,0,
O012575,,,,Cancelled,1,0,
O012576,2025-05-15 06:56:44,2025-05-15 06:56:44,2.0,On Time,0,0,
O012577,2025-10-18 11:43:44,2025-10-17 11:43:44,6.0,Late,0,0,
O012578,2025-01-06 04:49:01,2025-01-06 04:49:01,3.0,On Time,0,0,
O012579,2025-07-04 03:44:38,2025-07-04 03:44:38,2.0,On Time,0,0,
O012580,2025-08-15 06:45:15,2025-08-15 06:45:15,2.0,Late,0,0,
O012581,2025-06-11 07:36:33,2025-06-11 07:36:33,6.0,On Time,0,0,
O012582,2025-02-27 23:07:54,2025-02-27 23:07:54,4.0,On Time,0,0,
O012583,2025-12-02 05:46:51,2025-12-02 05:46:51,5.0,On Time,0,0,
O012584,2025-03-28 13:20:03,2025-03-29 13:20:03,4.0,On Time,0,1,Quality
O012585,,,,Cancelled,1,0,
O012586,2025-10-27 12:25:09,2025-10-28 12:25:09,4.0,On Time,0,0,
O012587,2025-02-07 09:46:44,2025-02-07 09:46:44,2.0,On Time,0,0,
O012588,2025-03-06 18:21:46,2025-03-06 18:21:46,3.0,On Time,0,0,
O012589,,,,Cancelled,1,0,
O012590,2025-10-03 20:52:50,2025-10-04 20:52:50,4.0,On Time,0,0,
O012591,,,,Cancelled,1,0,
O012592,2025-07-28 04:53:09,2025-07-29 04:53:09,1.0,On Time,0,0,
O012593,2025-08-08 18:12:56,2025-08-08 18:12:56,5.0,On Time,0,0,
O012594,2025-03-05 10:28:38,2025-03-05 10:28:38,3.0,On Time,0,0,
O012595,,,,Cancelled,1,0,
O012596,2025-11-04 16:43:56,2025-11-04 16:43:56,2.0,Late,0,0,
O012597,2025-11-04 23:45:28,2025-11-04 23:45:28,3.0,On Time,0,0,
O012598,2025-06-04 15:37:53,2025-06-04 15:37:53,3.0,On Time,0,0,
O012599,2025-12-11 06:11:07,2025-12-11 06:11:07,4.0,On Time,0,0,
O012600,2025-07-06 21:11:48,2025-07-06 21:11:48,3.0,On Time,0,0,
O012601,,,,Cancelled,1,0,
O012602,2025-01-18 03:43:45,2025-01-17 03:43:45,7.0,Late,0,0,
O012603,2025-10-03 09:16:08,2025-10-03 09:16:08,3.0,On Time,0,0,
O012604,2025-05-11 12:38:23,2025-05-11 12:38:23,3.0,On Time,0,0,
O012605,2025-12-29 23:02:12,2025-12-29 23:02:12,3.0,On Time,0,0,
O012606,2025-05-24 06:54:03,2025-05-25 06:54:03,2.0,On Time,0,1,Wrong Item
O012607,2025-02-10 00:43:10,2025-02-10 00:43:10,4.0,On Time,0,0,
O012608,2025-12-05 00:22:35,2025-12-05 00:22:35,4.0,On Time,0,0,
O012609,2025-05-21 03:16:03,2025-05-21 03:16:03,4.0,On Time,0,0,
O012610,2025-01-10 16:21:50,2025-01-10 16:21:50,2.0,On Time,0,0,
O012611,2025-11-18 13:41:22,2025-11-18 13:41:22,5.0,Late,0,0,
O012612,,,,Cancelled,1,0,
O012613,2025-04-20 21:54:01,2025-04-21 21:54:01,1.0,On Time,0,0,
O012614,2025-12-29 04:47:22,2025-12-30 04:47:22,1.0,On Time,0,0,
O012615,2025-03-20 18:00:14,2025-03-20 18:00:14,4.0,On Time,0,0,
O012616,2025-05-15 12:41:56,2025-05-15 12:41:56,4.0,On Time,0,0,
O012617,2025-12-22 07:07:00,2025-12-22 07:07:00,3.0,On Time,0,0,
O012618,2025-10-02 04:18:08,2025-10-02 04:18:08,3.0,On Time,0,0,
O012619,2025-04-29 03:57:16,2025-04-30 03:57:16,1.0,On Time,0,0,
O012620,2025-05-26 13:31:58,2025-05-26 13:31:58,4.0,On Time,0,0,
O012621,,,,Cancelled,1,0,
O012622,2025-12-23 20:25:40,2025-12-23 20:25:40,3.0,On Time,0,0,
O012623,2025-02-02 09:43:50,2025-02-02 09:43:50,4.0,On Time,0,0,
O012624,2025-12-24 15:07:31,2025-12-25 15:07:31,5.0,On Time,0,0,
O012625,2025-04-05 05:51:41,2025-04-04 05:51:41,6.0,Late,0,0,
O012626,2025-01-23 21:49:25,2025-01-24 21:49:25,3.0,On Time,0,0,
O012627,2025-10-11 17:31:45,2025-10-12 17:31:45,4.0,On Time,0,0,
O012628,2025-11-08 04:55:31,2025-11-08 04:55:31,5.0,On Time,0,0,
O012629,2025-05-17 06:54:49,2025-05-18 06:54:49,2.0,On Time,0,0,
O012630,2025-06-17 16:51:13,2025-06-17 16:51:13,2.0,On Time,0,0,
O012631,2025-11-17 16:03:37,2025-11-18 16:03:37,2.0,On Time,0,0,
O012632,2025-01-08 10:57:36,2025-01-08 10:57:36,4.0,On Time,0,0,
O012633,2025-08-02 08:03:58,2025-08-02 08:03:58,3.0,On Time,0,0,
O012634,2025-09-17 03:28:27,2025-09-16 03:28:27,3.0,Late,0,0,
O012635,2025-03-19 10:34:42,2025-03-19 10:34:42,4.0,On Time,0,0,
O012636,2025-07-14 04:40:06,2025-07-14 04:40:06,2.0,On Time,0,0,
O012637,2025-07-04 07:17:14,2025-07-04 07:17:14,3.0,On Time,0,0,
O012638,2025-05-16 04:53:28,2025-05-17 04:53:28,5.0,On Time,0,0,
O012639,2025-12-23 18:46:43,2025-12-23 18:46:43,3.0,On Time,0,0,
O012640,2025-08-08 13:52:39,2025-08-08 13:52:39,4.0,On Time,0,0,
O012641,2025-02-10 05:21:20,2025-02-11 05:21:20,3.0,On Time,0,0,
O012642,2025-03-11 04:31:36,2025-03-12 04:31:36,4.0,On Time,0,0,
O012643,2025-04-25 11:41:41,2025-04-25 11:41:41,2.0,On Time,0,0,
O012644,2025-09-23 05:24:35,2025-09-23 05:24:35,4.0,On Time,0,1,Damaged
O012645,2025-04-11 07:59:09,2025-04-11 07:59:09,2.0,On Time,0,0,
O012646,2025-10-09 04:46:05,2025-10-09 04:46:05,4.0,On Time,0,0,
O012647,2025-07-17 23:50:02,2025-07-17 23:50:02,3.0,On Time,0,0,
O012648,2025-09-08 06:40:02,2025-09-09 06:40:02,4.0,On Time,0,0,
O012649,2025-03-20 04:54:17,2025-03-20 04:54:17,3.0,On Time,0,0,
O012650,2025-11-04 03:32:15,2025-11-04 03:32:15,2.0,On Time,0,0,
O012651,2025-07-17 11:52:41,2025-07-18 11:52:41,2.0,On Time,0,0,
O012652,2025-10-10 18:57:06,2025-10-10 18:57:06,3.0,On Time,0,0,
O012653,2025-08-27 15:44:55,2025-08-27 15:44:55,3.0,On Time,0,1,Wrong Item
O012654,2025-10-19 06:32:45,2025-10-19 06:32:45,4.0,On Time,0,0,
O012655,2025-08-06 03:39:35,2025-08-06 03:39:35,3.0,On Time,0,0,
O012656,,,,Cancelled,1,0,
O012657,2025-08-31 19:55:12,2025-08-31 19:55:12,6.0,On Time,0,0,
O012658,2025-04-22 22:35:31,2025-04-22 22:35:31,3.0,On Time,0,0,
O012659,2025-03-10 19:31:27,2025-03-10 19:31:27,4.0,On Time,0,0,
O012660,2025-08-13 06:08:06,2025-08-13 06:08:06,3.0,On Time,0,0,
O012661,2025-07-26 20:10:59,2025-07-27 20:10:59,3.0,On Time,0,0,
O012662,2025-06-06 14:04:11,2025-06-06 14:04:11,2.0,On Time,0,1,Quality
O012663,2025-06-17 02:15:07,2025-06-18 02:15:07,2.0,On Time,0,0,
O012664,2025-04-22 17:03:25,2025-04-22 17:03:25,2.0,Late,0,0,
O012665,2025-10-01 07:03:23,2025-10-01 07:03:23,2.0,On Time,0,0,
O012666,2025-03-29 21:05:29,2025-03-30 21:05:29,5.0,On Time,0,0,
O012667,2025-07-29 03:28:47,2025-07-30 03:28:47,5.0,On Time,0,0,
