order_id,product_id,quantity,unit_price,discount,revenue,profit
O044396,P0079,1,1707.05,25,1682.05,954.26
O033457,P0141,1,470.9,50,420.9,223.76
O001329,P0082,1,1462.41,100,1362.41,862.47
O019716,P0170,1,1304.85,0,1304.85,703.56
O014996,P0094,2,924.19,0,1848.38,988.84
O037955,P0121,1,1711.14,25,1686.14,793.22
O044403,P0022,1,495.47,50,445.47,152.46
O010307,P0055,1,1126.87,0,1126.87,505.36
O026765,P0035,3,3896.38,25,11614.15,6554.89
O029245,P0038,3,1111.59,25,3259.76,1976.06
O047429,P0049,2,542.28,50,984.56,541.36
O038519,P0126,1,813.17,50,763.17,362.45
O030129,P0083,1,378.97,0,378.97,180.44
O036249,P0140,1,589.09,0,589.09,296.8
O002330,P0020,3,706.47,0,2119.4,1229.21
O018972,P0197,1,1144.82,50,1094.82,393.56
O005939,P0155,2,1174.13,0,2348.25,1158.43
O009313,P0149,1,733.95,0,733.95,339.36
O042022,P0026,1,1530.58,0,1530.58,946.08
O004013,P0153,3,773.02,0,2319.07,909.94
O032217,P0047,1,1378.36,25,1353.36,383.26
O049824,P0188,1,7003.67,50,6953.67,4343.14
O007616,P0020,1,692.43,0,692.43,395.7
O010054,P0199,1,1990.74,0,1990.74,1270.51
O026202,P0080,1,1409.82,0,1409.82,801.07
O003008,P0174,1,1134.18,0,1134.18,429.26
O035684,P0057,1,1814.5,0,1814.5,984.86
O009671,P0164,3,1381.43,0,4144.3,2254.03
O044962,P0137,1,1225.95,50,1175.95,493.01
O006652,P0087,2,3784.91,0,7569.81,4089.43
O032927,P0167,1,1577.59,0,1577.59,942.92
O005385,P0067,1,752.28,25,727.28,302.84
O000896,P0013,1,1661.21,150,1511.21,821.63
O044190,P0162,1,1667.3,0,1667.3,795.62
O046707,P0075,2,1581.94,100,2963.88,1596.4
O002151,P0176,1,3009.61,0,3009.61,1793.48
O027267,P0169,1,1432.87,0,1432.87,809.89
O051754,P0054,2,4423.99,0,8847.98,3504.52
O051696,P0105,1,923.63,50,873.63,450.94
O051854,P0012,1,304.87,25,279.87,119.35
O007956,P0104,1,849.41,0,849.41,501.96
O036518,P0026,1,1547.48,25,1522.48,937.98
O004436,P0179,2,452.34,0,904.67,480.99
O034169,P0095,1,739.86,25,714.86,237.0
O002463,P0108,1,567.29,0,567.29,262.36
O005842,P0139,1,740.95,0,740.95,394.95
O047710,P0077,1,289.88,0,289.88,127.56
O048416,P0197,3,1126.88,150,2930.65,826.87
O021962,P0021,1,3010.14,0,3010.14,1495.26
O025186,P0183,2,643.6,100,1087.2,617.06
O032314,P0194,1,784.25,0,784.25,350.47
O023128,P0044,1,2268.18,100,2168.18,918.01
O014267,P0055,1,1158.02,50,1108.02,486.51
O026016,P0080,1,1463.29,0,1463.29,854.54
O039390,P0039,1,1544.62,50,1494.62,831.13
O048279,P0123,2,1880.93,0,3761.87,1684.17
O010192,P0102,3,1300.28,0,3900.85,2241.07
O053948,P0153,2,775.52,0,1551.05,611.63
O040942,P0128,1,805.76,0,805.76,476.0
O006947,P0103,3,2472.31,25,7341.94,4293.67
O044431,P0008,1,1522.23,0,1522.23,898.75
O000877,P0128,3,814.48,150,1993.45,1004.17
O051433,P0044,1,2352.55,25,2327.55,1077.38
O013198,P0078,2,2279.93,50,4459.86,1343.54
O039212,P0163,1,2400.53,100,2300.53,1306.46
O035534,P0014,2,708.03,0,1416.07,804.93
O038861,P0152,1,1278.85,25,1253.85,708.69
O001237,P0002,1,1777.51,25,1752.51,807.39
O027307,P0172,1,937.55,0,937.55,263.71
O011700,P0074,2,1325.44,0,2650.89,1686.05
O012562,P0010,2,363.32,25,676.64,374.7
O028099,P0007,1,776.08,0,776.08,344.96
O029391,P0178,3,2208.69,25,6551.06,3453.59
O041892,P0157,1,1227.39,25,1202.39,611.33
O048598,P0157,1,1222.52,25,1197.52,606.46
O050586,P0050,2,3666.16,0,7332.31,4083.17
O030755,P0175,2,2894.47,25,5738.94,3478.32
O038745,P0196,1,1003.96,25,978.96,571.26
O004681,P0148,1,443.68,0,443.68,189.24
O027281,P0109,2,734.44,100,1268.88,654.38
O012872,P0123,2,1847.68,25,3645.36,1567.66
O024249,P0037,1,319.01,150,169.01,-31.98
O009558,P0069,3,2118.11,0,6354.32,3645.71
O011108,P0052,1,1060.75,25,1035.75,266.38
O039293,P0006,3,1505.62,50,4366.86,1764.0
O001299,P0015,1,1099.73,25,1074.73,597.65
O027056,P0114,1,650.41,50,600.41,238.45
O028359,P0132,1,853.79,100,753.79,364.7
O005347,P0127,1,980.53,25,955.53,470.46
O030545,P0182,2,1671.25,50,3242.5,1770.8
O037865,P0001,1,821.81,25,796.81,291.72
O021987,P0041,1,1778.07,0,1778.07,904.09
O031582,P0189,1,410.46,0,410.46,205.37
O003421,P0053,1,3082.61,0,3082.61,1428.9
O019921,P0023,3,359.37,100,778.1,146.96
O030602,P0017,1,1043.25,0,1043.25,503.24
O025628,P0053,3,3092.23,50,9126.68,4165.55
O015613,P0163,1,2447.7,0,2447.7,1453.63
O023930,P0183,1,664.54,150,514.54,279.47
O004065,P0105,4,926.12,25,3604.48,1913.72
O018692,P0027,1,1166.76,0,1166.76,442.77
O022823,P0153,2,780.27,0,1560.55,621.13
O019981,P0128,1,811.42,50,761.42,431.66
O037185,P0190,3,1190.25,100,3270.75,2030.85
O042468,P0102,1,1322.21,0,1322.21,768.95
O037166,P0187,1,2487.31,50,2437.31,1333.55
O042185,P0171,1,499.82,25,474.82,261.89
O050283,P0125,1,1200.05,25,1175.05,655.97
O008140,P0010,1,364.58,25,339.58,188.61
O014565,P0001,3,824.94,0,2474.81,959.54
O048377,P0185,1,2074.29,0,2074.29,1141.76
O034064,P0097,1,1222.05,150,1072.05,209.39
O033359,P0188,2,6895.17,50,13690.34,8469.28
O019963,P0019,4,437.27,0,1749.08,664.6
O040862,P0004,1,2148.63,25,2123.63,1016.48
O041126,P0187,1,2475.65,25,2450.65,1346.89
O034124,P0158,1,1143.19,0,1143.19,483.27
O052980,P0001,1,822.36,150,672.36,167.27
O004983,P0194,1,787.11,50,737.11,303.33
O006137,P0056,3,2012.8,0,6038.41,3259.84
O050459,P0135,1,2389.23,25,2364.23,991.09
O028213,P0105,1,934.75,0,934.75,512.06
O028196,P0007,3,755.71,25,2192.14,898.78
O008297,P0087,1,3876.09,0,3876.09,2135.9
O039014,P0189,1,411.42,25,386.42,181.33
O053785,P0083,3,389.58,0,1168.74,573.15
O049356,P0146,4,691.04,50,2564.17,1075.25
O048298,P0122,1,825.55,25,800.55,417.72
O003833,P0148,1,437.63,0,437.63,183.19
O043358,P0097,1,1266.98,25,1241.98,379.32
O005426,P0121,1,1687.36,50,1637.36,744.44
O017900,P0118,1,853.57,50,803.57,236.61
O048119,P0196,2,1004.31,25,1958.63,1143.23
O051930,P0109,1,716.25,0,716.25,409.0
O011326,P0008,1,1540.51,100,1440.51,817.03
O013068,P0149,1,752.63,25,727.63,333.04
O005190,P0084,1,719.74,50,669.74,241.25
O028423,P0048,1,827.97,25,802.97,323.52
O013677,P0116,1,536.48,0,536.48,266.57
O017475,P0004,1,2164.2,100,2064.2,957.05
O041132,P0089,2,1245.61,0,2491.22,1137.78
O029656,P0046,1,2833.96,25,2808.96,1608.41
O029609,P0147,4,455.66,25,1722.66,906.18
O054300,P0004,2,2232.66,0,4465.33,2251.03
O034271,P0108,2,568.15,100,936.3,326.44
O012185,P0080,1,1466.99,25,1441.99,833.24
O039255,P0069,1,2068.82,0,2068.82,1165.95
O054668,P0114,1,659.22,50,609.22,247.26
O004911,P0187,1,2357.39,0,2357.39,1253.63
O009007,P0126,2,827.21,0,1654.42,852.98
O030109,P0121,2,1752.75,50,3405.5,1619.66
O033861,P0019,1,443.75,150,293.75,22.63
O019658,P0063,2,2899.1,150,5498.19,2912.81
O026309,P0021,1,3016.95,0,3016.95,1502.07
O046488,P0187,2,2375.96,0,4751.93,2544.41
O006510,P0143,1,1037.25,0,1037.25,591.55
O001568,P0068,1,4050.79,150,3900.79,1498.85
O031117,P0159,1,1923.08,150,1773.08,892.13
O018617,P0060,1,800.78,50,750.78,359.43
O022249,P0186,1,3140.07,0,3140.07,1644.19
O005427,P0061,1,2119.1,0,2119.1,1155.53
O036952,P0150,1,1686.63,0,1686.63,883.26
O001202,P0193,1,185.37,25,160.37,31.3
O014151,P0058,2,456.63,0,913.26,475.14
O026428,P0199,1,1998.96,0,1998.96,1278.73
O042898,P0010,3,367.5,0,1102.49,649.58
O004452,P0133,1,1884.94,0,1884.94,842.65
O004537,P0006,1,1534.24,50,1484.24,616.62
O053953,P0153,1,793.8,25,768.8,299.09
O044188,P0018,3,637.29,25,1836.88,975.79
O053284,P0148,1,434.67,25,409.67,155.23
O044790,P0102,2,1260.18,0,2520.35,1413.83
O023107,P0068,1,4048.43,25,4023.43,1621.49
O034533,P0008,3,1574.84,0,4724.53,2854.09
O054540,P0117,3,511.25,25,1458.76,806.47
O011333,P0191,3,5188.47,50,15415.41,8946.42
O030006,P0153,1,781.14,50,731.14,261.43
O013796,P0016,2,1702.89,25,3355.78,1269.4
O034754,P0063,1,3043.25,50,2993.25,1700.56
O008983,P0056,3,2053.75,50,6011.26,3232.69
O036529,P0031,1,857.76,0,857.76,469.54
O020078,P0028,2,2319.93,0,4639.87,2386.41
O002239,P0130,1,864.02,0,864.02,558.09
O010620,P0007,1,772.62,0,772.62,341.5
O022985,P0184,1,1621.4,150,1471.4,680.06
O013089,P0157,1,1270.3,100,1170.3,579.24
O051657,P0150,1,1660.63,0,1660.63,857.26
O015137,P0042,1,964.37,0,964.37,553.08
O013250,P0135,3,2329.52,0,6988.56,2869.14
O030921,P0188,1,7135.22,0,7135.22,4524.69
O031031,P0135,2,2386.82,50,4673.64,1927.36
O016319,P0142,1,991.06,0,991.06,488.45
O011047,P0181,1,4816.11,50,4766.11,2347.53
O034364,P0025,2,752.27,0,1504.54,735.18
O037638,P0138,2,518.61,50,937.23,382.51
O033326,P0122,2,837.44,0,1674.89,909.23
O027853,P0032,3,650.61,0,1951.84,1084.45
O015309,P0046,1,2842.9,25,2817.9,1617.35
O018940,P0003,1,812.94,100,712.94,329.41
O050849,P0103,1,2575.92,150,2425.92,1409.83
O010137,P0114,1,670.46,0,670.46,308.5
O037319,P0018,1,657.95,50,607.95,320.92
O020588,P0195,1,816.67,25,791.67,378.74
O030589,P0015,1,1056.5,0,1056.5,579.42
O003743,P0156,1,651.73,25,626.73,207.41
O048752,P0115,3,5189.08,0,15567.24,6836.1
O019846,P0019,1,442.02,150,292.02,20.9
O001836,P0066,1,548.92,0,548.92,327.6
O005398,P0154,4,2453.79,0,9815.16,4610.16
O048366,P0002,2,1743.15,0,3486.3,1596.06
O042638,P0049,2,551.15,0,1102.3,659.1
O050948,P0008,1,1534.47,25,1509.47,885.99
O007312,P0058,2,459.1,0,918.19,480.07
O044094,P0040,1,923.32,50,873.32,487.28
O032786,P0179,2,435.6,25,821.19,397.51
O007593,P0100,2,453.95,25,857.9,418.88
O022925,P0007,2,768.74,50,1437.49,575.25
O042330,P0002,2,1722.9,100,3245.79,1355.55
O014063,P0061,1,2168.83,100,2068.83,1105.26
O050913,P0110,2,286.45,0,572.9,373.06
O023598,P0157,1,1264.71,0,1264.71,673.65
O026755,P0027,2,1117.96,50,2135.92,687.94
O000801,P0067,1,757.84,150,607.84,183.4
O032436,P0073,2,277.08,150,254.16,-105.02
O043877,P0004,1,2188.0,100,2088.0,980.85
O045380,P0105,2,949.21,0,1898.41,1053.03
O036648,P0070,2,1227.47,25,2404.93,1361.07
O021288,P0122,1,804.38,25,779.38,396.55
O018435,P0188,1,6995.42,0,6995.42,4384.89
O051437,P0099,2,636.3,0,1272.6,421.42
O033996,P0121,1,1735.34,0,1735.34,842.42
O040005,P0109,1,723.68,25,698.68,391.43
O008852,P0020,1,682.62,50,632.62,335.89
O002584,P0127,1,991.73,50,941.73,456.66
O014087,P0067,2,722.12,50,1344.24,495.36
O044264,P0128,1,817.62,25,792.62,462.86
O042699,P0001,1,811.93,0,811.93,306.84
O028396,P0044,2,2290.3,50,4480.61,1980.27
O016789,P0144,1,250.35,0,250.35,107.51
O047341,P0155,1,1215.34,0,1215.34,620.43
O019019,P0199,1,1923.55,25,1898.55,1178.32
O036850,P0075,1,1610.07,50,1560.07,876.33
O053008,P0099,4,660.11,0,2640.44,938.08
O028767,P0174,2,1145.58,150,1991.15,581.31
O025922,P0022,2,487.63,25,925.26,339.24
O012873,P0146,1,655.03,100,555.03,182.8
O051364,P0163,1,2425.82,100,2325.82,1331.75
O002869,P0129,1,1303.96,50,1253.96,720.58
O023926,P0080,1,1433.44,50,1383.44,774.69
O032482,P0127,1,968.58,25,943.58,458.51
O030650,P0162,1,1743.06,50,1693.06,821.38
O010299,P0153,2,794.26,150,1288.52,349.1
O040471,P0026,3,1533.92,0,4601.75,2848.25
O025301,P0057,1,1822.27,150,1672.27,842.63
O032355,P0032,1,631.92,50,581.92,292.79
O033810,P0118,1,891.94,50,841.94,274.98
O007176,P0154,3,2456.6,25,7294.79,3391.04
O040030,P0058,1,481.22,0,481.22,262.16
O009362,P0107,1,420.59,25,395.59,152.83
O030718,P0096,1,530.33,25,505.33,256.14
O042789,P0098,1,750.98,0,750.98,347.61
O041886,P0027,1,1105.61,50,1055.61,331.62
O024039,P0074,1,1360.17,25,1335.17,852.75
O029251,P0121,1,1746.6,0,1746.6,853.68
O028649,P0180,1,936.56,0,936.56,467.97
O025964,P0059,1,3414.64,50,3364.64,1879.32
O008110,P0048,2,837.51,0,1675.03,716.13
O005779,P0090,4,1418.05,25,5572.22,3096.34
O022650,P0189,1,415.08,50,365.08,159.99
O040337,P0043,2,961.86,0,1923.73,786.75
O035700,P0130,2,870.42,100,1540.83,928.97
O010786,P0044,2,2276.72,25,4503.44,2003.1
O008397,P0099,1,635.03,50,585.03,159.44
O042249,P0064,1,2879.84,25,2854.84,1564.93
O039246,P0093,1,3119.51,0,3119.51,2124.28
O004092,P0164,2,1394.32,0,2788.64,1528.46
O043445,P0070,2,1233.34,25,2416.67,1372.81
O012940,P0163,1,2349.55,0,2349.55,1355.48
O031220,P0112,1,428.91,150,278.91,-8.14
O007164,P0130,1,880.12,25,855.12,549.19
O042423,P0151,2,2325.92,0,4651.85,2185.03
O015501,P0045,1,1294.71,0,1294.71,620.3
O039457,P0101,1,1268.14,50,1218.14,726.27
O004168,P0103,1,2470.96,0,2470.96,1454.87
O042811,P0125,3,1142.46,25,3352.37,1795.13
O050521,P0164,2,1362.11,0,2724.23,1464.05
O004359,P0189,1,414.23,50,364.23,159.14
O000967,P0094,2,928.64,100,1657.28,797.74
O033369,P0197,1,1163.89,0,1163.89,462.63
O000849,P0179,1,434.99,100,334.99,123.15
O041569,P0162,2,1729.03,0,3458.06,1714.7
O051675,P0121,1,1699.6,0,1699.6,806.68
O049924,P0093,1,3164.5,0,3164.5,2169.27
O024826,P0141,2,473.61,25,897.21,502.93
O012752,P0032,1,652.92,0,652.92,363.79
O030003,P0024,1,664.82,25,639.82,349.16
O016799,P0109,1,728.52,150,578.52,271.27
O011033,P0142,2,1010.99,50,1921.97,916.75
O012097,P0116,1,533.33,25,508.33,238.42
O042817,P0117,2,511.65,100,823.3,388.44
O025903,P0098,2,739.29,50,1378.58,571.84
O003733,P0088,1,1156.89,50,1106.89,539.7
O033879,P0001,1,826.57,0,826.57,321.48
O032964,P0092,1,2981.37,25,2956.37,1663.52
O022379,P0178,1,2199.1,50,2149.1,1116.61
O027825,P0146,1,665.33,0,665.33,293.1
O052755,P0133,1,1927.11,25,1902.11,859.82
O033076,P0140,1,607.31,100,507.31,215.02
O017815,P0100,1,463.13,100,363.13,143.62
O051148,P0094,2,946.04,150,1592.09,732.55
O045475,P0138,3,494.3,150,1032.89,200.81
O006099,P0040,2,936.06,100,1672.12,900.04
O042736,P0095,2,719.81,50,1339.63,383.91
O023321,P0087,1,3868.42,0,3868.42,2128.23
O032925,P0090,1,1395.2,0,1395.2,776.23
O000751,P0186,1,3118.7,25,3093.7,1597.82
O047774,P0139,1,745.98,25,720.98,374.98
O024309,P0106,2,642.95,25,1235.89,658.03
O013997,P0141,1,470.32,25,445.32,248.18
O013875,P0003,1,814.78,50,764.78,381.25
O017274,P0128,4,820.46,0,3281.82,1962.78
O053753,P0129,1,1279.11,0,1279.11,745.73
O027120,P0165,1,1683.88,0,1683.88,1077.99
O031161,P0094,3,935.36,0,2806.09,1516.78
O001115,P0111,1,1268.52,0,1268.52,692.72
O035245,P0002,1,1694.18,25,1669.18,724.06
O029823,P0065,1,1338.98,100,1238.98,762.9
O012161,P0134,1,2758.82,0,2758.82,1571.31
O049480,P0011,1,724.67,50,674.67,384.26
O027838,P0180,1,947.35,50,897.35,428.76
O021345,P0133,1,1991.87,50,1941.87,899.58
O026828,P0131,1,1725.1,50,1675.1,765.51
O054404,P0016,1,1744.86,50,1694.86,651.67
O025457,P0158,1,1147.66,100,1047.66,387.74
O054493,P0091,1,1979.59,25,1954.59,1028.31
O047152,P0096,3,520.19,0,1560.57,813.0
O026425,P0152,3,1257.93,50,3623.8,1988.32
O002338,P0025,1,752.57,0,752.57,367.89
O054107,P0103,1,2590.12,25,2565.12,1549.03
O048540,P0177,1,1162.34,50,1112.34,543.08
O030649,P0131,1,1711.55,25,1686.55,776.96
O022893,P0125,2,1144.4,50,2188.81,1150.65
O032508,P0119,1,893.54,50,843.54,351.29
O027038,P0116,3,517.49,50,1402.46,592.73
O006282,P0090,1,1411.82,0,1411.82,792.85
O006069,P0169,1,1437.4,50,1387.4,764.42
O036038,P0065,2,1339.36,25,2628.72,1676.56
O004653,P0042,1,977.89,0,977.89,566.6
O003308,P0049,1,537.32,0,537.32,315.72
O008532,P0046,1,2793.41,0,2793.41,1592.86
O032760,P0110,1,280.0,0,280.0,180.08
O050574,P0028,1,2309.74,25,2284.74,1158.01
O037595,P0167,1,1627.46,25,1602.46,967.79
O026278,P0001,1,814.8,0,814.8,309.71
O029598,P0011,2,733.73,25,1417.47,836.65
O008126,P0106,1,635.7,50,585.7,296.77
O007518,P0127,1,996.01,50,946.01,460.94
O031994,P0011,1,737.46,0,737.46,447.05
O029819,P0118,1,861.12,25,836.12,269.16
O039633,P0123,2,1854.2,0,3708.4,1630.7
O043228,P0075,1,1565.69,25,1540.69,856.95
O012879,P0006,1,1529.69,50,1479.69,612.07
O003322,P0170,1,1312.26,0,1312.26,710.97
O017122,P0041,3,1775.93,0,5327.78,2705.84
O037118,P0188,2,7095.92,25,14141.84,8920.78
O024947,P0025,1,755.63,0,755.63,370.95
O012335,P0036,3,775.76,50,2177.28,1278.3
O030202,P0059,1,3362.78,0,3362.78,1877.46
O018255,P0014,3,729.36,50,2038.09,1121.38
O008089,P0095,1,741.28,150,591.28,113.42
O033284,P0138,1,490.98,25,465.98,188.62
O017209,P0089,1,1273.24,0,1273.24,596.52
O047849,P0093,1,3057.81,0,3057.81,2062.58
O016526,P0198,1,2555.44,0,2555.44,1296.41
O022744,P0044,1,2342.88,0,2342.88,1092.71
O021759,P0034,1,1530.16,25,1505.16,758.4
O028564,P0134,1,2720.49,50,2670.49,1482.98
O023523,P0057,1,1821.32,0,1821.32,991.68
O000108,P0032,2,635.18,0,1270.35,692.09
O011247,P0187,1,2480.55,0,2480.55,1376.79
O017023,P0074,1,1312.92,0,1312.92,830.5
O003415,P0187,2,2351.11,0,4702.22,2494.7
O044261,P0035,1,3796.83,150,3646.83,1960.41
O039590,P0189,1,425.63,0,425.63,220.54
O032615,P0176,1,3080.71,25,3055.71,1839.58
O020629,P0113,1,1276.37,50,1226.37,687.23
O005824,P0064,1,2897.01,100,2797.01,1507.1
O052041,P0144,1,262.86,0,262.86,120.02
O040084,P0192,1,1486.85,0,1486.85,784.09
O020440,P0174,1,1135.91,100,1035.91,330.99
O011367,P0034,1,1488.42,0,1488.42,741.66
O050904,P0142,3,984.3,100,2652.9,1145.07
O042047,P0066,1,557.02,100,457.02,235.7
O019677,P0120,1,2559.06,50,2509.06,1237.14
O049493,P0164,3,1373.69,0,4121.06,2230.79
O032451,P0136,1,1936.77,25,1911.77,1039.81
O044294,P0118,1,856.61,0,856.61,289.65
O022564,P0200,1,832.91,100,732.91,219.12
O050589,P0099,1,634.57,0,634.57,208.98
O006756,P0083,1,389.63,0,389.63,191.1
O054266,P0162,1,1676.17,25,1651.17,779.49
O044129,P0109,1,718.89,0,718.89,411.64
O050927,P0088,1,1124.53,100,1024.53,457.34
O047270,P0071,2,1660.94,50,3221.88,1336.1
O028813,P0145,2,2494.64,100,4789.27,2069.43
O041863,P0104,1,833.73,25,808.73,461.28
O037489,P0013,2,1635.46,0,3270.93,1891.77
O026172,P0023,1,377.03,0,377.03,166.65
O006527,P0028,1,2357.11,0,2357.11,1230.38
O025017,P0065,1,1352.1,100,1252.1,776.02
O047604,P0023,1,364.3,25,339.3,128.92
O050146,P0157,2,1250.15,25,2450.31,1268.19
O013621,P0139,2,776.56,100,1353.11,661.11
O027372,P0141,1,470.4,25,445.4,248.26
O042536,P0075,2,1593.28,25,3136.57,1769.09
O004233,P0037,2,317.87,25,585.74,183.76
O032136,P0181,1,4731.14,150,4581.14,2162.56
O024549,P0156,3,646.26,0,1938.78,680.82
O024300,P0191,2,5290.14,100,10380.29,6067.63
O036673,P0101,1,1248.28,100,1148.28,656.41
O053085,P0150,1,1635.08,100,1535.08,731.71
O027900,P0082,1,1482.62,0,1482.62,982.68
O022662,P0111,3,1293.69,0,3881.06,2153.66
O042229,P0113,1,1268.41,0,1268.41,729.27
O008724,P0145,3,2428.22,0,7284.65,3204.89
O020655,P0021,2,3185.74,0,6371.49,3341.73
O034894,P0182,2,1616.36,0,3232.72,1761.02
O020981,P0147,1,445.91,25,420.91,216.79
O021107,P0065,1,1337.73,25,1312.73,836.65
O048905,P0114,1,655.26,25,630.26,268.3
O023727,P0145,1,2510.69,0,2510.69,1150.77
O046243,P0151,2,2373.42,0,4746.85,2280.03
O017297,P0139,1,776.0,150,626.0,280.0
O028036,P0028,2,2262.28,150,4224.56,1971.1
O023230,P0188,1,6903.67,0,6903.67,4293.14
O053103,P0120,1,2478.72,0,2478.72,1206.8
O048399,P0110,2,275.09,0,550.18,350.34
O050778,P0016,3,1758.94,0,5276.82,2147.25
O007571,P0147,1,448.91,50,398.91,194.79
O040406,P0055,1,1139.86,0,1139.86,518.35
O019882,P0122,3,836.39,25,2434.18,1285.69
O034765,P0122,1,833.76,0,833.76,450.93
O015579,P0048,1,873.3,100,773.3,293.85
O010495,P0108,1,543.77,0,543.77,238.84
O024993,P0142,2,1016.27,100,1832.53,827.31
O032359,P0136,1,1981.34,25,1956.34,1084.38
O042922,P0113,1,1281.18,150,1131.18,592.04
O020310,P0040,1,953.99,0,953.99,567.95
O046362,P0096,1,541.85,0,541.85,292.66
O031589,P0200,1,836.29,25,811.29,297.5
O049887,P0016,1,1693.52,0,1693.52,650.33
O002432,P0060,1,785.89,25,760.89,369.54
O034753,P0145,3,2445.87,0,7337.61,3257.85
O054978,P0168,1,712.06,50,662.06,234.87
O023281,P0179,1,435.22,100,335.22,123.38
O020712,P0185,2,2046.36,0,4092.72,2227.66
O031992,P0120,1,2475.88,25,2450.88,1178.96
O034760,P0197,1,1171.56,0,1171.56,470.3
O040647,P0176,2,2967.25,25,5884.51,3452.25
O022682,P0191,1,5283.43,0,5283.43,3127.1
O032129,P0030,1,264.05,25,239.05,111.73
O027674,P0007,2,766.09,150,1232.17,369.93
O017308,P0043,1,982.79,0,982.79,414.3
O051303,P0079,1,1708.22,100,1608.22,880.43
O038708,P0082,2,1492.43,150,2684.87,1684.99
O032575,P0092,1,3119.82,0,3119.82,1826.97
O024160,P0048,2,827.12,0,1654.24,695.34
O008387,P0012,1,289.08,100,189.08,28.56
O023950,P0012,1,289.52,150,139.52,-21.0
O009263,P0141,1,478.95,25,453.95,256.81
O052122,P0138,1,516.13,150,366.13,88.77
O035646,P0010,1,355.59,50,305.59,154.62
O014920,P0183,1,656.77,25,631.77,396.7
O022810,P0144,1,251.4,50,201.4,58.56
O015913,P0122,1,818.13,0,818.13,435.3
O028884,P0057,2,1807.1,50,3514.2,1854.92
O028123,P0157,2,1232.34,0,2464.68,1282.56
O025595,P0139,1,761.29,0,761.29,415.29
O021321,P0180,1,924.62,25,899.62,431.03
O011655,P0099,3,624.4,100,1573.21,296.44
O013664,P0126,2,856.1,100,1512.2,710.76
O013366,P0151,1,2285.6,50,2235.6,1002.19
O037283,P0114,1,672.86,50,622.86,260.9
O048099,P0165,3,1716.28,0,5148.85,3331.18
O006042,P0160,1,1303.04,0,1303.04,602.76
O015782,P0029,1,304.04,25,279.04,133.61
O007950,P0050,2,3625.16,0,7250.32,4001.18
O017610,P0049,3,536.93,100,1310.79,645.99
O045767,P0159,1,1890.8,0,1890.8,1009.85
O001770,P0067,1,736.99,0,736.99,312.55
O030292,P0037,2,316.48,25,582.96,180.98
O000350,P0030,1,279.14,50,229.14,101.82
O013733,P0198,2,2566.26,50,5032.51,2514.45
O032282,P0048,1,825.52,25,800.52,321.07
O003187,P0125,1,1165.84,0,1165.84,646.76
O035112,P0104,1,830.67,0,830.67,483.22
O026600,P0064,2,2877.5,0,5755.01,3175.19
O031128,P0142,1,1016.56,50,966.56,463.95
O025727,P0073,3,268.01,0,804.02,265.25
O005631,P0159,1,1906.82,0,1906.82,1025.87
O026444,P0111,1,1285.26,100,1185.26,609.46
O040852,P0128,3,815.25,0,2445.75,1456.47
O048536,P0071,1,1599.4,0,1599.4,656.51
O018905,P0143,1,1066.95,100,966.95,521.25
O000608,P0179,1,452.78,0,452.78,240.94
O011751,P0010,1,358.41,0,358.41,207.44
O016418,P0126,1,818.69,0,818.69,417.97
O001476,P0081,2,1706.49,25,3362.99,1924.75
O028914,P0179,1,435.17,50,385.17,173.33
O015495,P0175,1,2861.0,0,2861.0,1730.69
O039919,P0052,1,1084.36,0,1084.36,314.99
O005358,P0197,1,1182.31,0,1182.31,481.05
O030420,P0003,1,846.28,100,746.28,362.75
O018518,P0055,1,1120.04,50,1070.04,448.53
O040120,P0054,1,4175.02,150,4025.02,1353.29
O037840,P0107,1,434.39,50,384.39,141.63
O000618,P0079,2,1683.4,50,3266.8,1811.22
O008451,P0107,1,432.47,50,382.47,139.71
O044960,P0033,1,1380.1,50,1330.1,760.23
O036285,P0029,1,298.57,150,148.57,3.14
O031111,P0018,3,656.31,25,1893.94,1032.85
O023820,P0041,1,1783.29,50,1733.29,859.31
O022211,P0165,2,1727.75,50,3355.5,2143.72
O022157,P0193,1,181.42,0,181.42,52.35
O008205,P0068,3,3954.34,50,11713.03,4507.21
O044825,P0036,1,793.98,100,693.98,394.32
O002702,P0088,1,1149.23,50,1099.23,532.04
O041179,P0126,1,827.15,0,827.15,426.43
O026376,P0141,1,479.0,25,454.0,256.86
O020925,P0121,2,1705.22,25,3360.45,1574.61
O003549,P0150,1,1689.63,0,1689.63,886.26
O028022,P0109,1,735.48,0,735.48,428.23
O023627,P0070,1,1226.37,50,1176.37,654.44
O040464,P0021,1,3060.69,0,3060.69,1545.81
O036677,P0116,1,539.61,25,514.61,244.7
O007422,P0088,1,1165.99,50,1115.99,548.8
O010216,P0075,1,1612.04,0,1612.04,928.3
O037816,P0169,1,1471.15,0,1471.15,848.17
O051987,P0071,1,1609.6,100,1509.6,566.71
O045144,P0069,1,2108.69,50,2058.69,1155.82
O011030,P0076,1,267.74,50,217.74,76.54
O043457,P0150,1,1691.42,25,1666.42,863.05
O028552,P0185,1,2057.18,0,2057.18,1124.65
O020361,P0027,1,1110.7,25,1085.7,361.71
O001815,P0091,1,1904.83,0,1904.83,978.55
O051652,P0004,1,2273.31,50,2223.31,1116.16
O018548,P0030,1,268.01,50,218.01,90.69
