ticket_id,customer_id,order_id,ticket_date,issue_type,priority,resolution_time,resolved_flag
T001098,C09540,O032917,2025-02-20 02:12:45,Product Quality,Medium,7.8,1
T001099,C00046,O009793,2025-09-28 08:42:29,Product Quality,Medium,19.4,1
T001100,C08725,O009168,2025-09-18 10:37:20,Other,Medium,5.4,1
T001101,C00303,O042142,2025-01-04 11:32:31,Payment,Low,21.6,1
T001102,C08450,O006256,2025-11-18 08:25:56,Product Quality,High,25.9,1
T001103,C06653,O052023,2025-04-07 00:00:41,Product Quality,Low,13.5,1
T001104,C06126,O017402,2025-09-22 18:27:06,Cancellation,Low,32.3,1
T001105,C06782,O041022,2025-12-12 15:32:19,Cancellation,Low,20.1,1
T001106,C03084,O010670,2025-10-24 07:56:34,Cancellation,Medium,6.2,1
T001107,C00112,O053645,2025-08-23 02:42:06,Other,Low,24.7,1
T001108,C00394,O042146,2025-09-06 04:44:22,Other,Low,29.0,1
T001109,C01513,O054733,2025-12-12 05:40:16,Return,Low,15.9,1
T001110,C09521,O014553,2025-04-25 06:20:44,Delivery,High,4.5,1
T001111,C02005,O040980,2025-11-17 13:24:01,Return,Low,19.2,1
T001112,C09636,O036939,2025-05-28 08:19:02,Payment,Medium,9.6,1
T001113,C01385,O005391,2025-04-29 17:37:54,Payment,Medium,16.2,1
T001114,C07073,O016987,2025-02-17 23:49:07,Product Quality,Low,18.6,1
T001115,C05254,O010674,2025-07-29 18:27:46,Return,Low,12.4,0
T001116,C00194,O046619,2025-09-19 21:43:22,Product Quality,Low,7.0,1
T001117,C08308,O051309,2025-02-03 10:35:19,Return,Low,23.1,1
T001118,C04185,O010762,2025-06-14 00:12:28,Payment,Medium,45.3,1
T001119,C09567,O035689,2025-12-14 19:40:56,Cancellation,Medium,19.7,1
T001120,C01439,O054378,2025-12-26 07:22:38,Delivery,Low,6.7,1
T001121,C02566,O053291,2025-01-11 02:55:34,Delivery,Medium,32.4,1
T001122,C08325,O050386,2025-11-23 17:44:11,Return,Medium,1.3,0
T001123,C02112,O019344,2025-06-08 02:25:13,Payment,Medium,19.4,1
T001124,C02572,O024863,2025-08-06 22:54:47,Delivery,High,13.0,1
T001125,C03508,O008859,2025-04-22 07:10:50,Return,Medium,16.1,1
T001126,C06019,O005988,2025-04-11 17:49:38,Product Quality,Low,54.1,1
T001127,C04958,O044809,2025-06-07 09:44:30,Delivery,Medium,23.9,1
T001128,C00847,O036346,2025-02-18 13:45:22,Payment,Low,19.6,1
T001129,C09042,O046925,2025-06-21 02:01:37,Other,Low,26.3,1
T001130,C08702,O030267,2025-02-22 08:01:02,Delivery,Medium,15.5,1
T001131,C02635,O030245,2025-05-02 20:53:04,Payment,Low,5.1,0
T001132,C05618,O043303,2025-12-28 06:35:27,Delivery,Medium,0.8,1
T001133,C00503,O022939,2025-11-23 12:53:54,Delivery,Medium,38.5,1
T001134,C06605,O030180,2025-01-22 09:14:12,Delivery,Medium,21.4,1
T001135,C04864,O017591,2025-08-23 02:24:36,Other,Medium,22.8,0
T001136,C09864,O053125,2025-08-05 12:22:48,Return,Low,6.3,1
T001137,C02316,O002562,2025-07-17 17:05:09,Cancellation,Low,24.8,1
T001138,C02214,O053042,2025-10-16 09:04:16,Return,High,14.7,1
T001139,C01309,O024860,2025-01-18 02:26:02,Delivery,High,0.6,1
T001140,C01223,O047785,2025-12-10 15:18:37,Payment,Medium,2.8,1
T001141,C09798,O029767,2025-08-14 09:53:58,Cancellation,Medium,11.6,1
T001142,C02282,O053928,2025-02-11 16:28:10,Delivery,Medium,21.4,1
T001143,C02175,O031960,2025-05-28 11:20:22,Other,Low,2.7,1
T001144,C03723,O014434,2025-07-12 03:35:04,Delivery,Medium,16.4,1
T001145,C02330,O001118,2025-07-21 14:07:32,Delivery,Medium,30.5,1
T001146,C01503,O033238,2025-02-14 21:33:09,Other,Medium,10.3,1
T001147,C00348,O038934,2025-07-06 01:49:25,Product Quality,Medium,13.0,1
T001148,C03868,O028799,2025-01-18 22:19:12,Return,Low,16.2,1
T001149,C06074,O026696,2025-02-06 11:19:12,Product Quality,Medium,12.8,0
T001150,C03079,O015888,2025-03-17 12:35:22,Product Quality,Medium,16.9,1
T001151,C04880,O053053,2025-12-18 13:59:56,Product Quality,Low,7.6,1
T001152,C03435,O029853,2025-12-15 23:29:39,Payment,Low,19.1,1
T001153,C05134,O034829,2025-09-25 04:24:37,Product Quality,Low,9.4,1
T001154,C05661,O050713,2025-10-28 20:11:52,Delivery,Low,6.7,1
T001155,C06412,O022757,2025-12-13 02:43:58,Delivery,Medium,18.5,1
T001156,C00621,O013970,2025-04-27 19:23:44,Other,Medium,7.3,1
T001157,C00564,O026618,2025-08-18 02:59:25,Product Quality,Low,30.2,1
T001158,C06099,O037962,2025-03-10 00:10:24,Product Quality,Low,36.2,1
T001159,C00546,O048260,2025-10-31 17:56:39,Product Quality,Medium,27.0,1
T001160,C01249,O003859,2025-03-06 11:54:53,Delivery,Low,5.1,1
T001161,C00678,O004586,2025-02-01 15:26:52,Delivery,High,6.7,1
T001162,C09954,O000287,2025-10-13 20:34:21,Return,Low,22.0,1
T001163,C04125,O005755,2025-10-25 08:18:02,Other,Medium,15.8,1
T001164,C07363,O003265,2025-04-16 07:58:18,Return,Low,7.4,1
T001165,C08833,O041618,2025-08-20 19:45:08,Delivery,Low,33.8,1
T001166,C09165,O003615,2025-03-19 02:30:48,Delivery,Low,2.3,1
T001167,C02096,O052770,2025-12-29 10:11:34,Return,Low,22.7,1
T001168,C09723,O049991,2025-10-07 21:28:48,Payment,Medium,20.5,1
T001169,C06013,O014082,2025-02-07 04:18:05,Product Quality,Medium,13.5,1
T001170,C00703,O014823,2025-06-11 11:08:12,Delivery,Medium,25.9,1
T001171,C04951,O015076,2025-02-22 22:49:21,Other,High,38.7,1
T001172,C08366,O023859,2025-09-30 09:18:18,Product Quality,Medium,27.3,1
T001173,C08329,O053234,2025-12-29 05:55:32,Delivery,Medium,30.3,1
T001174,C06858,O036573,2025-12-28 11:57:16,Cancellation,Medium,9.3,1
T001175,C08865,O010911,2025-10-17 15:45:44,Delivery,Low,4.8,1
T001176,C08429,O019118,2025-08-10 04:13:31,Payment,High,21.7,1
T001177,C05421,O045529,2025-11-06 03:56:42,Product Quality,Medium,27.5,1
T001178,C00478,O002125,2025-07-12 00:45:31,Payment,Low,24.4,1
T001179,C06194,O012214,2025-04-14 11:44:23,Cancellation,Low,21.4,0
T001180,C04223,O022079,2025-07-23 12:06:18,Payment,Low,5.2,0
T001181,C01432,O001336,2025-04-17 03:06:43,Product Quality,Low,15.0,1
T001182,C06952,O000440,2025-09-27 07:35:41,Product Quality,Medium,14.0,1
T001183,C05937,O021156,2025-04-20 10:27:15,Delivery,Medium,24.7,1
T001184,C08594,O052144,2025-02-20 14:11:40,Delivery,Medium,14.5,0
T001185,C07012,O036980,2025-07-22 12:47:05,Delivery,Low,15.0,1
T001186,C07953,O050016,2025-07-28 19:17:24,Product Quality,Low,22.9,0
T001187,C00547,O046318,2025-01-25 01:28:34,Payment,Low,16.2,1
T001188,C05992,O014500,2025-02-13 17:14:05,Delivery,Medium,4.3,1
T001189,C01088,O047469,2025-08-06 18:38:26,Payment,Medium,15.3,1
T001190,C01308,O008222,2025-04-25 17:56:14,Product Quality,Medium,16.7,1
T001191,C00155,O010976,2025-05-04 11:38:29,Return,Low,24.6,1
T001192,C05354,O032006,2025-03-29 04:49:13,Return,High,16.7,1
T001193,C06750,O042941,2025-02-13 18:25:52,Delivery,High,29.5,1
T001194,C01393,O032044,2025-05-16 17:37:39,Return,Medium,8.7,1
T001195,C03403,O010568,2025-11-21 16:11:44,Cancellation,Low,19.7,1
T001196,C06728,O052544,2025-11-27 16:21:25,Delivery,High,2.8,1
T001197,C01226,O040906,2025-05-02 00:58:30,Cancellation,High,12.4,1
T001198,C07533,O030536,2025-05-01 11:54:24,Return,Low,10.8,1
T001199,C04449,O000354,2025-07-03 16:48:53,Other,Medium,18.6,1
T001200,C04088,O026341,2025-04-01 08:34:02,Cancellation,High,7.7,1
T001201,C06592,O022477,2025-05-30 00:36:20,Payment,Low,24.6,1
T001202,C03885,O051516,2025-08-05 07:01:50,Delivery,Medium,2.5,1
T001203,C02091,O002236,2025-12-23 12:25:45,Delivery,Medium,21.1,1
T001204,C06231,O028814,2025-01-02 01:07:36,Return,High,33.9,1
T001205,C02453,O016183,2025-08-15 14:43:01,Product Quality,Medium,14.0,1
T001206,C06548,O017097,2025-02-02 00:42:52,Delivery,Medium,30.3,1
T001207,C08858,O036640,2025-08-02 02:49:23,Other,Medium,21.1,1
T001208,C07380,O019613,2025-12-19 19:50:27,Product Quality,Medium,15.0,1
T001209,C09032,O031352,2025-04-23 03:37:02,Other,Medium,8.4,1
T001210,C05906,O037273,2025-01-28 14:54:55,Product Quality,Low,7.1,1
T001211,C08568,O045543,2025-10-24 04:44:22,Return,Medium,20.7,1
T001212,C07305,O048163,2025-12-12 09:20:43,Delivery,High,25.1,1
T001213,C01208,O005672,2025-01-10 21:21:36,Cancellation,Medium,25.7,1
T001214,C03655,O005713,2025-03-21 19:05:57,Cancellation,Medium,25.8,1
T001215,C03380,O019065,2025-09-18 08:39:35,Product Quality,Low,25.2,1
T001216,C02112,O023086,2025-10-04 02:40:02,Delivery,Medium,26.3,1
T001217,C06390,O004532,2025-08-18 18:36:00,Product Quality,Medium,5.0,1
T001218,C08140,O012580,2025-09-11 00:05:04,Return,Medium,2.0,1
T001219,C00249,O027642,2025-09-09 09:42:00,Delivery,Medium,24.8,1
T001220,C09345,O018063,2025-03-15 11:49:43,Delivery,Medium,6.7,0
T001221,C04442,O018467,2025-05-26 07:11:35,Other,Medium,3.8,1
T001222,C04878,O040138,2025-04-26 16:10:43,Product Quality,High,24.4,1
T001223,C02527,O053357,2025-06-22 23:54:33,Return,Medium,14.5,1
T001224,C02093,O003740,2025-03-21 16:26:56,Delivery,Medium,2.4,1
T001225,C05298,O020988,2025-06-30 06:06:43,Delivery,Low,19.5,1
T001226,C02924,O007082,2025-03-02 04:40:56,Delivery,Medium,1.2,1
T001227,C03413,O012384,2025-11-28 23:52:08,Delivery,High,31.5,1
T001228,C01608,O021310,2025-12-06 13:57:40,Payment,Medium,32.6,1
T001229,C03294,O004848,2025-07-10 19:00:12,Payment,Low,16.4,1
T001230,C07360,O039458,2025-04-19 05:36:02,Product Quality,High,7.9,1
T001231,C07229,O049463,2025-07-15 09:34:45,Delivery,Low,1.5,1
T001232,C03445,O014515,2025-05-23 19:29:36,Delivery,Low,9.1,1
T001233,C00500,O017596,2025-06-25 09:58:58,Cancellation,Medium,12.1,1
T001234,C05976,O050566,2025-11-25 15:27:19,Cancellation,High,6.7,1
T001235,C06543,O045899,2025-06-01 02:40:24,Cancellation,Medium,15.3,0
T001236,C00228,O003673,2025-08-09 20:19:25,Delivery,Low,45.3,1
T001237,C06776,O042745,2025-07-30 14:39:52,Product Quality,Low,11.4,1
T001238,C03737,O046365,2025-10-28 17:50:03,Product Quality,Medium,12.6,1
T001239,C05209,O017580,2025-05-26 16:19:01,Return,Medium,17.3,1
T001240,C04906,O031385,2025-01-02 02:35:38,Payment,Medium,7.8,1
T001241,C00104,O027189,2025-07-19 23:22:22,Product Quality,Low,15.9,1
T001242,C09814,O037461,2025-09-15 17:44:12,Payment,Medium,22.1,0
T001243,C04876,O050548,2025-02-08 10:54:13,Delivery,Medium,16.7,1
T001244,C09786,O016180,2025-06-07 14:16:05,Delivery,Low,4.0,1
T001245,C09763,O052632,2025-07-06 02:15:13,Delivery,Medium,1.6,1
T001246,C09256,O022687,2025-03-20 08:52:14,Product Quality,Low,4.1,1
T001247,C01490,O038231,2025-06-13 13:32:22,Delivery,Low,25.3,1
T001248,C06089,O036562,2025-01-05 10:25:51,Return,Medium,15.4,1
T001249,C00779,O054935,2025-03-17 03:49:08,Payment,Medium,6.2,1
T001250,C08278,O018198,2025-10-26 04:16:35,Other,Low,19.3,1
T001251,C03817,O009926,2025-09-05 23:07:53,Cancellation,Medium,7.9,0
T001252,C08354,O034230,2025-05-12 15:16:37,Delivery,High,9.6,1
T001253,C05133,O033216,2025-09-20 03:23:05,Product Quality,High,25.6,1
T001254,C02765,O050506,2025-05-06 10:17:16,Cancellation,High,10.2,1
T001255,C03281,O013163,2025-02-13 07:29:16,Return,Low,12.8,1
T001256,C03868,O028799,2025-08-06 23:43:49,Delivery,High,20.2,1
T001257,C05560,O011564,2025-09-05 23:37:31,Product Quality,Low,35.8,1
T001258,C07010,O054761,2025-05-09 23:24:56,Cancellation,Low,7.5,1
T001259,C08993,O029659,2025-12-11 21:27:15,Delivery,Medium,15.7,1
T001260,C09991,O033277,2025-12-30 07:11:15,Cancellation,Medium,28.9,1
T001261,C09787,O012729,2025-04-30 17:45:57,Payment,Low,17.6,1
T001262,C00476,O033508,2025-03-14 20:53:02,Return,Medium,5.6,1
T001263,C05743,O014482,2025-04-17 16:50:18,Other,High,0.5,1
T001264,C00008,O011523,2025-08-29 12:48:53,Product Quality,Low,13.7,1
T001265,C02985,O029224,2025-09-19 15:24:39,Return,High,25.7,1
T001266,C08058,O036081,2025-03-07 10:41:38,Delivery,Medium,3.6,1
T001267,C00178,O005673,2025-10-30 19:32:20,Delivery,Low,6.5,1
T001268,C04724,O014148,2025-04-18 08:07:15,Return,Low,11.3,1
T001269,C01928,O034576,2025-02-10 12:11:14,Delivery,Low,18.8,1
T001270,C03075,O033669,2025-08-10 02:13:18,Delivery,High,13.1,1
T001271,C03773,O003904,2025-12-10 11:43:29,Delivery,Low,15.9,1
T001272,C01094,O054638,2025-09-27 01:21:42,Cancellation,High,16.2,1
T001273,C07993,O026318,2025-06-17 13:31:57,Product Quality,Medium,14.6,1
T001274,C07657,O030492,2025-02-18 14:38:47,Delivery,Medium,9.3,1
T001275,C06316,O000233,2025-12-30 16:36:03,Payment,Low,17.0,1
T001276,C07788,O019216,2025-08-30 13:39:47,Delivery,Low,2.0,1
T001277,C06754,O013525,2025-10-18 21:36:02,Other,Low,18.6,1
T001278,C06076,O008252,2025-07-15 12:18:37,Delivery,Medium,19.0,0
T001279,C04114,O003133,2025-07-22 11:37:16,Delivery,Low,5.7,1
T001280,C09604,O035426,2025-03-27 06:49:43,Cancellation,Low,32.2,1
T001281,C06522,O001264,2025-08-16 23:48:37,Delivery,Medium,22.5,1
T001282,C09148,O008073,2025-04-23 19:16:42,Payment,Medium,8.9,1
T001283,C09543,O045101,2025-04-11 20:15:48,Cancellation,Medium,11.1,1
T001284,C02424,O049580,2025-05-18 11:52:51,Other,Medium,3.5,1
T001285,C06222,O021578,2025-03-30 10:28:49,Other,Medium,14.1,1
T001286,C00006,O026836,2025-10-04 15:02:24,Product Quality,Medium,5.3,0
T001287,C03749,O038452,2025-10-08 02:27:36,Product Quality,Low,8.9,1
T001288,C07485,O012012,2025-04-26 12:03:53,Return,Low,24.0,1
T001289,C08857,O054112,2025-05-20 13:55:14,Delivery,Medium,10.2,1
T001290,C03604,O032969,2025-05-08 10:22:45,Other,High,9.9,1
T001291,C05100,O020924,2025-03-13 22:08:23,Delivery,Medium,9.6,1
T001292,C06009,O022291,2025-03-04 06:23:45,Product Quality,Low,36.1,1
T001293,C05012,O032740,2025-09-21 14:35:07,Payment,High,9.8,1
T001294,C01247,O037866,2025-12-12 05:23:20,Product Quality,High,16.6,1
T001295,C01706,O047376,2025-10-02 23:54:47,Delivery,Medium,3.0,1
T001296,C00778,O014530,2025-12-01 00:42:57,Cancellation,Medium,18.6,1
T001297,C04736,O050896,2025-07-02 09:57:18,Delivery,Medium,9.9,1
T001298,C03124,O028543,2025-06-15 09:20:10,Cancellation,Low,7.9,1
T001299,C06056,O031323,2025-12-24 23:10:22,Return,High,24.4,1
T001300,C01264,O003921,2025-06-02 23:46:37,Delivery,Low,34.7,1
T001301,C01238,O000555,2025-07-31 19:47:43,Return,Low,13.6,1
T001302,C04795,O048600,2025-10-15 01:25:09,Cancellation,Medium,2.5,1
T001303,C02521,O028508,2025-11-02 16:16:15,Product Quality,Medium,16.3,1
T001304,C01549,O011761,2025-06-28 01:31:28,Product Quality,Medium,12.5,1
T001305,C07849,O050082,2025-05-13 11:07:08,Product Quality,High,7.0,1
T001306,C04825,O016560,2025-12-03 23:22:04,Product Quality,High,24.8,1
T001307,C06505,O053608,2025-06-14 21:25:13,Other,Low,14.1,0
T001308,C05999,O025614,2025-09-03 14:15:16,Delivery,Low,20.7,1
T001309,C00761,O016436,2025-05-20 04:38:11,Delivery,Medium,16.1,1
T001310,C00370,O007535,2025-10-19 11:16:19,Payment,High,55.9,1
T001311,C03470,O004078,2025-09-15 08:45:03,Return,Medium,20.3,1
T001312,C06306,O043322,2025-08-04 22:53:39,Product Quality,High,2.7,1
T001313,C07617,O031111,2025-02-26 19:10:25,Other,Medium,3.0,1
T001314,C06850,O005721,2025-12-03 23:09:29,Product Quality,Low,2.3,0
T001315,C05429,O029178,2025-04-11 16:36:19,Return,High,1.3,1
T001316,C05061,O041198,2025-02-20 11:31:44,Return,High,18.0,0
T001317,C05599,O005229,2025-05-19 16:39:52,Delivery,Medium,4.2,1
T001318,C02135,O005317,2025-03-28 15:57:38,Delivery,High,12.1,1
T001319,C03357,O046884,2025-08-09 04:10:29,Delivery,Low,8.6,1
T001320,C09766,O002770,2025-07-01 05:20:08,Delivery,Medium,12.2,1
T001321,C00328,O040962,2025-11-29 06:15:56,Cancellation,Medium,10.1,1
T001322,C09448,O018745,2025-11-23 17:59:50,Product Quality,Medium,24.3,1
T001323,C01500,O041445,2025-11-30 05:49:32,Product Quality,Medium,6.8,1
T001324,C00211,O035926,2025-10-05 09:32:16,Payment,Low,10.8,1
T001325,C05700,O045152,2025-09-30 09:05:46,Delivery,Medium,12.4,1
T001326,C03626,O007390,2025-03-15 15:10:44,Payment,Low,10.4,1
T001327,C08490,O012078,2025-11-14 04:20:43,Other,Medium,26.4,1
T001328,C07498,O029674,2025-03-11 18:15:25,Delivery,Low,30.1,1
T001329,C09864,O017470,2025-11-23 21:18:36,Product Quality,Low,10.6,1
T001330,C04051,O029420,2025-04-04 00:39:11,Product Quality,Low,22.1,1
T001331,C06412,O018087,2025-08-20 21:17:02,Product Quality,Low,16.4,1
T001332,C05942,O011222,2025-08-31 09:57:13,Delivery,Medium,20.8,1
T001333,C02521,O038958,2025-07-24 06:36:56,Return,Medium,6.3,1
T001334,C07360,O025958,2025-10-08 04:08:58,Product Quality,Medium,27.7,1
T001335,C01974,O010687,2025-10-08 02:32:24,Delivery,Medium,4.3,1
T001336,C03041,O044998,2025-12-16 10:01:02,Payment,Medium,19.6,1
T001337,C03207,O022118,2025-12-26 23:08:01,Product Quality,Low,5.6,1
T001338,C07465,O051730,2025-02-26 12:29:19,Other,Medium,5.7,1
T001339,C09700,O022545,2025-08-18 12:07:20,Delivery,Medium,10.6,1
T001340,C04670,O029347,2025-06-14 10:55:07,Delivery,Low,14.9,1
T001341,C09755,O020807,2025-12-15 15:48:55,Product Quality,High,1.0,1
T001342,C05726,O049775,2025-08-13 23:40:52,Payment,Low,6.7,1
T001343,C05752,O036700,2025-09-22 05:41:10,Other,Medium,17.9,1
T001344,C02303,O046841,2025-06-24 09:45:40,Delivery,High,25.4,0
T001345,C03445,O009490,2025-12-16 06:26:59,Product Quality,Medium,12.6,1
T001346,C05495,O031068,2025-07-03 09:01:55,Payment,Medium,25.5,1
T001347,C03506,O049342,2025-11-20 01:49:32,Other,Medium,33.2,1
T001348,C05583,O024731,2025-05-15 20:23:41,Payment,Medium,6.7,1
T001349,C02522,O015718,2025-07-17 08:27:32,Payment,Low,13.6,1
T001350,C02916,O037727,2025-06-29 06:53:33,Payment,Low,5.6,1
T001351,C04848,O030813,2025-04-04 23:43:14,Delivery,Low,22.1,1
T001352,C01040,O015056,2025-06-14 03:29:01,Product Quality,High,16.5,1
T001353,C01495,O054346,2025-04-26 04:48:46,Product Quality,Medium,3.4,1
T001354,C02899,O015493,2025-04-26 10:10:44,Delivery,Low,12.6,1
T001355,C00814,O012497,2025-10-17 21:00:44,Product Quality,Low,25.2,1
T001356,C08525,O042439,2025-05-09 08:33:14,Payment,Medium,8.4,1
T001357,C01564,O045845,2025-01-22 07:41:44,Delivery,Medium,18.5,1
T001358,C05087,O048796,2025-03-10 17:01:06,Delivery,Low,5.1,1
T001359,C09321,O003709,2025-07-29 15:47:13,Payment,High,26.1,1
T001360,C07660,O018523,2025-10-05 16:14:28,Cancellation,Medium,20.7,1
T001361,C05357,O034592,2025-07-11 09:00:27,Other,Medium,5.7,1
T001362,C03915,O008031,2025-04-13 01:08:41,Cancellation,Medium,28.4,1
T001363,C01485,O032239,2025-09-27 19:11:51,Product Quality,Medium,12.7,1
T001364,C05501,O027071,2025-08-05 01:12:15,Delivery,High,5.3,1
T001365,C00498,O046503,2025-08-26 06:30:25,Product Quality,Low,3.3,1
T001366,C09201,O005140,2025-03-23 13:35:56,Other,Medium,20.1,1
T001367,C02873,O051188,2025-06-17 07:28:28,Delivery,Medium,15.3,1
T001368,C04438,O043931,2025-12-15 13:52:52,Payment,High,16.7,1
T001369,C03249,O000683,2025-11-04 14:49:28,Delivery,Low,32.9,1
T001370,C07573,O006159,2025-04-26 03:42:50,Cancellation,Low,1.9,1
T001371,C06715,O047665,2025-09-21 04:40:00,Delivery,Low,15.9,1
T001372,C09668,O032797,2025-08-12 22:08:43,Other,Medium,11.0,1
T001373,C09648,O048060,2025-09-14 16:11:17,Return,Medium,12.3,1
T001374,C08523,O042721,2025-04-03 13:32:51,Product Quality,Medium,1.1,1
T001375,C08137,O024475,2025-02-07 22:18:40,Product Quality,Medium,2.0,1
T001376,C03367,O007089,2025-10-01 02:46:35,Payment,High,4.0,1
T001377,C05793,O053661,2025-07-17 04:27:09,Delivery,High,9.3,1
T001378,C02551,O013830,2025-09-09 22:29:22,Delivery,Low,14.4,1
T001379,C04323,O032069,2025-02-21 18:52:26,Cancellation,Low,14.3,1
T001380,C02490,O014743,2025-12-30 09:05:54,Delivery,Medium,50.1,1
T001381,C01443,O015699,2025-01-18 18:34:51,Return,Medium,7.5,1
T001382,C04903,O028480,2025-08-18 06:27:42,Product Quality,Medium,5.6,1
T001383,C06820,O042349,2025-03-21 06:22:16,Return,Low,9.8,1
T001384,C09849,O025867,2025-11-20 18:01:07,Return,Medium,18.2,1
T001385,C05795,O053629,2025-07-09 23:52:55,Return,Medium,10.2,1
T001386,C03877,O008399,2025-03-25 14:12:46,Other,High,17.8,1
T001387,C06507,O053487,2025-03-27 14:06:13,Other,Medium,17.2,1
T001388,C04431,O013682,2025-02-12 07:22:58,Return,High,21.0,1
T001389,C09760,O042657,2025-04-07 18:39:58,Delivery,Low,12.0,1
T001390,C05452,O039594,2025-10-22 15:12:50,Delivery,Medium,13.3,1
T001391,C09423,O016498,2025-07-12 14:04:01,Return,Low,12.6,1
T001392,C07611,O010097,2025-07-26 16:05:07,Return,Medium,4.3,0
T001393,C02188,O051669,2025-11-08 02:47:44,Delivery,Low,23.0,1
T001394,C02817,O011455,2025-10-22 15:39:37,Delivery,Medium,23.9,1
T001395,C05319,O045672,2025-12-13 17:28:59,Delivery,Low,8.6,1
T001396,C00883,O020119,2025-11-09 07:25:35,Payment,Low,35.0,1
T001397,C03209,O045686,2025-11-24 12:52:44,Delivery,Medium,7.3,1
T001398,C08357,O001228,2025-06-14 13:41:59,Delivery,Low,14.8,1
T001399,C09177,O030302,2025-05-19 12:45:11,Delivery,Low,9.5,1
T001400,C03056,O028235,2025-12-15 03:04:11,Product Quality,Medium,10.3,1
T001401,C05000,O035923,2025-12-23 22:43:58,Other,Medium,6.2,1
T001402,C07833,O020592,2025-12-28 09:03:38,Cancellation,High,13.0,1
T001403,C03986,O038251,2025-04-02 23:35:05,Product Quality,High,3.3,1
T001404,C02212,O001176,2025-08-17 10:02:21,Other,Medium,12.6,1
T001405,C03007,O042677,2025-08-27 08:28:33,Cancellation,Medium,24.3,0
T001406,C05147,O007155,2025-04-06 09:08:23,Payment,Medium,27.1,1
T001407,C06219,O041166,2025-10-15 00:13:47,Product Quality,Medium,7.3,1
T001408,C00478,O030914,2025-10-12 12:04:42,Product Quality,Medium,9.5,1
T001409,C01236,O014316,2025-11-23 17:39:23,Product Quality,High,16.6,1
T001410,C02797,O017523,2025-10-30 11:59:42,Delivery,Medium,2.8,1
T001411,C00752,O039098,2025-05-29 03:06:45,Product Quality,Medium,2.8,1
T001412,C06362,O038897,2025-04-12 15:32:45,Product Quality,Low,20.1,1
T001413,C00434,O047275,2025-05-03 02:24:58,Delivery,Low,22.5,1
T001414,C09996,O026734,2025-08-18 12:53:15,Return,Low,11.5,1
T001415,C09282,O022666,2025-06-05 10:19:31,Payment,Medium,33.4,1
T001416,C07258,O034290,2025-01-30 22:09:56,Delivery,Medium,10.9,1
T001417,C05211,O049184,2025-10-07 15:56:25,Other,Medium,12.5,1
T001418,C06695,O006382,2025-08-27 00:07:51,Cancellation,Low,22.4,1
T001419,C06889,O042506,2025-02-28 09:33:11,Return,Low,15.9,1
T001420,C03270,O049169,2025-07-09 19:02:04,Product Quality,Low,16.5,1
T001421,C03741,O032475,2025-12-14 00:03:01,Return,Medium,13.1,1
T001422,C08291,O010438,2025-02-24 15:52:14,Other,Low,4.1,1
T001423,C03926,O039447,2025-03-29 19:25:11,Payment,Medium,11.7,1
T001424,C05302,O015668,2025-01-22 21:23:50,Product Quality,Medium,2.1,1
T001425,C06414,O024592,2025-01-02 02:42:45,Return,Low,9.3,1
T001426,C04550,O043373,2025-07-05 02:38:22,Other,High,29.9,1
T001427,C08161,O007277,2025-10-05 21:54:02,Product Quality,Low,23.0,1
T001428,C09224,O010083,2025-08-05 07:36:37,Other,Medium,43.1,1
T001429,C05531,O039308,2025-07-24 07:51:08,Product Quality,Low,29.8,1
T001430,C07091,O038442,2025-04-09 19:45:47,Return,High,0.8,1
T001431,C00019,O031013,2025-11-13 06:28:12,Cancellation,Low,4.1,0
T001432,C09743,O021935,2025-03-17 18:31:17,Other,Medium,50.8,1
T001433,C08188,O027979,2025-12-08 16:43:23,Other,High,3.1,1
T001434,C07258,O029588,2025-09-17 08:03:08,Delivery,Low,21.5,1
T001435,C02784,O001718,2025-06-30 12:25:42,Return,High,17.4,1
T001436,C05330,O047024,2025-11-19 18:10:44,Return,High,32.3,1
T001437,C09693,O020769,2025-05-08 06:09:50,Product Quality,High,2.5,1
T001438,C04190,O047986,2025-01-22 01:44:50,Delivery,Low,13.4,0
T001439,C07502,O008555,2025-03-15 08:50:02,Other,Medium,6.8,1
T001440,C04568,O040638,2025-11-04 13:24:37,Return,Low,19.8,1
T001441,C08742,O050505,2025-09-10 23:14:47,Other,Low,8.7,1
T001442,C03335,O052071,2025-01-21 07:27:21,Other,Low,21.7,1
T001443,C05823,O023610,2025-12-16 00:30:07,Delivery,Medium,21.8,1
T001444,C08829,O029216,2025-04-21 01:27:05,Return,High,7.6,1
T001445,C00357,O032880,2025-10-17 10:34:59,Delivery,Low,23.1,1
T001446,C06644,O017041,2025-05-02 22:55:33,Other,High,24.2,1
T001447,C00413,O025711,2025-05-31 19:01:20,Return,Medium,14.4,1
T001448,C04902,O037104,2025-04-18 22:10:20,Other,High,16.8,1
T001449,C09935,O031747,2025-08-09 10:38:22,Cancellation,Low,4.6,1
T001450,C05582,O034276,2025-08-31 15:01:17,Cancellation,Low,1.7,1
T001451,C08428,O001974,2025-12-17 04:05:22,Delivery,Low,7.1,1
T001452,C07008,O047150,2025-02-26 13:18:54,Return,Medium,5.9,0
T001453,C06657,O031315,2025-01-30 23:48:19,Delivery,High,11.0,1
T001454,C02360,O004653,2025-01-27 10:01:05,Delivery,High,14.7,1
T001455,C08954,O022346,2025-06-09 04:36:40,Delivery,Medium,13.2,1
