order_id,customer_id,order_date,order_status,payment_method,discount,shipping_fee,total_revenue,total_profit
O008715,C01957,2025-05-08 21:10:23,Completed,UPI,50.0,0.0,3592.01,1863.05
O008716,C03609,2025-06-18 00:09:32,Completed,COD,150.0,0.0,8179.96,3503.59
O008717,C07669,2025-06-01 10:52:32,Completed,Wallet,100.0,0.0,1955.56,416.82
O008718,C04491,2025-01-06 14:13:34,Completed,Credit Card,100.0,0.0,0.0,-100.0
O008719,C02161,2025-01-19 09:44:52,Completed,UPI,200.0,0.0,0.0,-200.0
O008720,C01935,2025-01-18 03:06:23,Completed,Credit Card,0.0,116.49,1320.36,365.43
O008721,C04063,2025-10-28 06:54:03,Completed,Credit Card,200.0,57.68,5386.12,2230.56
O008722,C05628,2025-10-10 02:34:09,Completed,Debit Card,0.0,0.0,8146.98,3691.98
O008723,C03906,2025-06-13 06:26:29,Completed,Debit Card,0.0,0.0,2017.64,930.84
O008724,C09033,2025-07-28 02:42:32,Completed,Debit Card,0.0,0.0,13670.08,6128.55
O008725,C00041,2025-07-24 23:02:56,Completed,UPI,0.0,0.0,8693.44,4823.71
O008726,C04002,2025-07-26 14:53:42,Completed,Credit Card,0.0,0.0,678.24,387.58
O008727,C07416,2025-04-16 03:24:41,Completed,UPI,0.0,0.0,2616.17,1441.68
O008728,C08893,2025-07-23 21:52:35,Completed,Credit Card,100.0,0.0,3247.83,1765.74
O008729,C03558,2025-12-11 08:22:24,Completed,UPI,50.0,0.0,10790.54,5399.81
O008730,C06721,2025-05-16 11:29:02,Completed,Debit Card,50.0,85.03,35.03,-28.74
O008731,C05781,2025-12-26 22:42:13,Completed,COD,0.0,0.0,3932.73,1984.26
O008732,C02003,2025-09-27 05:29:23,Completed,Credit Card,150.0,0.0,908.38,207.12
O008733,C06790,2025-06-06 07:58:11,Completed,Credit Card,50.0,0.0,0.0,-50.0
O008734,C02480,2025-05-09 13:16:53,Completed,Credit Card,0.0,0.0,2846.35,1157.85
O008735,C07812,2025-04-19 21:34:18,Completed,Debit Card,0.0,0.0,0.0,0.0
O008736,C08645,2025-05-05 08:25:25,Completed,UPI,0.0,0.0,2224.79,1132.03
O008737,C04771,2025-10-29 15:57:51,Completed,Credit Card,0.0,0.0,697.76,313.08
O008738,C00525,2025-07-30 11:50:18,Completed,Debit Card,100.0,0.0,5120.04,2570.99
O008739,C07360,2025-11-11 12:28:58,Completed,UPI,300.0,0.0,3902.2,1807.98
O008740,C04662,2025-08-09 10:12:08,Completed,COD,0.0,42.19,6864.82,3148.21
O008741,C00941,2025-03-21 21:13:27,Completed,Credit Card,0.0,90.45,90.45,22.61
O008742,C03287,2025-03-05 11:53:59,Completed,Credit Card,200.0,102.51,8501.93,5023.43
O008743,C02882,2025-09-06 15:29:48,Completed,Credit Card,100.0,54.23,1648.31,678.88
O008744,C07257,2025-04-13 04:15:36,Completed,Credit Card,0.0,0.0,2958.48,1870.17
O008745,C04224,2025-03-07 00:15:15,Completed,UPI,50.0,52.61,6687.73,3471.34
O008746,C05848,2025-08-28 01:01:10,Completed,Wallet,200.0,0.0,2723.95,1147.09
O008747,C05000,2025-01-03 15:44:04,Cancelled,Credit Card,50.0,40.8,700.51,329.93
O008748,C07235,2025-09-09 15:51:12,Completed,Credit Card,100.0,0.0,2069.16,946.64
O008749,C07171,2025-02-06 22:10:38,Completed,Wallet,300.0,0.0,1867.48,670.08
O008750,C04477,2025-02-06 22:23:46,Completed,Net Banking,50.0,0.0,1048.93,479.67
O008751,C01337,2025-09-27 07:40:38,Completed,Credit Card,0.0,0.0,8653.43,4959.08
O008752,C04062,2025-06-05 02:02:06,Completed,Net Banking,50.0,0.0,0.0,-50.0
O008753,C01587,2025-06-27 06:31:26,Completed,Wallet,150.0,41.91,0.0,-139.52
O008754,C09586,2025-08-15 08:45:44,Completed,Wallet,50.0,0.0,1307.95,574.87
O008755,C09494,2025-01-27 11:19:56,Completed,Credit Card,500.0,0.0,2996.43,1430.64
O008756,C04554,2025-03-20 19:49:07,Completed,UPI,0.0,0.0,0.0,0.0
O008757,C00269,2025-05-14 01:04:33,Completed,Net Banking,100.0,0.0,0.0,-100.0
O008758,C03724,2025-12-02 19:07:10,Completed,UPI,150.0,0.0,1060.81,326.37
O008759,C08937,2025-06-18 00:22:03,Completed,Debit Card,100.0,0.0,6672.54,2667.79
O008760,C02856,2025-07-22 00:18:54,Completed,UPI,300.0,0.0,5189.29,2074.79
O008761,C06204,2025-01-28 20:28:47,Completed,COD,100.0,0.0,5571.53,2822.53
O008762,C01831,2025-01-16 09:14:29,Completed,UPI,0.0,0.0,0.0,0.0
O008763,C08229,2025-08-31 05:04:45,Completed,Credit Card,300.0,0.0,1701.27,626.3
O008764,C08903,2025-11-21 13:33:10,Completed,UPI,200.0,37.54,929.38,286.72
O008765,C06135,2025-11-29 04:51:22,Completed,Credit Card,300.0,0.0,1618.65,447.26
O008766,C06221,2025-12-29 01:40:40,Completed,UPI,50.0,73.26,2691.57,1597.54
O008767,C03764,2025-08-30 20:09:01,Completed,UPI,500.0,0.0,405.48,-103.57
O008768,C07057,2025-12-09 05:21:20,Completed,UPI,200.0,0.0,2219.83,969.59
O008769,C04772,2025-11-18 06:27:59,Completed,UPI,150.0,0.0,3456.28,1505.71
O008770,C07442,2025-09-03 12:05:09,Completed,Credit Card,150.0,0.0,443.78,119.14
O008771,C09681,2025-11-11 12:25:37,Completed,UPI,200.0,70.34,2837.34,1654.28
O008772,C08202,2025-04-03 04:13:03,Completed,Credit Card,0.0,0.0,2335.58,1031.24
O008773,C05159,2025-12-08 07:27:59,Completed,COD,300.0,0.0,5212.74,2187.73
O008774,C09788,2025-03-15 08:51:33,Cancelled,Debit Card,50.0,0.0,5668.45,2485.51
O008775,C06053,2025-07-01 23:12:16,Completed,UPI,200.0,99.09,0.0,-175.23
O008776,C00640,2025-05-03 16:47:36,Completed,Debit Card,200.0,0.0,2946.5,1313.5
O008777,C07296,2025-06-14 17:27:17,Completed,Net Banking,0.0,109.96,2336.15,1427.08
O008778,C08176,2025-11-24 16:20:50,Completed,Net Banking,150.0,0.0,2859.66,1190.69
O008779,C01335,2025-05-31 22:16:33,Completed,UPI,100.0,0.0,7389.61,3970.21
O008780,C06776,2025-01-13 03:01:18,Completed,Credit Card,50.0,0.0,0.0,-50.0
O008781,C09194,2025-07-07 11:32:40,Completed,UPI,200.0,0.0,3323.38,1658.46
O008782,C02498,2025-01-03 09:02:17,Completed,Debit Card,0.0,0.0,882.55,390.3
O008783,C05829,2025-11-30 22:49:15,Completed,Credit Card,150.0,44.52,1115.59,491.14
O008784,C02720,2025-06-26 15:35:23,Completed,Credit Card,0.0,0.0,2351.02,1030.55
O008785,C07727,2025-12-12 18:46:54,Completed,Net Banking,150.0,0.0,3554.72,1330.62
O008786,C05785,2025-12-05 17:03:49,Completed,COD,100.0,0.0,2297.04,1302.97
O008787,C04263,2025-04-18 15:29:21,Completed,UPI,50.0,0.0,6441.03,3306.02
O008788,C00283,2025-09-29 03:20:17,Completed,UPI,50.0,0.0,5360.71,2503.13
O008789,C09440,2025-01-10 19:54:32,Completed,Debit Card,200.0,0.0,0.0,-200.0
O008790,C04965,2025-04-24 15:23:28,Completed,UPI,0.0,0.0,10251.12,5296.51
O008791,C08014,2025-11-08 00:39:51,Completed,UPI,0.0,0.0,11313.02,6044.0
O008792,C03902,2025-06-24 08:45:01,Completed,UPI,100.0,0.0,24125.71,10161.98
O008793,C08476,2025-04-13 15:30:31,Completed,UPI,0.0,0.0,6923.99,3609.87
O008794,C01587,2025-05-03 04:31:38,Completed,Net Banking,0.0,0.0,607.67,129.81
O008795,C02297,2025-11-12 17:41:59,Completed,UPI,200.0,119.88,0.0,-170.03
O008796,C03309,2025-04-16 06:56:54,Completed,Debit Card,150.0,0.0,0.0,-150.0
O008797,C00882,2025-09-25 18:45:24,Completed,Debit Card,100.0,0.0,1566.39,876.81
O008798,C04426,2025-06-17 14:05:44,Completed,Net Banking,200.0,88.62,5285.8,2371.74
O008799,C04847,2025-01-30 07:38:01,Completed,Credit Card,150.0,0.0,3572.91,1630.07
O008800,C01136,2025-03-17 04:27:45,Completed,Wallet,100.0,0.0,2186.87,805.48
O008801,C04255,2025-02-07 10:10:19,Cancelled,UPI,0.0,0.0,274.31,146.99
O008802,C01961,2025-03-03 20:08:24,Completed,Credit Card,50.0,0.0,1435.06,604.51
O008803,C08734,2025-06-19 01:58:58,Completed,Wallet,50.0,0.0,4188.95,1784.18
O008804,C05079,2025-06-26 06:37:30,Completed,Debit Card,150.0,0.0,0.0,-150.0
O008805,C09513,2025-02-15 15:21:26,Completed,Credit Card,150.0,0.0,2103.01,869.6
O008806,C03390,2025-06-09 09:01:22,Completed,Credit Card,50.0,108.62,1625.57,742.66
O008807,C03390,2025-12-05 18:27:40,Completed,UPI,500.0,0.0,14117.0,6378.64
O008808,C03361,2025-04-22 16:32:53,Completed,UPI,100.0,0.0,0.0,-100.0
O008809,C02657,2025-02-10 13:38:39,Completed,UPI,0.0,0.0,1207.34,685.41
O008810,C07816,2025-12-01 17:23:04,Completed,Credit Card,100.0,52.0,5390.71,2567.13
O008811,C02804,2025-11-21 07:39:09,Completed,UPI,300.0,0.0,2791.6,1319.9
O008812,C02856,2025-05-13 10:28:31,Completed,UPI,100.0,0.0,0.0,-100.0
O008813,C00456,2025-12-13 00:47:33,Completed,Debit Card,300.0,0.0,0.0,-300.0
O008814,C09649,2025-12-14 08:13:53,Cancelled,Wallet,0.0,0.0,0.0,0.0
O008815,C08843,2025-10-22 14:07:44,Completed,Credit Card,300.0,0.0,2616.19,1485.88
O008816,C02901,2025-06-08 14:18:28,Completed,Debit Card,200.0,0.0,4073.22,1648.3
O008817,C05193,2025-09-22 01:05:49,Completed,Net Banking,200.0,0.0,11671.39,5803.44
O008818,C04816,2025-09-07 04:04:33,Completed,UPI,200.0,0.0,5706.43,2648.53
O008819,C00872,2025-09-01 01:11:36,Completed,Credit Card,0.0,0.0,1891.67,1067.03
O008820,C05295,2025-07-30 07:56:48,Completed,UPI,300.0,0.0,1380.57,450.11
O008821,C01123,2025-07-06 16:27:31,Completed,COD,0.0,0.0,1876.24,837.39
O008822,C04323,2025-11-12 12:13:09,Completed,Credit Card,50.0,0.0,3643.97,1777.66
O008823,C00873,2025-12-23 05:55:32,Completed,UPI,150.0,0.0,6124.75,2775.55
O008824,C05866,2025-09-29 12:56:49,Completed,UPI,0.0,0.0,2327.89,1059.82
O008825,C00477,2025-01-01 00:58:02,Completed,Credit Card,150.0,0.0,1333.32,468.75
O008826,C06266,2025-06-16 07:51:15,Completed,UPI,0.0,0.0,0.0,0.0
O008827,C07058,2025-03-31 19:32:59,Completed,Debit Card,50.0,0.0,1524.54,840.8
O008828,C05686,2025-08-19 21:52:16,Completed,UPI,50.0,0.0,1351.89,497.51
O008829,C04682,2025-11-30 22:36:46,Completed,UPI,150.0,0.0,2074.11,708.23
O008830,C00594,2025-11-01 13:58:15,Completed,UPI,150.0,57.22,0.0,-135.7
O008831,C00112,2025-01-01 08:21:29,Completed,Debit Card,50.0,0.0,1540.25,600.83
O008832,C03399,2025-04-27 04:38:14,Completed,COD,100.0,0.0,0.0,-100.0
O008833,C07695,2025-07-04 11:00:46,Completed,COD,200.0,0.0,360.34,77.94
O008834,C06456,2025-01-10 14:34:01,Completed,Credit Card,0.0,67.15,1398.55,656.19
O008835,C01244,2025-09-03 22:38:07,Completed,UPI,300.0,0.0,1874.07,855.59
O008836,C06862,2025-05-03 19:37:46,Completed,UPI,150.0,0.0,2324.98,1065.95
O008837,C05726,2025-04-02 17:56:16,Cancelled,UPI,200.0,0.0,0.0,-200.0
O008838,C01654,2025-03-19 12:30:46,Completed,COD,50.0,0.0,0.0,-50.0
O008839,C07538,2025-05-08 22:19:14,Completed,Wallet,150.0,32.13,1404.63,677.77
O008840,C08283,2025-05-26 04:45:02,Completed,Credit Card,0.0,44.25,2843.84,1594.52
O008841,C02307,2025-12-17 04:27:11,Completed,Credit Card,0.0,0.0,4238.64,1990.02
O008842,C06343,2025-03-08 21:00:28,Completed,Wallet,50.0,66.28,5616.76,2955.48
O008843,C03759,2025-11-02 14:53:43,Completed,COD,100.0,0.0,5374.17,2839.42
O008844,C00570,2025-08-12 02:00:41,Cancelled,Debit Card,100.0,0.0,1683.93,829.71
O008845,C08599,2025-03-30 13:44:37,Completed,Debit Card,100.0,0.0,0.0,-100.0
O008846,C08184,2025-02-14 11:19:50,Cancelled,Credit Card,0.0,0.0,2363.62,1161.6
O008847,C03160,2025-09-03 22:15:53,Completed,Debit Card,50.0,54.9,301.22,59.06
O008848,C05297,2025-03-07 18:40:04,Completed,UPI,100.0,0.0,0.0,-100.0
O008849,C05110,2025-09-12 07:13:27,Completed,Debit Card,0.0,0.0,698.46,184.67
O008850,C01765,2025-07-23 20:42:53,Completed,Debit Card,0.0,0.0,2832.94,1632.39
O008851,C01442,2025-08-18 18:07:14,Completed,Wallet,50.0,0.0,8965.69,4834.43
O008852,C08431,2025-09-22 00:34:09,Completed,Debit Card,100.0,44.59,7284.6,3378.45
O008853,C08659,2025-07-14 03:43:59,Completed,Debit Card,200.0,0.0,0.0,-200.0
O008854,C07244,2025-06-03 00:19:57,Completed,Credit Card,0.0,0.0,1981.82,1261.59
O008855,C00718,2025-12-30 15:06:24,Completed,Credit Card,0.0,0.0,510.47,293.04
O008856,C09076,2025-08-13 13:24:41,Completed,COD,0.0,0.0,729.47,427.53
O008857,C09806,2025-04-20 17:07:54,Completed,UPI,100.0,0.0,732.07,157.97
O008858,C07738,2025-12-11 23:26:22,Completed,Debit Card,100.0,0.0,4703.91,2305.12
O008859,C03508,2025-03-27 14:05:18,Completed,UPI,150.0,0.0,0.0,-150.0
O008860,C04042,2025-07-14 12:33:23,Completed,Credit Card,200.0,118.52,3026.11,1941.99
O008861,C08680,2025-05-17 22:41:30,Completed,Wallet,200.0,0.0,5711.96,2353.66
O008862,C02779,2025-11-07 23:01:17,Completed,Debit Card,150.0,0.0,2950.69,1692.89
O008863,C01403,2025-12-03 22:59:51,Completed,Credit Card,0.0,0.0,1769.73,895.75
O008864,C08206,2025-10-19 03:01:38,Completed,Wallet,300.0,0.0,788.67,311.59
O008865,C01921,2025-01-23 16:55:55,Completed,UPI,0.0,0.0,913.56,490.87
O008866,C09058,2025-04-15 05:04:42,Completed,Credit Card,100.0,0.0,0.0,-100.0
O008867,C05936,2025-12-20 21:26:13,Completed,Debit Card,0.0,0.0,467.23,248.17
O008868,C05531,2025-04-15 14:14:15,Completed,UPI,100.0,0.0,0.0,-100.0
O008869,C07739,2025-07-30 04:07:25,Completed,UPI,50.0,0.0,12077.58,6920.7
O008870,C00162,2025-07-23 23:37:17,Completed,COD,300.0,47.58,1177.84,237.12
O008871,C07124,2025-11-11 03:18:37,Completed,Credit Card,100.0,0.0,0.0,-100.0
O008872,C05967,2025-07-16 09:33:28,Completed,Credit Card,50.0,0.0,12357.01,7393.67
O008873,C05222,2025-07-13 18:19:49,Completed,Credit Card,100.0,0.0,1883.3,718.29
O008874,C02158,2025-07-07 06:58:04,Completed,Net Banking,150.0,0.0,5562.79,3049.99
O008875,C08274,2025-02-28 11:08:59,Completed,Credit Card,0.0,101.48,6985.57,3665.65
O008876,C02491,2025-05-21 17:10:30,Completed,UPI,50.0,0.0,3091.41,1555.36
O008877,C04885,2025-08-28 12:27:59,Completed,Wallet,0.0,0.0,4560.49,2165.88
O008878,C01567,2025-03-26 22:34:14,Completed,Wallet,200.0,0.0,3737.51,1356.54
O008879,C09735,2025-08-06 09:55:04,Completed,UPI,50.0,0.0,1044.95,562.73
O008880,C01933,2025-08-18 05:42:17,Completed,UPI,100.0,0.0,551.0,254.27
O008881,C08004,2025-02-10 01:36:34,Completed,UPI,0.0,0.0,2186.44,1079.29
O008882,C02610,2025-02-16 21:24:10,Completed,Credit Card,500.0,0.0,3920.19,1617.93
O008883,C02545,2025-04-06 10:27:42,Completed,UPI,0.0,75.83,773.19,273.65
O008884,C04200,2025-06-06 10:17:09,Completed,UPI,150.0,0.0,4883.83,2336.08
O008885,C08446,2025-05-27 06:16:39,Completed,Debit Card,200.0,0.0,3718.97,1884.32
O008886,C06858,2025-08-13 07:03:09,Completed,COD,150.0,0.0,1573.79,439.87
O008887,C08700,2025-05-18 06:08:09,Completed,UPI,200.0,0.0,1837.0,1001.4
O008888,C00459,2025-07-28 15:05:52,Completed,UPI,150.0,74.73,670.71,136.8
O008889,C09549,2025-10-01 09:43:18,Completed,Net Banking,100.0,0.0,6310.56,3917.4
O008890,C00762,2025-03-07 09:36:37,Completed,Debit Card,100.0,0.0,2248.54,1085.6
O008891,C07202,2025-04-04 11:28:29,Completed,UPI,0.0,62.32,12747.87,6923.35
O008892,C02059,2025-07-30 20:37:39,Completed,Credit Card,50.0,95.13,7490.34,2499.8
O008893,C08395,2025-04-10 18:27:06,Completed,Wallet,300.0,58.88,9459.8,4579.09
O008894,C08610,2025-10-04 07:20:04,Completed,Credit Card,0.0,0.0,4274.39,2457.56
O008895,C05495,2025-01-24 10:25:30,Completed,Debit Card,0.0,0.0,4343.48,1629.19
O008896,C04011,2025-09-01 21:28:31,Completed,Net Banking,0.0,0.0,3555.58,1513.43
O008897,C07904,2025-02-25 09:38:35,Completed,COD,200.0,0.0,589.25,197.9
O008898,C08723,2025-07-16 13:22:09,Completed,Credit Card,150.0,0.0,2402.15,1042.23
O008899,C07368,2025-02-16 16:15:51,Completed,COD,100.0,0.0,0.0,-100.0
O008900,C09055,2025-08-31 08:08:24,Completed,UPI,0.0,0.0,4029.66,2234.12
O008901,C06248,2025-12-26 02:52:30,Completed,Credit Card,150.0,0.0,2217.2,952.05
O008902,C06688,2025-10-13 14:33:30,Completed,UPI,100.0,0.0,3308.21,1520.0
O008903,C05695,2025-12-21 11:38:06,Completed,Credit Card,0.0,0.0,944.66,507.94
O008904,C04870,2025-11-14 17:53:05,Completed,Wallet,0.0,0.0,3302.43,1631.73
O008905,C06531,2025-02-25 02:28:43,Completed,UPI,0.0,0.0,17197.72,9279.92
O008906,C05590,2025-07-28 03:29:40,Completed,UPI,0.0,0.0,2803.26,1238.73
O008907,C07304,2025-06-13 01:07:08,Completed,Credit Card,150.0,0.0,0.0,-150.0
O008908,C09334,2025-01-02 05:54:39,Completed,UPI,100.0,0.0,7543.08,4019.07
O008909,C03709,2025-01-06 15:03:34,Completed,Credit Card,100.0,0.0,7187.06,3580.5
O008910,C04099,2025-04-24 07:35:26,Completed,UPI,50.0,0.0,0.0,-50.0
O008911,C00149,2025-03-10 02:39:56,Completed,Credit Card,0.0,0.0,6691.74,3517.58
O008912,C05253,2025-11-01 14:09:54,Completed,Credit Card,100.0,0.0,0.0,-100.0
O008913,C01304,2025-05-04 03:28:57,Cancelled,Net Banking,100.0,90.61,2016.21,834.83
O008914,C07151,2025-05-21 19:16:11,Completed,Wallet,100.0,0.0,2042.39,893.9
O008915,C07774,2025-08-07 02:28:34,Completed,Wallet,150.0,86.14,4423.23,2121.38
O008916,C07219,2025-03-15 17:30:52,Completed,Credit Card,200.0,0.0,8628.65,4814.15
O008917,C05445,2025-11-22 08:03:42,Completed,Debit Card,150.0,0.0,11138.08,5560.58
O008918,C05321,2025-06-15 21:24:51,Completed,COD,100.0,0.0,0.0,-100.0
O008919,C06449,2025-03-01 11:37:02,Completed,Credit Card,0.0,0.0,7031.37,3505.78
O008920,C05525,2025-08-22 09:22:30,Completed,Credit Card,500.0,0.0,7877.35,3401.99
O008921,C07487,2025-05-27 18:10:38,Completed,Credit Card,50.0,0.0,907.61,499.91
O008922,C08932,2025-02-03 14:57:01,Completed,UPI,150.0,0.0,1232.51,581.42
O008923,C05341,2025-10-06 09:53:19,Completed,Credit Card,150.0,0.0,2530.06,1053.31
O008924,C01091,2025-08-27 20:51:03,Completed,Wallet,50.0,0.0,4642.47,2403.24
O008925,C01301,2025-05-06 22:38:13,Completed,UPI,300.0,0.0,0.0,-300.0
O008926,C03738,2025-06-01 00:57:44,Completed,Credit Card,0.0,0.0,0.0,0.0
O008927,C04952,2025-12-04 14:44:36,Completed,Credit Card,300.0,0.0,1640.64,773.25
O008928,C02235,2025-01-29 15:19:21,Completed,Credit Card,100.0,55.45,2694.76,1193.33
O008929,C04517,2025-03-05 03:42:41,Completed,COD,500.0,0.0,5658.7,2440.45
O008930,C01345,2025-07-14 00:04:16,Completed,Net Banking,50.0,0.0,2392.69,980.09
O008931,C02392,2025-01-02 19:49:01,Completed,COD,300.0,0.0,6858.26,2992.12
O008932,C07330,2025-01-14 06:10:22,Completed,UPI,100.0,56.55,0.0,-85.86
O008933,C09852,2025-10-17 20:50:14,Completed,Credit Card,50.0,67.03,17.03,-33.24
O008934,C01854,2025-09-01 12:59:25,Completed,Debit Card,100.0,0.0,5792.14,2416.61
O008935,C03365,2025-02-24 13:56:42,Completed,UPI,100.0,0.0,13174.44,7239.93
O008936,C03479,2025-10-13 11:09:20,Completed,UPI,0.0,0.0,10969.85,6151.36
O008937,C02220,2025-11-04 16:34:25,Completed,UPI,0.0,0.0,0.0,0.0
O008938,C02028,2025-12-07 07:54:45,Cancelled,Wallet,50.0,86.12,2345.86,1028.6
O008939,C01306,2025-06-28 08:47:19,Completed,UPI,100.0,0.0,1370.24,623.48
O008940,C09060,2025-03-07 09:25:45,Completed,Credit Card,300.0,0.0,0.0,-300.0
O008941,C06477,2025-10-13 07:04:39,Completed,Debit Card,0.0,0.0,9597.26,3883.79
O008942,C02880,2025-05-10 10:08:39,Completed,UPI,0.0,53.39,463.71,152.55
O008943,C02563,2025-02-16 17:04:33,Completed,Wallet,100.0,0.0,0.0,-100.0
O008944,C05873,2025-04-24 20:11:09,Completed,Wallet,150.0,60.22,553.25,219.16
O008945,C06954,2025-03-07 06:13:06,Completed,Wallet,200.0,62.66,0.0,-184.34
O008946,C02515,2025-01-23 06:14:18,Completed,UPI,0.0,0.0,2191.68,1178.76
O008947,C03448,2025-10-25 17:09:40,Completed,Debit Card,100.0,0.0,11208.42,6525.45
O008948,C02882,2025-10-14 16:41:47,Completed,Debit Card,0.0,0.0,1180.34,467.87
O008949,C00872,2025-07-20 23:43:10,Completed,UPI,150.0,0.0,777.87,342.03
O008950,C03845,2025-11-30 19:28:19,Completed,Wallet,200.0,0.0,3464.01,863.52
O008951,C05316,2025-01-29 08:12:17,Completed,UPI,0.0,0.0,597.95,310.92
O008952,C06537,2025-01-30 13:08:59,Completed,UPI,100.0,0.0,0.0,-100.0
O008953,C04151,2025-08-20 08:04:27,Completed,UPI,0.0,0.0,2907.17,1776.86
O008954,C09830,2025-12-21 14:32:37,Completed,UPI,100.0,0.0,809.62,204.9
O008955,C06240,2025-06-20 22:50:16,Completed,Debit Card,50.0,0.0,5209.11,2281.71
O008956,C08845,2025-05-31 03:52:02,Completed,Credit Card,150.0,67.22,7982.76,4305.84
O008957,C09145,2025-06-29 19:29:28,Completed,Credit Card,100.0,0.0,0.0,-100.0
O008958,C08191,2025-04-12 16:05:58,Completed,UPI,300.0,0.0,342.58,107.51
O008959,C02673,2025-04-24 07:15:00,Completed,UPI,100.0,102.41,505.09,69.1
O008960,C04295,2025-10-13 01:42:28,Completed,Wallet,300.0,0.0,8585.71,4070.53
O008961,C00005,2025-04-06 22:54:15,Cancelled,Debit Card,0.0,38.54,6217.72,2546.79
O008962,C04504,2025-03-30 05:09:48,Completed,Debit Card,200.0,0.0,10239.43,4691.93
O008963,C02914,2025-09-19 22:06:53,Completed,Credit Card,100.0,0.0,11132.74,5744.87
O008964,C01107,2025-09-04 17:34:03,Completed,Wallet,300.0,0.0,0.0,-300.0
O008965,C08370,2025-03-09 04:22:31,Completed,Debit Card,300.0,0.0,0.0,-300.0
O008966,C06719,2025-04-10 11:19:14,Completed,UPI,0.0,0.0,981.51,573.81
O008967,C09992,2025-06-29 16:28:30,Completed,Credit Card,50.0,0.0,2176.75,1114.89
O008968,C04971,2025-10-14 10:01:19,Cancelled,Debit Card,150.0,0.0,4194.87,1912.17
O008969,C03283,2025-01-04 01:08:17,Completed,Credit Card,0.0,0.0,0.0,0.0
O008970,C02616,2025-01-26 07:23:19,Completed,UPI,500.0,0.0,274.54,-108.29
O008971,C04339,2025-08-31 12:30:37,Completed,Wallet,150.0,0.0,1575.35,880.45
O008972,C03082,2025-11-15 18:10:55,Completed,COD,150.0,34.64,4425.18,1831.86
O008973,C09905,2025-11-23 11:32:01,Completed,Wallet,200.0,77.26,6464.57,3254.48
O008974,C01820,2025-03-11 03:53:02,Completed,Debit Card,300.0,0.0,0.0,-300.0
O008975,C00186,2025-10-12 06:46:08,Completed,COD,50.0,0.0,877.36,466.07
O008976,C01290,2025-06-28 09:22:24,Cancelled,Debit Card,500.0,0.0,0.0,-500.0
O008977,C08900,2025-01-25 04:17:24,Completed,COD,0.0,0.0,5558.48,2967.43
O008978,C06922,2025-11-02 23:09:28,Completed,Credit Card,300.0,59.28,219.77,-28.81
O008979,C07813,2025-06-26 05:54:19,Completed,UPI,150.0,0.0,0.0,-150.0
O008980,C03185,2025-11-26 05:19:49,Completed,Debit Card,100.0,0.0,4120.95,2437.66
O008981,C06210,2025-08-19 13:21:50,Completed,Debit Card,500.0,0.0,758.09,83.68
O008982,C07066,2025-04-02 12:20:05,Completed,Credit Card,50.0,0.0,748.36,364.83
O008983,C03240,2025-08-20 13:30:42,Completed,Wallet,200.0,0.0,8824.42,4694.64
O008984,C07238,2025-08-14 22:40:02,Completed,UPI,200.0,0.0,1375.57,573.28
O008985,C06280,2025-08-30 08:21:44,Cancelled,UPI,0.0,0.0,4826.66,2818.91
O008986,C02940,2025-05-12 09:23:08,Completed,Credit Card,500.0,0.0,2293.67,655.28
O008987,C00513,2025-11-24 02:27:35,Cancelled,UPI,0.0,0.0,2158.91,1167.89
O008988,C02363,2025-01-13 21:37:43,Completed,Net Banking,500.0,0.0,7371.13,2779.84
O008989,C06180,2025-10-08 12:44:14,Completed,Wallet,0.0,0.0,12136.77,6907.38
O008990,C05972,2025-12-09 03:12:02,Completed,Net Banking,200.0,0.0,0.0,-200.0
O008991,C05064,2025-10-26 17:21:13,Completed,Wallet,200.0,0.0,1337.58,674.09
O008992,C02498,2025-12-11 05:11:17,Completed,Net Banking,150.0,73.51,0.0,-131.62
O008993,C04434,2025-01-29 16:39:55,Completed,UPI,0.0,0.0,2533.61,1451.24
O008994,C01427,2025-08-08 02:32:31,Completed,Wallet,0.0,0.0,3522.06,1862.78
O008995,C06607,2025-04-11 07:57:20,Completed,UPI,0.0,0.0,2141.45,1109.0
O008996,C08675,2025-01-08 09:40:13,Completed,UPI,300.0,32.86,2571.04,997.85
O008997,C04626,2025-06-28 13:52:21,Completed,COD,0.0,110.56,7229.6,2991.28
O008998,C02116,2025-06-29 00:42:56,Completed,UPI,200.0,0.0,0.0,-200.0
O008999,C08258,2025-06-30 13:50:32,Completed,UPI,100.0,0.0,828.68,405.99
O009000,C03116,2025-09-10 00:30:43,Completed,Debit Card,0.0,35.89,828.7,401.06
O009001,C05919,2025-07-15 01:33:55,Cancelled,Credit Card,100.0,0.0,304.0,84.49
O009002,C00744,2025-09-13 07:36:24,Completed,Credit Card,100.0,0.0,6422.03,3334.74
O009003,C07169,2025-05-07 15:26:43,Completed,Wallet,50.0,91.46,7693.45,3996.88
O009004,C04595,2025-12-23 14:58:25,Completed,UPI,50.0,0.0,0.0,-50.0
O009005,C04217,2025-07-24 16:24:53,Completed,UPI,50.0,0.0,5149.57,2192.01
O009006,C09341,2025-10-01 01:15:30,Completed,UPI,100.0,98.89,0.0,-75.28
O009007,C04903,2025-06-30 19:05:40,Completed,Wallet,0.0,0.0,8721.27,5309.3
O009008,C00164,2025-03-14 06:31:43,Cancelled,UPI,150.0,0.0,4509.8,2199.43
