customer_id,churn_probability,risk_score,risk_segment,value_segment,retention_priority,actual_churn,predicted_churn,total_orders,total_revenue,total_profit,profit_margin,avg_order_value,avg_discount,recency_days,age,region,subscription_type,acquisition_channel,cancelled_orders,cancellation_rate,customer_lifetime_days,returned_orders,return_rate,revenue_per_order
C04374,0.38652994709941174,38.65,High Risk,Medium Value,High Priority,1,1,2,8023.66,4600.63,0.5733829698666195,4011.83,0.0,143,30.0,West,Free,Organic,0,0.0,123,0,0.0,4011.83
C00840,0.38652817149493307,38.65,High Risk,Low Value,Medium Priority,0,1,1,0.0,-100.0,-100.0,0.0,100.0,89,29.0,North,Free,Organic,1,0.5,0,0,0.0,0.0
C08654,0.3864967001336746,38.65,High Risk,Medium Value,High Priority,0,1,3,13800.79,6587.2,0.47730600929367084,4600.263333333333,116.66666666666667,22,19.0,North,Free,Organic,0,0.0,196,0,0.0,4600.263333333333
C04918,0.38649012908637514,38.65,High Risk,Medium Value,High Priority,0,1,4,16714.54,8254.15,0.49383052121087384,4178.635,187.5,101,43.0,West,Free,Referral,0,0.0,164,0,0.0,4178.635
C01195,0.3864618077663219,38.65,High Risk,High Value,Critical Priority,0,1,6,27447.28,12953.4,0.47193747431439476,4574.546666666666,158.33333333333334,76,58.0,East,Free,Email,0,0.0,126,0,0.0,4574.546666666666
C03823,0.38637599276298573,38.64,High Risk,Medium Value,High Priority,0,1,1,5891.82,2958.71,0.50217250357275,5891.82,0.0,112,21.0,South,Free,Paid Ads,0,0.0,0,0,0.0,5891.82
C01680,0.38637220639117004,38.64,High Risk,Medium Value,High Priority,0,1,3,11066.52,4907.56,0.4434600940494392,3688.84,133.33333333333334,77,48.0,North,Free,Paid Ads,0,0.0,107,0,0.0,3688.84
C09843,0.38632627738519487,38.63,High Risk,Low Value,Medium Priority,1,1,3,2246.06,1116.76,0.49720844501037376,748.6866666666666,83.33333333333333,85,31.0,West,Free,Email,1,0.25,167,0,0.0,748.6866666666666
C06160,0.38627633575347103,38.63,High Risk,Medium Value,High Priority,0,1,3,11567.22,5217.91,0.45109455858883984,3855.74,100.0,2,28.0,South,Free,Social Media,0,0.0,152,0,0.0,3855.74
C04213,0.3862336757888356,38.62,High Risk,Medium Value,High Priority,1,1,3,13363.69,6427.85,0.4809936477125704,4454.5633333333335,166.66666666666666,33,30.0,North,Free,Organic,0,0.0,234,0,0.0,4454.5633333333335
C01169,0.3862086632560967,38.62,High Risk,Low Value,Medium Priority,1,1,3,6041.89,2664.6400000000003,0.4410275592571199,2013.9633333333334,83.33333333333333,20,39.0,East,Free,Organic,0,0.0,57,0,0.0,2013.9633333333334
C07722,0.3861454463183862,38.61,High Risk,Low Value,Medium Priority,0,1,1,0.0,0.0,0.0,0.0,0.0,56,55.0,South,Free,Referral,0,0.0,0,0,0.0,0.0
C04013,0.38611352867677884,38.61,High Risk,Medium Value,High Priority,0,1,3,6418.860000000001,3261.7699999999995,0.5081540958986486,2139.6200000000003,66.66666666666667,28,43.0,North,Free,Email,1,0.25,101,0,0.0,2139.6200000000003
C02887,0.3860765646381837,38.61,High Risk,Medium Value,High Priority,0,1,2,16342.49,9678.880000000001,0.5922524658115135,8171.245,75.0,108,54.0,West,Free,Organic,0,0.0,162,0,0.0,8171.245
C05566,0.3860289513976238,38.6,High Risk,Medium Value,High Priority,1,1,1,6245.06,3631.6,0.5815156299539155,6245.06,0.0,48,46.0,East,Free,Organic,0,0.0,0,0,0.0,6245.06
C02261,0.3859732415467064,38.6,High Risk,Low Value,Medium Priority,1,1,3,2920.46,1315.0900000000001,0.4503023496298529,973.4866666666667,66.66666666666667,10,39.0,South,Free,Paid Ads,0,0.0,202,0,0.0,973.4866666666667
C04848,0.38593637755013566,38.59,High Risk,Low Value,Medium Priority,0,1,1,2916.95,1579.85,0.5416102435763382,2916.95,0.0,255,20.0,East,Free,Organic,1,0.5,0,0,0.0,2916.95
C03597,0.38585904357841516,38.59,High Risk,Medium Value,High Priority,0,1,2,10347.68,5414.1,0.5232187311551961,5173.84,225.0,49,34.0,East,Free,Organic,0,0.0,151,1,0.5,5173.84
C06212,0.3854863999301514,38.55,High Risk,Medium Value,High Priority,0,1,3,12850.789999999999,4991.12,0.388390130100951,4283.596666666666,183.33333333333334,119,18.0,East,Free,Paid Ads,0,0.0,57,0,0.0,4283.596666666666
C00560,0.3853699779204132,38.54,High Risk,Medium Value,High Priority,1,1,5,17805.53,7368.610000000001,0.4138382850721097,3561.1059999999998,60.0,32,35.0,North,Free,Referral,0,0.0,185,2,0.4,3561.1059999999998
C01468,0.38526533193067164,38.53,High Risk,Low Value,Medium Priority,1,1,1,0.0,-200.0,-200.0,0.0,200.0,86,36.0,West,Free,Organic,0,0.0,0,1,1.0,0.0
C03489,0.38524849815336787,38.52,High Risk,High Value,Critical Priority,0,1,7,31327.14,15982.79,0.510189886469049,4475.305714285714,78.57142857142857,83,42.0,East,Free,Paid Ads,0,0.0,186,1,0.14285714285714285,4475.305714285714
C08488,0.3852251407069362,38.52,High Risk,Medium Value,High Priority,1,1,5,9344.16,4615.0199999999995,0.49389351209739557,1868.8319999999999,110.0,10,30.0,North,Free,Organic,0,0.0,178,0,0.0,1868.8319999999999
C06083,0.3851452833648682,38.51,High Risk,Medium Value,High Priority,0,1,3,7356.799999999999,3346.99,0.45495188125271857,2452.2666666666664,33.333333333333336,16,41.0,West,Free,Organic,0,0.0,200,0,0.0,2452.2666666666664
C00973,0.38510123031885496,38.51,High Risk,Medium Value,High Priority,1,1,1,16364.45,8649.83,0.5285744403264393,16364.45,0.0,161,59.0,North,Free,Organic,0,0.0,0,0,0.0,16364.45
C09103,0.3850721343972366,38.51,High Risk,Low Value,Medium Priority,1,1,2,2523.69,1014.36,0.40193526146238245,1261.845,175.0,10,32.0,West,Free,Paid Ads,0,0.0,144,0,0.0,1261.845
C08814,0.38506769123240214,38.51,High Risk,Medium Value,High Priority,1,1,2,5899.43,3139.18,0.5321158145786965,2949.715,75.0,201,31.0,West,Free,Organic,1,0.3333333333333333,11,0,0.0,2949.715
C00248,0.38496280423920115,38.5,High Risk,Low Value,Medium Priority,0,1,1,1467.98,616.4,0.4198967288382675,1467.98,200.0,179,36.0,South,Free,Organic,0,0.0,0,1,1.0,1467.98
C05730,0.38493958075907203,38.49,High Risk,Medium Value,High Priority,0,1,3,17484.760000000002,8729.5,0.49926335849047965,5828.253333333334,133.33333333333334,94,48.0,South,Free,Organic,0,0.0,91,0,0.0,5828.253333333334
C03387,0.38490786965700347,38.49,High Risk,Medium Value,High Priority,1,1,5,8145.44,3651.95,0.4483428765051366,1629.088,130.0,36,29.0,West,Free,Referral,0,0.0,230,1,0.2,1629.088
C03835,0.38480803494385807,38.48,High Risk,Medium Value,High Priority,0,1,1,11586.18,7075.18,0.6106568342628891,11586.18,200.0,14,45.0,West,Free,Paid Ads,0,0.0,0,0,0.0,11586.18
C08494,0.3847583081352077,38.48,High Risk,Medium Value,High Priority,1,1,3,9253.8,4165.389999999999,0.45012751518295185,3084.6,133.33333333333334,58,19.0,South,Free,Organic,0,0.0,196,0,0.0,3084.6
C02338,0.3847219370791815,38.47,High Risk,Medium Value,High Priority,0,1,4,14835.109999999999,7970.56,0.5372767711193245,3708.7774999999997,12.5,73,46.0,West,Free,Organic,0,0.0,190,0,0.0,3708.7774999999997
C01101,0.38450602438742054,38.45,High Risk,Low Value,Medium Priority,1,1,1,18.09,-32.98,-1.8231066887783305,18.09,50.0,166,60.0,East,Free,Organic,0,0.0,0,1,1.0,18.09
C03005,0.38447278468381163,38.45,High Risk,Medium Value,High Priority,1,1,5,11896.050000000001,5178.77,0.4353352583420547,2379.21,180.0,37,27.0,North,Free,Paid Ads,0,0.0,171,0,0.0,2379.21
C03032,0.3843766541088388,38.44,High Risk,Medium Value,High Priority,0,1,1,9577.5,5289.84,0.552319498825372,9577.5,150.0,60,41.0,West,Free,Referral,0,0.0,0,0,0.0,9577.5
C07814,0.3843446384905676,38.43,High Risk,Low Value,Medium Priority,0,1,2,1810.05,682.61,0.377122178945333,905.025,175.0,167,55.0,West,Free,Organic,1,0.3333333333333333,72,0,0.0,905.025
C09439,0.38430851854621884,38.43,High Risk,Medium Value,High Priority,0,1,5,12238.67,6432.41,0.5255808024891594,2447.734,200.0,51,24.0,East,Free,Organic,0,0.0,155,0,0.0,2447.734
C08757,0.3841056202334426,38.41,High Risk,Medium Value,High Priority,0,1,2,16044.2,6882.5199999999995,0.4289724635693895,8022.1,0.0,93,28.0,East,Free,Organic,0,0.0,54,0,0.0,8022.1
C01161,0.38401041458271956,38.4,High Risk,Low Value,Medium Priority,0,1,2,4206.63,1992.66,0.47369509559909,2103.315,250.0,96,38.0,South,Free,Paid Ads,0,0.0,102,1,0.5,2103.315
C07945,0.3839851552902474,38.4,High Risk,Low Value,Medium Priority,1,1,2,2219.8,975.86,0.4396161816379854,1109.9,50.0,9,19.0,West,Free,Paid Ads,0,0.0,122,0,0.0,1109.9
C08967,0.3838903330952879,38.39,High Risk,Medium Value,High Priority,0,1,2,9170.79,4644.76,0.5064732700236293,4585.395,100.0,203,50.0,North,Free,Paid Ads,1,0.3333333333333333,26,0,0.0,4585.395
C05175,0.38382247178168005,38.38,High Risk,Medium Value,High Priority,0,1,3,9361.04,3747.2200000000003,0.4002995393674207,3120.346666666667,83.33333333333333,32,60.0,West,Free,Organic,0,0.0,225,1,0.3333333333333333,3120.346666666667
C00503,0.3837000939499109,38.37,High Risk,Low Value,Medium Priority,0,1,3,3311.51,1727.65,0.5217106395571809,1103.8366666666668,66.66666666666667,3,52.0,West,Free,Referral,0,0.0,245,0,0.0,1103.8366666666668
C07213,0.383696424111185,38.37,High Risk,Low Value,Medium Priority,0,1,3,5108.93,2245.0,0.4394266509817124,1702.9766666666667,16.666666666666668,16,58.0,West,Free,Referral,0,0.0,190,0,0.0,1702.9766666666667
C04115,0.383692396761243,38.37,High Risk,Medium Value,High Priority,0,1,3,17487.78,9508.31,0.5437116660891205,5829.259999999999,66.66666666666667,1,44.0,North,Free,Email,0,0.0,257,0,0.0,5829.259999999999
C04778,0.3836440009100085,38.36,High Risk,Medium Value,High Priority,1,1,2,8642.52,3515.88,0.40681190208411433,4321.26,250.0,74,46.0,West,Free,Paid Ads,0,0.0,123,0,0.0,4321.26
C00561,0.38361592060317345,38.36,High Risk,Low Value,Medium Priority,0,1,1,0.0,-200.0,-200.0,0.0,200.0,218,45.0,North,Free,Referral,0,0.0,0,1,1.0,0.0
C03614,0.38352985596099787,38.35,High Risk,Low Value,Medium Priority,0,1,2,3099.33,1621.23,0.5230904743928527,1549.665,125.0,111,40.0,South,Free,Organic,0,0.0,103,1,0.5,1549.665
C05453,0.383423808472592,38.34,High Risk,Low Value,Medium Priority,1,1,2,3392.08,1434.94,0.42302657956180284,1696.04,125.0,77,58.0,East,Free,Referral,0,0.0,121,0,0.0,1696.04
C05263,0.38336123553092255,38.34,High Risk,Medium Value,High Priority,1,1,2,13022.18,6099.15,0.46836627968588973,6511.09,250.0,57,55.0,North,Free,Referral,0,0.0,68,0,0.0,6511.09
C01891,0.3832984386722248,38.33,High Risk,Medium Value,High Priority,1,1,4,6520.0599999999995,3224.35,0.49452765772094126,1630.0149999999999,175.0,6,54.0,East,Free,Referral,0,0.0,256,0,0.0,1630.0149999999999
C08955,0.38327938021948466,38.33,High Risk,Low Value,Medium Priority,0,1,4,4931.46,1412.8000000000002,0.28648716607252217,1232.865,300.0,43,52.0,West,Free,Referral,0,0.0,191,0,0.0,1232.865
C05121,0.38324376823751294,38.32,High Risk,Low Value,Medium Priority,1,1,3,3167.74,1422.05,0.44891626206696256,1055.9133333333332,100.0,236,38.0,West,Free,Referral,1,0.25,23,0,0.0,1055.9133333333332
C04990,0.3831187232949902,38.31,High Risk,Low Value,Medium Priority,1,1,3,5939.33,2746.79,0.4624747235799324,1979.7766666666666,200.0,12,43.0,South,Free,Paid Ads,0,0.0,243,0,0.0,1979.7766666666666
C05709,0.3831111939513551,38.31,High Risk,Medium Value,High Priority,0,1,2,10298.59,4541.34,0.4409671615240533,5149.295,275.0,156,39.0,North,Free,Paid Ads,1,0.3333333333333333,28,0,0.0,5149.295
C07696,0.3831102441111797,38.31,High Risk,Medium Value,High Priority,1,1,5,15285.06,7879.21,0.5154844011080101,3057.0119999999997,110.0,6,23.0,North,Free,Referral,0,0.0,231,0,0.0,3057.0119999999997
C03603,0.3830386889546762,38.3,High Risk,Medium Value,High Priority,0,1,4,11258.06,5530.099999999999,0.4912125179649069,2814.515,112.5,33,52.0,East,Free,Organic,0,0.0,232,0,0.0,2814.515
C07340,0.3829950551415628,38.3,High Risk,Medium Value,High Priority,0,1,4,6234.99,2891.4799999999996,0.46375054330480076,1558.7475,100.0,23,49.0,North,Free,Organic,0,0.0,219,0,0.0,1558.7475
C04026,0.3829809711781657,38.3,High Risk,Low Value,Medium Priority,0,1,2,4163.5599999999995,2205.62,0.5297437769601014,2081.7799999999997,50.0,103,56.0,South,Free,Paid Ads,0,0.0,112,0,0.0,2081.7799999999997
C09215,0.3828945132407137,38.29,High Risk,Medium Value,High Priority,0,1,3,6773.4,3204.08,0.47303865119437805,2257.7999999999997,33.333333333333336,29,28.0,East,Free,Referral,0,0.0,235,1,0.3333333333333333,2257.7999999999997
C02174,0.38288714524948925,38.29,High Risk,Medium Value,High Priority,0,1,3,7764.77,4089.08,0.526619590792773,2588.2566666666667,16.666666666666668,91,33.0,South,Free,Paid Ads,0,0.0,76,0,0.0,2588.2566666666667
C09259,0.38287467164652117,38.29,High Risk,Medium Value,High Priority,0,1,3,11347.35,5884.24,0.5185563149105298,3782.4500000000003,183.33333333333334,38,33.0,South,Free,Paid Ads,0,0.0,232,1,0.3333333333333333,3782.4500000000003
C04124,0.3827795794329949,38.28,High Risk,Medium Value,High Priority,0,1,4,12296.859999999999,5253.35,0.4272106863052845,3074.2149999999997,62.5,29,32.0,South,Free,Email,0,0.0,227,0,0.0,3074.2149999999997
C06255,0.38276956307916016,38.28,High Risk,Medium Value,High Priority,0,1,2,10768.109999999999,5284.93,0.4907945776928357,5384.054999999999,100.0,117,28.0,West,Free,Organic,0,0.0,120,0,0.0,5384.054999999999
C00558,0.38272755704794287,38.27,High Risk,Medium Value,High Priority,1,1,3,8161.5199999999995,4402.13,0.5393762436408904,2720.5066666666667,83.33333333333333,29,38.0,East,Free,Referral,0,0.0,51,0,0.0,2720.5066666666667
C00621,0.3826291820754649,38.26,High Risk,High Value,Critical Priority,1,1,8,29074.809999999998,13877.300000000001,0.47729632627005997,3634.3512499999997,93.75,142,28.0,East,Free,Referral,0,0.0,119,0,0.0,3634.3512499999997
C01133,0.382602330479161,38.26,High Risk,Low Value,Medium Priority,0,1,2,5414.17,2635.7200000000003,0.4868188475795921,2707.085,125.0,17,30.0,East,Free,Organic,0,0.0,113,0,0.0,2707.085
C01239,0.38255199914685517,38.26,High Risk,Medium Value,High Priority,0,1,2,12419.09,6766.66,0.544859567005312,6209.545,75.0,237,56.0,South,Free,Referral,0,0.0,13,1,0.5,6209.545
C06624,0.38250658876770083,38.25,High Risk,Medium Value,High Priority,0,1,3,14765.32,7509.4400000000005,0.508586336090244,4921.7733333333335,133.33333333333334,18,58.0,North,Free,Organic,0,0.0,106,1,0.3333333333333333,4921.7733333333335
C07274,0.3823837958682784,38.24,High Risk,Medium Value,High Priority,0,1,3,10220.32,4090.77,0.40025850462607826,3406.773333333333,150.0,49,59.0,East,Free,Organic,0,0.0,220,0,0.0,3406.773333333333
C03742,0.38229541277087464,38.23,High Risk,Medium Value,High Priority,0,1,4,15266.91,7272.8,0.47637668657246296,3816.7275,112.5,39,20.0,South,Free,Paid Ads,0,0.0,223,1,0.25,3816.7275
C04163,0.3822782147592901,38.23,High Risk,Medium Value,High Priority,0,1,3,11366.33,6010.530000000001,0.5288012929415212,3788.7766666666666,216.66666666666666,57,23.0,North,Free,Referral,0,0.0,178,0,0.0,3788.7766666666666
C04139,0.3822712393785682,38.23,High Risk,Low Value,Medium Priority,0,1,1,1736.18,889.1,0.5121012798212167,1736.18,150.0,104,51.0,North,Free,Referral,1,0.5,0,0,0.0,1736.18
C09807,0.3821648276539795,38.22,High Risk,Medium Value,High Priority,0,1,5,12310.26,5722.29,0.4648390854457989,2462.052,50.0,20,37.0,North,Free,Social Media,1,0.16666666666666666,139,1,0.2,2462.052
C00378,0.3820646715671708,38.21,High Risk,Medium Value,High Priority,0,1,2,12181.05,6918.08,0.5679379035469028,6090.525,0.0,94,23.0,East,Free,Organic,0,0.0,61,0,0.0,6090.525
C07929,0.3818952587695314,38.19,High Risk,Medium Value,High Priority,0,1,2,9553.16,3815.98,0.39944688459106725,4776.58,50.0,40,50.0,South,Free,Referral,0,0.0,56,0,0.0,4776.58
C01666,0.38171734488208253,38.17,High Risk,Low Value,Medium Priority,1,1,1,1128.75,304.06,0.26937763012181615,1128.75,150.0,230,43.0,South,Free,Referral,1,0.5,0,0,0.0,1128.75
C03362,0.3816890810460224,38.17,High Risk,Low Value,Medium Priority,1,1,1,5454.48,2477.06,0.4541331162640619,5454.48,0.0,25,28.0,West,Free,Referral,0,0.0,0,0,0.0,5454.48
C01904,0.3816778407575321,38.17,High Risk,High Value,Critical Priority,1,1,4,20866.920000000002,10565.49,0.5063272394776037,5216.7300000000005,50.0,113,49.0,East,Free,Organic,0,0.0,155,0,0.0,5216.7300000000005
C00213,0.3816538294939974,38.17,High Risk,Low Value,Medium Priority,0,1,3,4882.29,2083.75,0.42679767076515324,1627.43,200.0,160,30.0,North,Free,Organic,1,0.25,100,0,0.0,1627.43
C04069,0.3815435457193982,38.15,High Risk,Medium Value,High Priority,1,1,4,16122.86,7332.610000000001,0.4547958612801947,4030.715,212.5,18,56.0,North,Free,Referral,0,0.0,208,0,0.0,4030.715
C03963,0.3814323300316855,38.14,High Risk,Medium Value,High Priority,1,1,3,19504.02,9121.37,0.4676661529264224,6501.34,50.0,129,48.0,East,Free,Paid Ads,0,0.0,126,0,0.0,6501.34
C05097,0.38124118636362436,38.12,High Risk,Medium Value,High Priority,0,1,4,13319.14,6528.35,0.4901480125593695,3329.785,187.5,63,55.0,South,Free,Referral,0,0.0,177,0,0.0,3329.785
C08201,0.38123596098118145,38.12,High Risk,Medium Value,High Priority,0,1,3,17056.06,7670.0,0.4496935400086538,5685.3533333333335,116.66666666666667,38,30.0,East,Free,Paid Ads,0,0.0,112,0,0.0,5685.3533333333335
C01941,0.38118125901972066,38.12,High Risk,Low Value,Medium Priority,0,1,2,4689.969999999999,2332.23,0.49728036639893225,2344.9849999999997,100.0,77,27.0,East,Free,Organic,0,0.0,121,1,0.5,2344.9849999999997
C06069,0.38117814425940205,38.12,High Risk,Low Value,Medium Priority,0,1,4,6053.85,2633.52,0.4350157337892415,1513.4625,50.0,69,51.0,East,Free,Paid Ads,0,0.0,172,0,0.0,1513.4625
C02814,0.38113525021988454,38.11,High Risk,Medium Value,High Priority,0,1,4,8075.04,4319.34,0.5349001367175891,2018.76,87.5,12,39.0,East,Free,Paid Ads,0,0.0,223,1,0.25,2018.76
C08828,0.38112349119143724,38.11,High Risk,Low Value,Medium Priority,0,1,2,4118.87,1031.31,0.2503866351693547,2059.435,175.0,7,23.0,West,Free,Organic,0,0.0,78,1,0.5,2059.435
C01698,0.3810653958940926,38.11,High Risk,High Value,Critical Priority,0,1,2,19020.05,10434.05,0.5485816283343103,9510.025,75.0,161,52.0,East,Free,Paid Ads,0,0.0,31,0,0.0,9510.025
C09155,0.38078500414183936,38.08,High Risk,Medium Value,High Priority,1,1,4,18501.35,7235.42,0.39107524586043724,4625.3375,112.5,92,19.0,East,Free,Paid Ads,0,0.0,145,0,0.0,4625.3375
C09831,0.38065192126475444,38.07,High Risk,Low Value,Medium Priority,0,1,1,0.0,-120.5,-120.5,0.0,150.0,68,50.0,West,Free,Organic,1,0.5,0,0,0.0,0.0
C05894,0.3806252344854536,38.06,High Risk,Medium Value,High Priority,0,1,4,12989.56,6109.8099999999995,0.47036312238443795,3247.39,262.5,60,40.0,East,Free,Referral,0,0.0,203,1,0.25,3247.39
C00214,0.3806022013271403,38.06,High Risk,Medium Value,High Priority,1,1,4,7700.0,3935.87,0.5111519480519481,1925.0,125.0,4,59.0,East,Free,Organic,0,0.0,234,1,0.25,1925.0
C03587,0.3804262960753434,38.04,High Risk,High Value,Critical Priority,0,1,4,20396.25,10359.1,0.5078923821780965,5099.0625,150.0,68,59.0,West,Free,Organic,0,0.0,189,0,0.0,5099.0625
C00635,0.38036728863236446,38.04,High Risk,Medium Value,High Priority,1,1,6,19422.839999999997,9631.779999999999,0.49589967275640434,3237.1399999999994,133.33333333333334,122,29.0,East,Free,Organic,0,0.0,148,0,0.0,3237.1399999999994
C01032,0.38029614354446734,38.03,High Risk,Medium Value,High Priority,0,1,4,7977.78,3226.86,0.40448094582703464,1994.445,187.5,31,47.0,North,Free,Referral,0,0.0,203,0,0.0,1994.445
C05093,0.38016784115478736,38.02,High Risk,Low Value,Medium Priority,0,1,2,3397.93,2006.42,0.5904830293737658,1698.965,0.0,65,30.0,South,Free,Paid Ads,0,0.0,127,0,0.0,1698.965
C07881,0.38013637504276937,38.01,High Risk,Medium Value,High Priority,0,1,3,9181.25,4665.89,0.5081976855003404,3060.4166666666665,233.33333333333334,8,36.0,East,Free,Referral,0,0.0,264,0,0.0,3060.4166666666665
C02357,0.3800840762204561,38.01,High Risk,Medium Value,High Priority,1,1,4,12557.63,6204.32,0.49406775004519166,3139.4075,125.0,3,45.0,South,Free,Paid Ads,0,0.0,263,1,0.25,3139.4075
C08521,0.38006548722620515,38.01,High Risk,High Value,Critical Priority,0,1,4,23173.14,13250.06,0.5717852651820168,5793.285,100.0,55,47.0,West,Free,Paid Ads,0,0.0,167,0,0.0,5793.285
C06103,0.38006336718103345,38.01,High Risk,Medium Value,High Priority,0,1,6,8407.65,3027.4100000000003,0.3600780241803596,1401.2749999999999,100.0,47,29.0,West,Free,Paid Ads,0,0.0,210,0,0.0,1401.2749999999999
C04393,0.3798571089836712,37.99,High Risk,Medium Value,High Priority,0,1,3,17543.78,9334.44,0.53206549557735,5847.926666666666,150.0,27,43.0,North,Free,Organic,0,0.0,99,0,0.0,5847.926666666666
C01671,0.3798350374723841,37.98,High Risk,Medium Value,High Priority,0,1,4,5462.74,2987.12,0.5468171650124296,1365.685,75.0,36,43.0,West,Free,Social Media,1,0.2,132,0,0.0,1365.685
C00800,0.3798199695200124,37.98,High Risk,Low Value,Medium Priority,0,1,2,3479.19,1775.39,0.5102883142340603,1739.595,100.0,70,28.0,South,Free,Email,1,0.3333333333333333,198,0,0.0,1739.595
C01856,0.37980355754787837,37.98,High Risk,Medium Value,High Priority,1,1,3,18588.05,9333.960000000001,0.5021484233149793,6196.016666666666,200.0,74,44.0,West,Free,Organic,0,0.0,99,1,0.3333333333333333,6196.016666666666
C02445,0.379799623196355,37.98,High Risk,Medium Value,High Priority,1,1,4,20633.37,9393.88,0.45527608917011614,5158.3425,125.0,71,38.0,West,Free,Organic,0,0.0,160,0,0.0,5158.3425
C06188,0.3797978221301921,37.98,High Risk,Medium Value,High Priority,0,1,4,6806.03,3079.7200000000003,0.4524987400878339,1701.5075,100.0,23,36.0,West,Free,Organic,0,0.0,190,0,0.0,1701.5075
C06890,0.37978664430022346,37.98,High Risk,High Value,Critical Priority,0,1,5,24103.82,11631.99,0.4825786949952331,4820.764,190.0,92,45.0,West,Free,Referral,0,0.0,148,0,0.0,4820.764
C02508,0.37978578850081357,37.98,High Risk,Low Value,Medium Priority,0,1,2,2521.99,1108.65,0.4395933370076805,1260.995,250.0,29,59.0,West,Free,Referral,0,0.0,210,0,0.0,1260.995
C00185,0.37978262609646884,37.98,High Risk,Medium Value,High Priority,0,1,2,9837.02,4862.6,0.49431636816840874,4918.51,0.0,127,41.0,West,Free,Organic,0,0.0,138,0,0.0,4918.51
C05457,0.37972026263256636,37.97,High Risk,High Value,Critical Priority,0,1,5,25914.86,13377.61,0.516213863397294,5182.972,90.0,66,33.0,West,Free,Paid Ads,0,0.0,132,0,0.0,5182.972
C09909,0.3795731520197089,37.96,High Risk,Medium Value,High Priority,0,1,5,17558.99,8527.86,0.485669164342596,3511.7980000000002,50.0,8,39.0,East,Free,Social Media,0,0.0,252,0,0.0,3511.7980000000002
C09545,0.37952719899100124,37.95,High Risk,High Value,Critical Priority,1,1,1,25784.91,11523.37,0.44690363472278943,25784.91,200.0,190,30.0,West,Free,Referral,0,0.0,0,0,0.0,25784.91
C04091,0.3794522535792345,37.95,High Risk,Medium Value,High Priority,0,1,6,11513.1,5265.01,0.4573060253102987,1918.8500000000001,116.66666666666667,16,57.0,North,Free,Organic,0,0.0,229,0,0.0,1918.8500000000001
C01482,0.3794112011139367,37.94,High Risk,Medium Value,High Priority,1,1,2,7440.15,3740.8599999999997,0.5027936264725845,3720.075,100.0,129,30.0,East,Free,Social Media,1,0.3333333333333333,72,0,0.0,3720.075
C08355,0.3793486057384979,37.93,High Risk,High Value,Critical Priority,1,1,5,19763.1,10004.2,0.506206010190709,3952.62,170.0,20,36.0,East,Free,Paid Ads,0,0.0,197,0,0.0,3952.62
C08477,0.37927429861879197,37.93,High Risk,Medium Value,High Priority,1,1,3,14990.0,7514.72,0.5013155436957972,4996.666666666667,150.0,50,37.0,East,Free,Paid Ads,0,0.0,65,0,0.0,4996.666666666667
C02636,0.3792531910240961,37.93,High Risk,Medium Value,High Priority,1,1,5,8956.44,3451.31,0.38534395362443113,1791.288,100.0,7,34.0,North,Free,Organic,0,0.0,221,0,0.0,1791.288
C01127,0.3791808576277783,37.92,High Risk,Medium Value,High Priority,0,1,3,14296.89,7687.4,0.537697359355776,4765.63,16.666666666666668,2,32.0,East,Free,Organic,0,0.0,165,0,0.0,4765.63
C04734,0.37914793165327426,37.91,High Risk,Medium Value,High Priority,0,1,3,19319.059999999998,9755.82,0.504984196953682,6439.686666666666,83.33333333333333,35,49.0,South,Free,Paid Ads,0,0.0,56,0,0.0,6439.686666666666
C09459,0.3790440916464801,37.9,High Risk,High Value,Critical Priority,1,1,6,20477.95,10356.38,0.5057332398995016,3412.991666666667,158.33333333333334,4,20.0,North,Free,Referral,0,0.0,250,0,0.0,3412.991666666667
C02914,0.37887094909330776,37.89,High Risk,Medium Value,High Priority,0,1,4,13604.02,6419.33,0.4718700795794184,3401.005,87.5,11,42.0,South,Free,Social Media,0,0.0,253,0,0.0,3401.005
C04764,0.3788121377485961,37.88,High Risk,Low Value,Medium Priority,1,1,2,5136.76,2026.33,0.39447628466192697,2568.38,150.0,9,19.0,West,Free,Organic,0,0.0,177,0,0.0,2568.38
C00676,0.3787922301064753,37.88,High Risk,High Value,Critical Priority,1,1,6,39944.69,21416.4,0.5361513632975997,6657.448333333334,75.0,78,39.0,South,Free,Social Media,0,0.0,183,0,0.0,6657.448333333334
C01583,0.37875690958392255,37.88,High Risk,Low Value,Medium Priority,0,1,1,1260.19,536.27,0.4255469413342432,1260.19,50.0,187,36.0,North,Free,Paid Ads,0,0.0,0,1,1.0,1260.19
C09956,0.3787550320272489,37.88,High Risk,Medium Value,High Priority,0,1,4,7868.09,3504.01,0.44534442285230597,1967.0225,37.5,54,50.0,West,Free,Referral,0,0.0,128,0,0.0,1967.0225
C07971,0.37868165927850983,37.87,High Risk,Medium Value,High Priority,0,1,3,8979.77,4090.64,0.455539507136597,2993.2566666666667,66.66666666666667,109,27.0,South,Free,Organic,0,0.0,141,0,0.0,2993.2566666666667
C08985,0.37866000684473256,37.87,High Risk,High Value,Critical Priority,0,1,4,23833.370000000003,11586.310000000001,0.4861381332140608,5958.342500000001,137.5,1,42.0,East,Free,Email,0,0.0,258,1,0.25,5958.342500000001
