event_id,customer_id,session_id,event_date,event_type,product_id,device,experiment_group
E0101567,C04302,S088527,2025-04-23 11:43:30,Visit,,Desktop,Control
E0101568,C05127,S078729,2025-10-01 01:53:21,Visit,,Mobile,Treatment
E0101569,C08768,S030381,2025-01-24 20:36:40,Visit,,Mobile,Control
E0101570,C09262,S004481,2025-08-25 13:11:54,Visit,,Mobile,Treatment
E0101571,C05519,S094536,2025-07-11 17:12:15,Visit,,Mobile,Treatment
E0101572,C08736,S001324,2025-11-08 00:12:20,Visit,,Desktop,Treatment
E0101573,C05308,S098723,2025-12-06 02:37:22,Visit,,Mobile,Treatment
E0101574,C00308,S105032,2025-10-25 15:32:47,Visit,,Desktop,Control
E0101575,C04917,S081514,2025-05-27 23:42:40,Visit,,Mobile,Treatment
E0101576,C04159,S003331,2025-11-22 13:20:41,Visit,,Mobile,Treatment
E0101577,C01338,S065825,2025-07-07 09:27:42,Visit,,Desktop,Treatment
E0101578,C07769,S095517,2025-09-14 14:48:26,Visit,,Mobile,Treatment
E0101579,C06464,S095852,2025-07-20 20:50:33,Visit,,Mobile,Treatment
E0101580,C00138,S041786,2025-11-03 22:28:17,Visit,,Mobile,Control
E0101581,C01927,S110494,2025-07-03 17:50:12,Visit,,Mobile,Control
E0101582,C02266,S048197,2025-07-26 09:11:09,Visit,,Mobile,Control
E0101583,C03570,S021462,2025-11-27 07:36:34,Visit,,Tablet,Treatment
E0101584,C09021,S060407,2025-05-19 19:46:20,Visit,,Mobile,Treatment
E0101585,C00091,S048576,2025-04-28 14:34:28,Visit,,Desktop,Treatment
E0101586,C04174,S087834,2025-10-03 05:08:57,Visit,,Mobile,Control
E0101587,C08170,S048625,2025-12-20 02:24:33,Visit,,Mobile,Treatment
E0101588,C08955,S075037,2025-06-25 22:26:18,Visit,,Desktop,Treatment
E0101589,C03216,S056953,2025-11-05 04:20:17,Visit,,Mobile,Control
E0101590,C01522,S051287,2025-02-19 23:28:07,Visit,,Mobile,Control
E0101591,C03304,S004900,2025-11-03 10:37:49,Visit,,Desktop,Treatment
E0101592,C09451,S083213,2025-01-27 09:49:00,Visit,,Mobile,Control
E0101593,C04086,S069615,2025-08-19 20:56:41,Visit,,Tablet,Control
E0101594,C04589,S112655,2025-07-19 14:07:32,Visit,,Desktop,Treatment
E0101595,C07462,S004946,2025-07-22 11:46:01,Visit,,Desktop,Control
E0101596,C01219,S009107,2025-07-09 13:35:02,Visit,,Mobile,Control
E0101597,C04843,S083220,2025-11-08 15:44:12,Visit,,Mobile,Treatment
E0101598,C00961,S091961,2025-11-26 02:03:17,Visit,,Mobile,Treatment
E0101599,C03867,S079428,2025-10-27 22:13:17,Visit,,Desktop,Control
E0101600,C01792,S082386,2025-08-14 15:54:24,Visit,,Desktop,Control
E0101601,C08041,S044798,2025-09-29 02:09:08,Visit,,Desktop,Treatment
E0101602,C02070,S080704,2025-06-26 21:13:10,Visit,,Desktop,Treatment
E0101603,C02085,S104973,2025-01-22 17:19:36,Visit,,Mobile,Treatment
E0101604,C01392,S045253,2025-06-26 14:35:07,Visit,,Mobile,Treatment
E0101605,C00835,S072462,2025-10-06 10:00:03,Visit,,Mobile,Treatment
E0101606,C01310,S096707,2025-02-24 00:15:09,Visit,,Mobile,Control
E0101607,C07053,S069238,2025-08-15 16:26:39,Visit,,Mobile,Control
E0101608,C05447,S057756,2025-08-02 05:32:55,Visit,,Mobile,Treatment
E0101609,C09142,S012837,2025-12-30 16:40:34,Visit,,Desktop,Treatment
E0101610,C03003,S108391,2025-05-13 09:19:22,Visit,,Desktop,Control
E0101611,C08780,S079670,2025-05-03 01:10:50,Visit,,Mobile,Control
E0101612,C05678,S075696,2025-06-16 13:18:31,Visit,,Mobile,Control
E0101613,C01798,S049926,2025-11-24 16:14:35,Visit,,Mobile,Treatment
E0101614,C09836,S055541,2025-09-21 18:35:25,Visit,,Mobile,Control
E0101615,C02208,S070427,2025-03-17 08:08:10,Visit,,Tablet,Treatment
E0101616,C07911,S089107,2025-01-21 18:00:08,Visit,,Mobile,Treatment
E0101617,C05231,S024697,2025-04-17 01:43:24,Visit,,Desktop,Control
E0101618,C06387,S088365,2025-11-02 08:54:01,Visit,,Mobile,Control
E0101619,C01755,S086995,2025-11-12 02:27:08,Visit,,Mobile,Control
E0101620,C07151,S104267,2025-08-15 07:34:34,Visit,,Mobile,Control
E0101621,C06861,S017066,2025-12-13 16:38:13,Visit,,Mobile,Control
E0101622,C05675,S070039,2025-03-10 22:27:53,Visit,,Mobile,Treatment
E0101623,C09662,S070344,2025-01-21 13:58:12,Visit,,Mobile,Treatment
E0101624,C08175,S109865,2025-01-02 17:19:12,Visit,,Mobile,Control
E0101625,C07409,S006756,2025-10-04 22:31:19,Visit,,Mobile,Treatment
E0101626,C02301,S061850,2025-12-08 14:26:45,Visit,,Mobile,Treatment
E0101627,C03690,S089908,2025-01-29 11:50:03,Visit,,Mobile,Control
E0101628,C05570,S086042,2025-11-03 11:20:14,Visit,,Mobile,Treatment
E0101629,C08055,S074440,2025-01-22 00:29:09,Visit,,Mobile,Control
E0101630,C01338,S095331,2025-05-19 02:18:36,Visit,,Mobile,Treatment
E0101631,C01594,S050096,2025-12-21 23:08:51,Visit,,Mobile,Control
E0101632,C06512,S086852,2025-01-03 20:24:20,Visit,,Desktop,Treatment
E0101633,C06809,S111845,2025-01-07 11:20:34,Visit,,Mobile,Treatment
E0101634,C09043,S035566,2025-07-26 18:54:10,Visit,,Desktop,Control
E0101635,C03261,S034389,2025-08-29 10:38:31,Visit,,Mobile,Treatment
E0101636,C01155,S112170,2025-07-04 03:37:30,Visit,,Desktop,Treatment
E0101637,C02635,S022603,2025-08-03 11:08:59,Visit,,Mobile,Control
E0101638,C09358,S006622,2025-11-30 15:23:30,Visit,,Mobile,Treatment
E0101639,C09276,S053965,2025-07-05 17:45:40,Visit,,Desktop,Treatment
E0101640,C05617,S022660,2025-11-06 12:13:41,Visit,,Desktop,Treatment
E0101641,C08859,S074756,2025-09-13 09:53:36,Visit,,Mobile,Treatment
E0101642,C00273,S002788,2025-02-21 00:26:18,Visit,,Desktop,Control
E0101643,C08213,S043979,2025-04-06 16:23:19,Visit,,Desktop,Treatment
E0101644,C00071,S089608,2025-10-08 07:31:35,Visit,,Mobile,Control
E0101645,C05118,S069696,2025-04-07 23:43:40,Visit,,Mobile,Treatment
E0101646,C06340,S111666,2025-08-18 06:21:07,Visit,,Mobile,Treatment
E0101647,C07779,S101876,2025-03-12 10:21:05,Visit,,Mobile,Control
E0101648,C03932,S107131,2025-12-30 05:27:35,Visit,,Mobile,Treatment
E0101649,C08461,S076846,2025-10-31 19:59:38,Visit,,Mobile,Control
E0101650,C03640,S010712,2025-03-25 04:00:51,Visit,,Mobile,Control
E0101651,C01695,S066210,2025-01-15 02:47:50,Visit,,Desktop,Control
E0101652,C09323,S011648,2025-09-07 13:38:19,Visit,,Tablet,Treatment
E0101653,C09815,S082664,2025-06-06 14:37:36,Visit,,Desktop,Control
E0101654,C02803,S081157,2025-06-27 20:08:35,Visit,,Desktop,Control
E0101655,C08778,S096135,2025-10-18 06:36:40,Visit,,Desktop,Treatment
E0101656,C02174,S015220,2025-01-19 00:00:36,Visit,,Mobile,Control
E0101657,C03603,S052175,2025-07-13 21:50:19,Visit,,Mobile,Treatment
E0101658,C05001,S041075,2025-04-25 17:07:59,Visit,,Desktop,Control
E0101659,C09970,S000208,2025-03-05 04:58:18,Visit,,Mobile,Control
E0101660,C07437,S054935,2025-03-16 06:20:58,Visit,,Desktop,Control
E0101661,C05188,S114170,2025-11-09 08:34:50,Visit,,Desktop,Treatment
E0101662,C03691,S016974,2025-09-02 10:55:40,Visit,,Mobile,Treatment
E0101663,C08363,S004166,2025-03-26 11:24:53,Visit,,Mobile,Control
E0101664,C02194,S040689,2025-04-30 23:51:06,Visit,,Desktop,Treatment
E0101665,C01862,S080569,2025-02-18 05:22:27,Visit,,Desktop,Control
E0101666,C04836,S103478,2025-03-21 15:12:57,Visit,,Mobile,Treatment
E0101667,C01045,S029489,2025-10-07 07:30:05,Visit,,Mobile,Treatment
E0101668,C02490,S005663,2025-11-10 08:25:49,Visit,,Mobile,Control
E0101669,C02990,S093467,2025-08-22 16:16:21,Visit,,Mobile,Treatment
E0101670,C05131,S032200,2025-08-21 07:36:03,Visit,,Mobile,Control
E0101671,C04981,S013273,2025-03-26 06:07:21,Visit,,Mobile,Control
E0101672,C02357,S080634,2025-12-27 16:19:13,Visit,,Desktop,Treatment
E0101673,C00448,S066444,2025-03-13 03:11:30,Visit,,Desktop,Treatment
E0101674,C08818,S068626,2025-03-20 02:22:48,Visit,,Desktop,Control
E0101675,C00598,S076364,2025-12-09 03:03:39,Visit,,Mobile,Control
E0101676,C04787,S060534,2025-05-22 07:45:17,Visit,,Mobile,Treatment
E0101677,C02511,S016631,2025-01-01 09:58:24,Visit,,Desktop,Control
E0101678,C08101,S012844,2025-04-14 01:18:09,Visit,,Mobile,Control
E0101679,C04615,S042762,2025-07-09 15:49:53,Visit,,Mobile,Control
E0101680,C04533,S100646,2025-06-04 07:05:52,Visit,,Mobile,Control
E0101681,C00640,S071272,2025-08-01 04:20:14,Visit,,Tablet,Treatment
E0101682,C07275,S094079,2025-06-04 12:09:42,Visit,,Mobile,Treatment
E0101683,C09157,S077670,2025-01-27 14:55:37,Visit,,Desktop,Control
E0101684,C00125,S035710,2025-05-13 05:54:35,Visit,,Mobile,Treatment
E0101685,C09464,S060605,2025-03-02 15:26:40,Visit,,Desktop,Control
E0101686,C06236,S093047,2025-12-11 06:02:24,Visit,,Mobile,Treatment
E0101687,C06742,S002874,2025-06-22 20:30:52,Visit,,Desktop,Control
E0101688,C05616,S098351,2025-10-06 05:19:06,Visit,,Mobile,Treatment
E0101689,C02766,S014465,2025-12-08 18:52:24,Visit,,Desktop,Treatment
E0101690,C08101,S056179,2025-02-04 13:05:10,Visit,,Desktop,Treatment
E0101691,C07167,S075026,2025-05-19 11:47:34,Visit,,Mobile,Control
E0101692,C09192,S108457,2025-12-23 02:37:14,Visit,,Desktop,Control
E0101693,C06680,S066947,2025-09-08 01:57:58,Visit,,Mobile,Treatment
E0101694,C03033,S025645,2025-03-17 21:18:27,Visit,,Mobile,Control
E0101695,C07544,S113473,2025-06-28 15:49:27,Visit,,Mobile,Treatment
E0101696,C08234,S093641,2025-04-07 12:06:02,Visit,,Mobile,Control
E0101697,C07542,S075825,2025-12-23 05:37:21,Visit,,Mobile,Treatment
E0101698,C00098,S008277,2025-07-24 01:49:41,Visit,,Mobile,Treatment
E0101699,C04233,S052646,2025-07-08 01:30:32,Visit,,Mobile,Control
E0101700,C09146,S072617,2025-10-12 11:32:04,Visit,,Desktop,Treatment
E0101701,C07504,S043045,2025-08-28 19:23:46,Visit,,Mobile,Treatment
E0101702,C02962,S062796,2025-01-24 01:54:20,Visit,,Mobile,Treatment
E0101703,C06903,S071534,2025-11-27 18:53:08,Visit,,Mobile,Control
E0101704,C03629,S112291,2025-03-13 09:05:37,Visit,,Mobile,Control
E0101705,C01202,S103342,2025-10-13 02:06:20,Visit,,Mobile,Control
E0101706,C01824,S069079,2025-02-17 22:27:25,Visit,,Desktop,Treatment
E0101707,C06654,S020739,2025-07-31 12:26:35,Visit,,Mobile,Treatment
E0101708,C03070,S039041,2025-07-31 08:19:01,Visit,,Mobile,Treatment
E0101709,C02876,S091246,2025-04-12 03:32:16,Visit,,Mobile,Control
E0101710,C09851,S001114,2025-08-04 02:20:15,Visit,,Desktop,Control
E0101711,C03947,S077504,2025-12-30 21:34:56,Visit,,Mobile,Treatment
E0101712,C00710,S018802,2025-02-12 18:12:27,Visit,,Mobile,Control
E0101713,C02844,S040149,2025-03-16 23:35:15,Visit,,Mobile,Control
E0101714,C02945,S019372,2025-06-03 12:23:23,Visit,,Desktop,Control
E0101715,C09608,S058593,2025-12-18 08:44:37,Visit,,Desktop,Control
E0101716,C06836,S113457,2025-04-07 09:33:40,Visit,,Mobile,Treatment
E0101717,C03987,S042337,2025-09-25 16:05:39,Visit,,Mobile,Treatment
E0101718,C06982,S089169,2025-08-12 23:39:23,Visit,,Desktop,Control
E0101719,C09666,S097102,2025-08-26 14:40:24,Visit,,Mobile,Treatment
E0101720,C01869,S105153,2025-09-14 11:00:29,Visit,,Mobile,Control
E0101721,C04897,S058314,2025-05-06 12:44:21,Visit,,Mobile,Control
E0101722,C09286,S020523,2025-02-04 07:17:12,Visit,,Mobile,Treatment
E0101723,C08073,S052312,2025-02-10 19:31:50,Visit,,Desktop,Treatment
E0101724,C03345,S103449,2025-01-31 20:10:19,Visit,,Mobile,Control
E0101725,C07731,S036554,2025-03-03 08:33:06,Visit,,Mobile,Treatment
E0101726,C05436,S040542,2025-08-15 23:07:57,Visit,,Mobile,Control
E0101727,C06220,S070941,2025-09-20 00:31:10,Visit,,Mobile,Treatment
E0101728,C07266,S015595,2025-06-18 04:12:21,Visit,,Tablet,Treatment
E0101729,C09979,S022769,2025-02-13 14:19:13,Visit,,Desktop,Treatment
E0101730,C02039,S052394,2025-05-20 05:30:09,Visit,,Mobile,Treatment
E0101731,C04654,S017937,2025-04-15 06:01:00,Visit,,Mobile,Control
E0101732,C04095,S024593,2025-11-16 15:39:54,Visit,,Mobile,Treatment
E0101733,C00776,S000784,2025-02-15 22:14:50,Visit,,Desktop,Control
E0101734,C04257,S077764,2025-05-15 19:19:56,Visit,,Desktop,Control
E0101735,C03179,S092890,2025-10-18 17:35:45,Visit,,Desktop,Control
E0101736,C00732,S020681,2025-06-09 14:56:51,Visit,,Mobile,Control
E0101737,C05961,S108781,2025-02-15 19:50:55,Visit,,Mobile,Control
E0101738,C01966,S039957,2025-03-23 15:28:01,Visit,,Mobile,Control
E0101739,C01459,S074089,2025-05-29 03:09:07,Visit,,Desktop,Treatment
E0101740,C07987,S098762,2025-01-14 23:36:04,Visit,,Mobile,Treatment
E0101741,C09419,S080641,2025-08-02 01:04:56,Visit,,Mobile,Control
E0101742,C02747,S098516,2025-01-10 12:35:11,Visit,,Desktop,Control
E0101743,C04747,S079143,2025-02-27 23:36:47,Visit,,Mobile,Treatment
E0101744,C08974,S108797,2025-11-29 21:57:32,Visit,,Mobile,Treatment
E0101745,C06767,S046110,2025-12-21 14:42:48,Visit,,Mobile,Treatment
E0101746,C01971,S111177,2025-11-10 22:53:58,Visit,,Mobile,Treatment
E0101747,C06796,S052388,2025-06-07 14:08:48,Visit,,Mobile,Control
E0101748,C08712,S069866,2025-03-01 09:33:55,Visit,,Mobile,Control
E0101749,C09287,S035267,2025-08-22 16:47:54,Visit,,Mobile,Control
E0101750,C02676,S073366,2025-03-08 16:14:05,Visit,,Mobile,Treatment
E0101751,C01860,S054358,2025-09-06 00:21:16,Visit,,Mobile,Treatment
E0101752,C02359,S083066,2025-12-29 04:58:10,Visit,,Mobile,Control
E0101753,C06660,S045061,2025-10-14 04:32:08,Visit,,Mobile,Control
E0101754,C07909,S072947,2025-09-23 18:41:22,Visit,,Desktop,Treatment
E0101755,C09305,S112543,2025-04-19 06:18:13,Visit,,Mobile,Control
E0101756,C02362,S058883,2025-11-03 02:39:01,Visit,,Desktop,Control
E0101757,C02609,S060333,2025-10-19 01:02:17,Visit,,Desktop,Control
E0101758,C02142,S099546,2025-12-27 13:53:41,Visit,,Mobile,Treatment
E0101759,C09746,S073726,2025-04-17 21:18:10,Visit,,Mobile,Control
E0101760,C07059,S022274,2025-12-27 21:04:18,Visit,,Tablet,Control
E0101761,C08453,S087474,2025-02-03 14:51:27,Visit,,Desktop,Treatment
E0101762,C08227,S069523,2025-06-15 04:04:18,Visit,,Mobile,Control
E0101763,C06979,S063116,2025-03-01 05:29:04,Visit,,Mobile,Control
E0101764,C03989,S018087,2025-08-04 19:12:44,Visit,,Mobile,Treatment
E0101765,C05127,S035843,2025-10-07 16:22:42,Visit,,Desktop,Treatment
E0101766,C01092,S100744,2025-01-22 10:16:20,Visit,,Mobile,Treatment
E0101767,C04668,S017260,2025-10-05 05:52:13,Visit,,Mobile,Control
E0101768,C08659,S102524,2025-04-13 12:18:52,Visit,,Tablet,Treatment
E0101769,C09053,S045492,2025-07-28 14:58:58,Visit,,Tablet,Treatment
E0101770,C04619,S114174,2025-12-09 11:44:45,Visit,,Mobile,Treatment
E0101771,C07885,S079099,2025-09-04 09:15:24,Visit,,Mobile,Control
E0101772,C02306,S091647,2025-06-21 09:38:48,Visit,,Mobile,Treatment
E0101773,C00274,S069542,2025-05-29 05:28:16,Visit,,Desktop,Control
E0101774,C02726,S068774,2025-07-06 19:15:19,Visit,,Desktop,Control
E0101775,C05675,S097941,2025-05-28 03:57:34,Visit,,Tablet,Treatment
E0101776,C07832,S024937,2025-07-22 14:52:11,Visit,,Mobile,Control
E0101777,C05344,S038298,2025-06-24 17:02:40,Visit,,Mobile,Control
E0101778,C02571,S049836,2025-11-25 10:03:37,Visit,,Mobile,Control
E0101779,C06231,S085001,2025-12-04 05:30:48,Visit,,Mobile,Control
E0101780,C08445,S068856,2025-06-19 10:22:43,Visit,,Mobile,Control
E0101781,C01258,S008389,2025-05-04 20:14:39,Visit,,Mobile,Control
E0101782,C01392,S056147,2025-11-24 19:57:32,Visit,,Desktop,Treatment
E0101783,C01922,S034475,2025-07-09 17:43:27,Visit,,Mobile,Control
E0101784,C02518,S052338,2025-02-19 11:31:31,Visit,,Mobile,Treatment
E0101785,C01956,S046327,2025-10-15 22:11:33,Visit,,Tablet,Control
E0101786,C01572,S035512,2025-11-28 01:21:30,Visit,,Desktop,Control
E0101787,C03152,S041000,2025-01-06 17:02:23,Visit,,Mobile,Control
E0101788,C07157,S086939,2025-07-26 00:13:48,Visit,,Mobile,Treatment
E0101789,C01704,S097361,2025-04-02 13:05:21,Visit,,Mobile,Control
E0101790,C00446,S005517,2025-04-14 09:04:28,Visit,,Mobile,Treatment
E0101791,C08234,S044128,2025-07-07 09:56:25,Visit,,Desktop,Control
E0101792,C01980,S061681,2025-04-18 06:59:51,Visit,,Mobile,Control
E0101793,C05351,S080126,2025-01-10 22:48:00,Visit,,Mobile,Control
E0101794,C04182,S050130,2025-07-15 06:25:14,Visit,,Desktop,Treatment
E0101795,C04268,S025563,2025-11-24 13:33:34,Visit,,Mobile,Control
E0101796,C07119,S020130,2025-05-28 21:01:36,Visit,,Mobile,Control
E0101797,C01876,S065046,2025-12-08 14:26:32,Visit,,Desktop,Control
E0101798,C07651,S002991,2025-04-12 22:38:07,Visit,,Mobile,Control
E0101799,C07530,S068076,2025-04-14 23:33:00,Visit,,Mobile,Treatment
E0101800,C09579,S023159,2025-01-27 19:37:36,Visit,,Mobile,Control
E0101801,C07677,S010295,2025-12-21 22:49:57,Visit,,Mobile,Control
E0101802,C05308,S082137,2025-04-22 19:57:29,Visit,,Mobile,Control
E0101803,C01671,S007547,2025-05-19 15:36:49,Visit,,Mobile,Treatment
E0101804,C08839,S104174,2025-09-08 08:20:18,Visit,,Mobile,Treatment
E0101805,C09627,S007717,2025-01-13 09:44:13,Visit,,Mobile,Treatment
E0101806,C06836,S044259,2025-02-28 07:02:38,Visit,,Mobile,Treatment
E0101807,C08600,S074138,2025-11-27 17:07:19,Visit,,Mobile,Treatment
E0101808,C02841,S071923,2025-07-28 18:40:34,Visit,,Mobile,Treatment
E0101809,C05217,S025071,2025-03-31 18:12:29,Visit,,Tablet,Treatment
E0101810,C05118,S044354,2025-02-20 08:27:19,Visit,,Desktop,Control
E0101811,C00722,S063870,2025-02-10 21:04:29,Visit,,Mobile,Control
E0101812,C09115,S033553,2025-02-10 19:50:40,Visit,,Mobile,Control
E0101813,C02650,S076123,2025-09-12 17:14:21,Visit,,Mobile,Treatment
E0101814,C05273,S002438,2025-12-23 08:23:18,Visit,,Desktop,Treatment
E0101815,C01793,S055832,2025-10-30 11:34:19,Visit,,Mobile,Control
E0101816,C01960,S006273,2025-12-05 07:57:58,Visit,,Mobile,Treatment
E0101817,C09138,S062696,2025-06-21 03:37:03,Visit,,Desktop,Control
E0101818,C09703,S088917,2025-02-09 05:32:17,Visit,,Mobile,Treatment
E0101819,C05190,S083402,2025-04-20 06:16:20,Visit,,Mobile,Control
E0101820,C04273,S041860,2025-04-26 04:24:45,Visit,,Desktop,Treatment
E0101821,C00807,S004177,2025-07-30 10:10:00,Visit,,Mobile,Treatment
E0101822,C08493,S099665,2025-06-09 19:45:22,Visit,,Desktop,Control
E0101823,C05569,S105175,2025-12-14 08:21:17,Visit,,Mobile,Control
E0101824,C00628,S022837,2025-06-02 12:29:06,Visit,,Mobile,Treatment
E0101825,C08654,S074377,2025-07-28 14:31:04,Visit,,Mobile,Control
E0101826,C03213,S008731,2025-06-06 19:00:22,Visit,,Mobile,Control
E0101827,C09790,S093443,2025-07-27 03:38:21,Visit,,Mobile,Control
E0101828,C01946,S010604,2025-02-25 05:58:48,Visit,,Tablet,Control
E0101829,C03433,S026076,2025-03-01 20:27:18,Visit,,Mobile,Control
E0101830,C00209,S084500,2025-06-07 12:21:23,Visit,,Mobile,Control
E0101831,C08544,S105374,2025-05-06 05:22:02,Visit,,Mobile,Control
E0101832,C01366,S084496,2025-03-29 23:48:24,Visit,,Mobile,Treatment
E0101833,C08577,S065406,2025-03-26 17:15:50,Visit,,Mobile,Treatment
E0101834,C04138,S025520,2025-02-03 05:55:06,Visit,,Mobile,Control
E0101835,C03464,S017677,2025-09-06 01:01:29,Visit,,Mobile,Control
E0101836,C06416,S072826,2025-11-08 18:09:27,Visit,,Mobile,Treatment
E0101837,C00601,S047707,2025-10-26 10:54:50,Visit,,Mobile,Control
E0101838,C09894,S050831,2025-05-16 17:33:44,Visit,,Mobile,Control
E0101839,C00089,S108664,2025-10-06 05:10:58,Visit,,Desktop,Treatment
E0101840,C05149,S094232,2025-04-29 04:14:01,Visit,,Desktop,Control
E0101841,C07535,S073111,2025-06-14 19:56:06,Visit,,Mobile,Treatment
E0101842,C03183,S063497,2025-07-08 11:35:50,Visit,,Mobile,Control
E0101843,C08177,S089479,2025-04-13 17:29:30,Visit,,Mobile,Control
E0101844,C08152,S104884,2025-10-11 21:59:40,Visit,,Mobile,Control
E0101845,C06248,S000338,2025-02-22 16:03:23,Visit,,Mobile,Control
E0101846,C01800,S088743,2025-09-19 05:10:22,Visit,,Desktop,Treatment
E0101847,C09680,S027497,2025-12-16 17:51:09,Visit,,Mobile,Control
E0101848,C03129,S011598,2025-03-07 07:25:25,Visit,,Mobile,Treatment
E0101849,C04220,S063392,2025-01-30 08:22:38,Visit,,Mobile,Control
E0101850,C05523,S040507,2025-12-24 07:51:07,Visit,,Tablet,Control
E0101851,C06966,S114379,2025-02-02 13:52:36,Visit,,Mobile,Control
E0101852,C09752,S058602,2025-05-25 04:01:24,Visit,,Desktop,Treatment
E0101853,C00895,S073469,2025-01-15 01:34:16,Visit,,Mobile,Treatment
E0101854,C05754,S048862,2025-09-20 09:54:40,Visit,,Mobile,Treatment
E0101855,C05418,S046825,2025-06-26 07:48:43,Visit,,Mobile,Treatment
E0101856,C06054,S084441,2025-07-12 04:49:02,Visit,,Mobile,Control
E0101857,C03892,S000227,2025-07-04 12:33:47,Visit,,Mobile,Control
E0101858,C03858,S053678,2025-05-25 19:04:20,Visit,,Mobile,Treatment
E0101859,C00106,S099921,2025-10-21 11:19:11,Visit,,Desktop,Control
E0101860,C00329,S061844,2025-11-09 19:58:25,Visit,,Mobile,Treatment
E0101861,C07583,S097908,2025-05-09 15:40:58,Visit,,Mobile,Treatment
E0101862,C01425,S051492,2025-04-26 21:13:27,Visit,,Mobile,Control
E0101863,C06325,S087238,2025-07-31 16:16:13,Visit,,Mobile,Control
E0101864,C05468,S106276,2025-08-04 00:25:06,Visit,,Mobile,Control
E0101865,C00162,S004998,2025-09-27 12:28:47,Visit,,Mobile,Treatment
E0101866,C05287,S014514,2025-10-24 06:45:47,Visit,,Mobile,Treatment
E0101867,C06091,S059187,2025-02-08 13:16:45,Visit,,Tablet,Control
E0101868,C02424,S003769,2025-12-11 19:26:07,Visit,,Desktop,Control
E0101869,C04782,S107499,2025-06-02 10:47:30,Visit,,Desktop,Control
E0101870,C05666,S107856,2025-08-16 06:11:01,Visit,,Mobile,Control
E0101871,C08599,S005486,2025-02-04 07:00:30,Visit,,Desktop,Treatment
E0101872,C02079,S055958,2025-05-26 15:41:16,Visit,,Mobile,Control
E0101873,C04327,S114723,2025-01-19 19:33:47,Visit,,Mobile,Treatment
E0101874,C01491,S000379,2025-05-14 08:46:24,Visit,,Mobile,Treatment
E0101875,C06448,S012176,2025-10-23 23:16:08,Visit,,Mobile,Control
E0101876,C05841,S091854,2025-02-11 01:46:08,Visit,,Mobile,Treatment
E0101877,C02071,S002684,2025-02-08 14:44:35,Visit,,Mobile,Control
E0101878,C08614,S106325,2025-06-13 01:23:19,Visit,,Desktop,Control
E0101879,C06970,S093307,2025-10-25 19:51:35,Visit,,Mobile,Treatment
E0101880,C04013,S053416,2025-04-19 22:17:45,Visit,,Desktop,Treatment
E0101881,C04974,S055682,2025-07-29 18:59:19,Visit,,Desktop,Treatment
E0101882,C01999,S099829,2025-03-02 21:18:53,Visit,,Desktop,Treatment
E0101883,C00621,S009725,2025-05-17 10:05:19,Visit,,Mobile,Treatment
E0101884,C04707,S018429,2025-03-11 18:11:10,Visit,,Mobile,Treatment
E0101885,C08965,S051561,2025-08-04 07:01:58,Visit,,Desktop,Control
E0101886,C08462,S071613,2025-06-18 11:10:31,Visit,,Mobile,Control
E0101887,C04743,S020752,2025-04-18 17:43:21,Visit,,Tablet,Control
E0101888,C08297,S031788,2025-02-07 13:15:39,Visit,,Desktop,Treatment
E0101889,C05821,S044546,2025-09-10 09:36:16,Visit,,Desktop,Treatment
E0101890,C02512,S038478,2025-03-30 11:26:35,Visit,,Mobile,Treatment
E0101891,C08950,S040282,2025-10-27 17:47:06,Visit,,Desktop,Control
E0101892,C05688,S034613,2025-09-27 10:16:54,Visit,,Desktop,Control
E0101893,C05071,S066850,2025-03-27 09:36:34,Visit,,Desktop,Control
E0101894,C01816,S070117,2025-07-26 12:07:56,Visit,,Mobile,Treatment
E0101895,C01125,S099193,2025-09-10 21:28:39,Visit,,Desktop,Treatment
E0101896,C03280,S052801,2025-12-23 17:44:40,Visit,,Mobile,Treatment
E0101897,C06448,S076128,2025-01-23 12:53:42,Visit,,Desktop,Control
E0101898,C06405,S052825,2025-10-16 14:03:14,Visit,,Mobile,Control
E0101899,C06094,S029981,2025-09-21 09:25:36,Visit,,Desktop,Treatment
E0101900,C08960,S032842,2025-04-17 07:38:26,Visit,,Mobile,Treatment
E0101901,C02562,S017458,2025-09-09 12:05:28,Visit,,Desktop,Control
E0101902,C04530,S030666,2025-09-18 18:55:18,Visit,,Mobile,Treatment
E0101903,C05532,S041458,2025-12-28 16:56:44,Visit,,Mobile,Treatment
E0101904,C03890,S000487,2025-04-17 21:38:14,Visit,,Mobile,Treatment
E0101905,C01808,S031050,2025-11-05 01:27:28,Visit,,Desktop,Treatment
E0101906,C02344,S092915,2025-12-22 11:37:59,Visit,,Mobile,Control
E0101907,C07941,S024496,2025-10-27 04:37:40,Visit,,Desktop,Treatment
E0101908,C06518,S095354,2025-10-19 21:33:44,Visit,,Desktop,Treatment
E0101909,C01240,S089325,2025-03-01 09:03:56,Visit,,Desktop,Treatment
E0101910,C06594,S086103,2025-05-11 05:30:51,Visit,,Mobile,Control
E0101911,C06130,S039717,2025-11-03 09:15:33,Visit,,Mobile,Treatment
E0101912,C04958,S101336,2025-02-17 20:57:06,Visit,,Mobile,Control
E0101913,C00430,S002002,2025-02-26 00:17:40,Visit,,Mobile,Control
E0101914,C07751,S105747,2025-04-10 19:51:33,Visit,,Desktop,Treatment
E0101915,C01039,S034757,2025-07-12 12:54:53,Visit,,Mobile,Treatment
