session_id,customer_id,session_date,session_duration,pages_viewed,device,traffic_source
S022882,C00096,2025-11-28 03:44:57,4.27,5,Mobile,Paid Ads
S022883,C01763,2025-09-19 21:21:37,4.54,2,Mobile,Paid Ads
S022884,C03470,2025-06-03 08:32:35,14.51,6,Mobile,Organic
S022885,C06589,2025-07-26 04:32:35,3.28,6,Desktop,Social Media
S022886,C01145,2025-07-19 07:29:39,8.67,3,Mobile,Social Media
S022887,C01241,2025-11-22 07:41:17,7.12,5,Desktop,Email
S022888,C07773,2025-12-04 20:15:00,9.32,9,Mobile,Paid Ads
S022889,C06289,2025-11-09 11:21:50,19.08,6,Desktop,Paid Ads
S022890,C01242,2025-05-09 09:35:10,1.06,6,Desktop,Email
S022891,C00118,2025-03-11 20:58:37,4.68,10,Mobile,Referral
S022892,C04259,2025-08-03 18:19:46,12.46,7,Mobile,Referral
S022893,C07839,2025-09-23 13:25:51,8.63,6,Mobile,Email
S022894,C01965,2025-07-07 05:00:04,10.73,4,Desktop,Organic
S022895,C00228,2025-09-25 05:21:38,16.96,6,Desktop,Organic
S022896,C02400,2025-11-15 03:45:57,2.5,6,Mobile,Email
S022897,C08718,2025-05-06 16:03:47,14.48,5,Desktop,Organic
S022898,C07281,2025-10-23 13:09:06,5.89,6,Desktop,Referral
S022899,C00699,2025-10-30 03:28:06,1.37,5,Mobile,Referral
S022900,C05773,2025-01-24 05:02:17,4.33,6,Mobile,Paid Ads
S022901,C09826,2025-09-09 13:44:13,3.46,7,Mobile,Organic
S022902,C03998,2025-12-17 11:11:46,6.88,6,Mobile,Email
S022903,C00895,2025-07-02 16:03:03,11.87,10,Desktop,Referral
S022904,C03518,2025-10-11 13:30:09,7.71,6,Tablet,Organic
S022905,C01359,2025-06-27 11:34:55,13.29,4,Mobile,Referral
S022906,C02401,2025-08-11 23:00:48,6.58,6,Desktop,Referral
S022907,C06328,2025-06-14 23:10:34,2.58,7,Mobile,Social Media
S022908,C03821,2025-03-15 06:00:07,9.56,10,Desktop,Organic
S022909,C06262,2025-03-28 21:39:57,8.41,10,Desktop,Referral
S022910,C04863,2025-08-05 14:36:06,8.07,9,Desktop,Email
S022911,C07250,2025-07-01 22:56:51,9.05,5,Mobile,Organic
S022912,C02693,2025-07-16 19:47:48,7.96,5,Desktop,Organic
S022913,C05679,2025-06-13 21:53:42,6.97,6,Tablet,Referral
S022914,C02088,2025-09-23 11:26:23,10.91,5,Desktop,Email
S022915,C01927,2025-09-07 04:47:54,1.38,5,Mobile,Organic
S022916,C06536,2025-10-20 00:54:55,5.88,3,Mobile,Organic
S022917,C09613,2025-04-24 02:44:01,3.16,6,Mobile,Referral
S022918,C06566,2025-07-16 22:48:52,2.82,5,Mobile,Paid Ads
S022919,C01843,2025-11-17 22:35:29,2.99,7,Tablet,Referral
S022920,C00669,2025-07-31 08:06:45,12.23,2,Mobile,Paid Ads
S022921,C02463,2025-03-10 17:27:11,7.42,4,Tablet,Email
S022922,C04377,2025-07-22 02:55:32,24.71,3,Mobile,Organic
S022923,C06662,2025-08-15 07:38:58,7.33,7,Mobile,Referral
S022924,C07178,2025-04-24 15:40:10,4.27,6,Desktop,Organic
S022925,C08270,2025-10-06 23:10:20,8.72,4,Desktop,Social Media
S022926,C06144,2025-02-03 16:10:39,5.43,3,Mobile,Email
S022927,C08680,2025-01-11 18:03:54,5.02,7,Mobile,Paid Ads
S022928,C08163,2025-03-05 10:05:04,9.16,4,Mobile,Referral
S022929,C01016,2025-03-06 16:56:07,14.14,2,Mobile,Paid Ads
S022930,C09279,2025-03-27 02:37:53,6.41,5,Mobile,Paid Ads
S022931,C03020,2025-05-16 13:16:39,21.88,3,Mobile,Paid Ads
S022932,C07599,2025-02-14 08:47:34,10.0,6,Mobile,Social Media
S022933,C03532,2025-05-24 10:49:38,1.26,3,Mobile,Referral
S022934,C01715,2025-01-08 20:49:58,4.98,2,Mobile,Paid Ads
S022935,C04842,2025-09-21 03:02:24,12.48,5,Mobile,Email
S022936,C01873,2025-02-07 01:03:26,8.41,5,Tablet,Paid Ads
S022937,C08343,2025-09-23 19:49:21,16.36,4,Desktop,Paid Ads
S022938,C03199,2025-09-24 12:39:56,15.9,9,Desktop,Social Media
S022939,C04951,2025-03-07 21:11:05,11.59,6,Mobile,Referral
S022940,C03332,2025-09-30 07:11:15,13.62,9,Desktop,Referral
S022941,C00481,2025-07-28 05:34:42,2.96,6,Mobile,Email
S022942,C09098,2025-01-17 15:41:23,14.06,8,Mobile,Social Media
S022943,C04879,2025-11-24 22:37:43,6.06,8,Desktop,Organic
S022944,C01345,2025-10-13 08:03:56,12.15,5,Desktop,Organic
S022945,C02052,2025-10-27 10:04:53,9.7,7,Mobile,Organic
S022946,C09700,2025-11-04 13:35:40,5.19,8,Desktop,Paid Ads
S022947,C02625,2025-12-21 09:18:45,5.6,6,Mobile,Organic
S022948,C01177,2025-12-24 09:30:08,1.04,7,Tablet,Paid Ads
S022949,C03878,2025-01-07 21:11:13,11.2,4,Mobile,Referral
S022950,C05451,2025-03-12 14:02:52,14.57,2,Desktop,Referral
S022951,C09910,2025-11-19 10:13:49,12.9,6,Mobile,Referral
S022952,C03637,2025-10-22 14:55:22,1.38,10,Mobile,Organic
S022953,C09539,2025-03-14 01:35:35,14.55,5,Mobile,Paid Ads
S022954,C06517,2025-08-20 01:03:35,6.67,9,Mobile,Email
S022955,C00751,2025-11-28 00:56:16,7.01,5,Desktop,Referral
S022956,C08053,2025-03-12 16:19:17,10.42,6,Mobile,Referral
S022957,C05652,2025-10-03 07:19:14,3.77,6,Mobile,Social Media
S022958,C00990,2025-02-14 19:00:18,2.75,7,Mobile,Email
S022959,C05102,2025-02-19 17:14:56,8.04,6,Desktop,Organic
S022960,C05181,2025-12-03 23:35:53,13.11,9,Mobile,Organic
S022961,C07664,2025-03-23 03:15:26,13.62,6,Mobile,Paid Ads
S022962,C08441,2025-02-07 15:22:29,14.67,4,Mobile,Paid Ads
S022963,C07032,2025-04-13 10:14:12,3.6,5,Mobile,Paid Ads
S022964,C02107,2025-11-15 14:44:09,5.21,6,Desktop,Organic
S022965,C08231,2025-04-11 21:17:02,9.68,4,Mobile,Paid Ads
S022966,C02325,2025-04-26 01:17:33,8.81,6,Mobile,Paid Ads
S022967,C06027,2025-08-20 16:09:48,4.16,6,Mobile,Organic
S022968,C04171,2025-08-03 03:45:30,20.18,6,Mobile,Referral
S022969,C03843,2025-04-14 14:15:14,0.5,8,Mobile,Organic
S022970,C03867,2025-11-27 18:25:14,9.03,5,Mobile,Organic
S022971,C06648,2025-06-24 18:04:50,14.55,6,Desktop,Paid Ads
S022972,C08599,2025-05-14 23:59:53,1.77,2,Tablet,Organic
S022973,C03139,2025-11-27 05:22:19,11.26,6,Mobile,Referral
S022974,C02611,2025-02-17 08:06:06,1.14,9,Mobile,Organic
S022975,C01358,2025-09-05 10:19:33,3.45,12,Tablet,Email
S022976,C05131,2025-05-29 05:30:13,13.43,7,Desktop,Organic
S022977,C02096,2025-08-29 15:27:03,10.73,8,Tablet,Organic
S022978,C00151,2025-11-15 03:09:09,13.03,5,Desktop,Organic
S022979,C04783,2025-04-09 15:26:18,7.75,4,Mobile,Organic
S022980,C06543,2025-07-24 21:06:57,3.87,9,Mobile,Social Media
S022981,C02763,2025-09-19 22:14:46,10.63,3,Desktop,Referral
S022982,C04521,2025-04-25 05:09:49,14.27,6,Mobile,Paid Ads
S022983,C02301,2025-12-17 08:36:02,7.75,5,Mobile,Organic
S022984,C02851,2025-06-08 15:02:52,5.87,7,Desktop,Paid Ads
S022985,C00895,2025-02-10 20:04:32,3.42,6,Mobile,Organic
S022986,C02981,2025-01-29 08:19:49,6.86,7,Mobile,Organic
S022987,C06496,2025-03-27 07:33:11,8.61,5,Mobile,Social Media
S022988,C03817,2025-11-18 01:46:45,15.08,7,Mobile,Referral
S022989,C06397,2025-07-08 13:25:44,11.83,8,Desktop,Paid Ads
S022990,C07465,2025-04-02 23:31:37,3.65,7,Mobile,Paid Ads
S022991,C03599,2025-04-03 14:26:01,6.91,4,Mobile,Referral
S022992,C03170,2025-01-11 14:13:57,7.68,11,Desktop,Organic
S022993,C09721,2025-01-19 05:43:10,15.62,3,Desktop,Email
S022994,C02017,2025-08-18 04:43:44,3.57,3,Desktop,Paid Ads
S022995,C03290,2025-06-30 17:39:22,14.7,3,Mobile,Social Media
S022996,C04615,2025-04-08 23:08:09,5.5,9,Desktop,Organic
S022997,C02164,2025-11-15 13:01:14,11.83,5,Mobile,Paid Ads
S022998,C09361,2025-03-20 01:00:55,4.21,8,Tablet,Referral
S022999,C03554,2025-06-25 07:02:09,14.43,8,Tablet,Organic
S023000,C03637,2025-05-04 07:15:38,4.57,6,Mobile,Social Media
S023001,C01603,2025-11-23 05:24:06,18.18,7,Desktop,Social Media
S023002,C01694,2025-12-06 17:45:34,4.84,4,Mobile,Paid Ads
S023003,C09010,2025-01-04 06:42:40,5.28,8,Desktop,Referral
S023004,C00781,2025-03-23 03:01:15,9.14,7,Mobile,Social Media
S023005,C09490,2025-02-02 07:51:50,4.97,5,Desktop,Referral
S023006,C01846,2025-09-14 14:42:21,10.87,3,Desktop,Paid Ads
S023007,C08745,2025-11-09 15:48:22,8.71,4,Desktop,Organic
S023008,C06703,2025-10-17 06:50:06,10.08,7,Mobile,Organic
S023009,C08105,2025-04-24 00:15:56,1.58,6,Mobile,Paid Ads
S023010,C07240,2025-05-23 12:19:05,4.58,7,Mobile,Paid Ads
S023011,C02648,2025-11-12 19:08:13,7.26,4,Mobile,Organic
S023012,C03791,2025-03-14 22:10:14,17.0,5,Mobile,Organic
S023013,C04175,2025-03-14 08:29:46,6.58,1,Desktop,Email
S023014,C09041,2025-01-20 23:49:11,6.98,10,Mobile,Organic
S023015,C06534,2025-03-11 22:03:06,8.28,8,Mobile,Organic
S023016,C07222,2025-06-08 07:33:22,4.3,6,Desktop,Organic
S023017,C01335,2025-04-24 00:42:56,10.24,9,Mobile,Referral
S023018,C02425,2025-12-06 15:47:30,5.81,7,Desktop,Organic
S023019,C00596,2025-08-05 01:54:14,9.22,3,Mobile,Referral
S023020,C07903,2025-05-19 12:56:12,7.2,6,Desktop,Paid Ads
S023021,C07809,2025-01-25 10:08:43,1.53,7,Desktop,Paid Ads
S023022,C08691,2025-02-28 20:36:06,9.58,5,Tablet,Organic
S023023,C02459,2025-11-05 01:55:22,12.1,9,Mobile,Organic
S023024,C06210,2025-03-26 17:22:53,6.56,5,Desktop,Email
S023025,C04323,2025-07-01 07:24:34,8.78,9,Mobile,Social Media
S023026,C02131,2025-01-07 12:40:45,7.14,2,Desktop,Organic
S023027,C00838,2025-02-13 17:09:53,3.73,7,Desktop,Organic
S023028,C02019,2025-06-30 21:36:17,1.71,4,Mobile,Paid Ads
S023029,C01702,2025-12-16 21:01:58,4.01,4,Desktop,Organic
S023030,C02206,2025-08-24 17:45:30,24.33,4,Mobile,Referral
S023031,C06632,2025-12-18 09:53:38,6.24,4,Mobile,Paid Ads
S023032,C08992,2025-02-06 09:02:38,6.63,8,Mobile,Organic
S023033,C03899,2025-10-02 05:38:47,16.02,5,Mobile,Paid Ads
S023034,C00877,2025-12-29 23:43:44,9.38,8,Tablet,Referral
S023035,C09930,2025-03-09 18:30:50,6.75,6,Mobile,Social Media
S023036,C03334,2025-11-02 16:02:15,4.48,5,Mobile,Organic
S023037,C02370,2025-02-02 03:42:09,17.75,8,Tablet,Social Media
S023038,C02080,2025-11-12 04:54:16,6.04,6,Desktop,Social Media
S023039,C01701,2025-05-20 09:38:31,8.19,8,Mobile,Email
S023040,C05396,2025-06-16 09:17:33,6.9,1,Mobile,Organic
S023041,C09758,2025-07-29 18:42:38,2.71,6,Desktop,Organic
S023042,C00821,2025-07-30 04:47:13,8.88,6,Desktop,Organic
S023043,C08065,2025-05-29 00:34:12,3.89,2,Mobile,Social Media
S023044,C09430,2025-04-03 16:59:02,3.21,6,Mobile,Organic
S023045,C00082,2025-03-14 03:18:32,4.4,2,Desktop,Social Media
S023046,C00895,2025-06-30 14:18:11,6.13,5,Desktop,Organic
S023047,C01917,2025-08-13 15:04:48,6.02,6,Mobile,Referral
S023048,C04590,2025-04-24 23:19:06,5.25,3,Mobile,Referral
S023049,C01735,2025-03-24 03:42:15,7.98,7,Tablet,Paid Ads
S023050,C00407,2025-12-23 05:26:08,7.57,5,Mobile,Paid Ads
S023051,C06590,2025-04-15 22:13:51,0.3,2,Mobile,Social Media
S023052,C07707,2025-04-06 03:36:35,3.56,6,Mobile,Organic
S023053,C08487,2025-12-26 22:53:29,8.74,4,Desktop,Organic
S023054,C07063,2025-01-03 06:56:05,7.89,9,Desktop,Organic
S023055,C07346,2025-10-01 06:42:19,5.89,4,Mobile,Organic
S023056,C00588,2025-12-13 16:53:38,7.4,8,Tablet,Social Media
S023057,C02120,2025-10-10 21:02:00,10.81,7,Mobile,Referral
S023058,C09337,2025-11-19 13:53:56,12.01,8,Mobile,Social Media
S023059,C05628,2025-12-21 18:30:30,3.29,7,Desktop,Email
S023060,C06775,2025-03-24 20:21:18,6.19,4,Tablet,Organic
S023061,C07174,2025-12-18 04:56:51,7.72,7,Mobile,Social Media
S023062,C07651,2025-01-31 21:47:37,4.72,8,Mobile,Organic
S023063,C03285,2025-08-22 15:39:38,9.15,5,Mobile,Social Media
S023064,C05087,2025-01-25 12:46:15,5.02,8,Mobile,Paid Ads
S023065,C03566,2025-03-06 10:19:48,28.1,13,Mobile,Organic
S023066,C06525,2025-04-20 04:58:08,9.84,4,Mobile,Referral
S023067,C07849,2025-06-27 00:08:47,6.25,9,Desktop,Referral
S023068,C08995,2025-07-04 03:48:18,6.82,8,Mobile,Email
S023069,C00359,2025-07-02 00:24:24,5.28,6,Mobile,Referral
S023070,C09987,2025-12-12 03:21:39,1.26,10,Mobile,Organic
S023071,C05301,2025-06-27 19:26:44,8.51,8,Mobile,Organic
S023072,C03115,2025-10-23 10:29:47,3.42,2,Desktop,Email
S023073,C00445,2025-09-18 12:23:43,1.1,1,Desktop,Paid Ads
S023074,C09404,2025-12-25 12:11:00,5.56,7,Mobile,Referral
S023075,C00670,2025-07-23 07:30:13,16.59,4,Mobile,Referral
S023076,C02228,2025-03-03 16:14:17,4.4,6,Mobile,Paid Ads
S023077,C06633,2025-06-13 18:53:01,1.58,7,Mobile,Paid Ads
S023078,C00839,2025-03-14 19:14:55,1.02,6,Desktop,Paid Ads
S023079,C06254,2025-07-23 23:20:27,4.69,3,Mobile,Referral
S023080,C00395,2025-07-23 09:49:29,28.57,6,Mobile,Social Media
S023081,C04844,2025-01-31 23:38:36,5.75,2,Mobile,Email
S023082,C08308,2025-01-28 09:30:14,7.12,5,Mobile,Paid Ads
S023083,C06960,2025-04-05 00:37:01,6.0,8,Mobile,Email
S023084,C01077,2025-03-23 13:54:57,1.5,5,Mobile,Organic
S023085,C02713,2025-11-27 20:43:47,9.84,6,Mobile,Social Media
S023086,C00832,2025-11-24 21:01:41,12.1,7,Desktop,Social Media
S023087,C02549,2025-08-26 22:21:24,2.17,9,Mobile,Paid Ads
S023088,C04685,2025-05-22 10:40:24,6.96,7,Mobile,Paid Ads
S023089,C05807,2025-09-19 22:23:16,10.24,6,Mobile,Organic
S023090,C06150,2025-01-09 07:18:31,10.05,5,Mobile,Referral
S023091,C04263,2025-11-15 22:47:08,3.43,6,Mobile,Organic
S023092,C04905,2025-10-11 22:45:46,11.71,8,Desktop,Referral
S023093,C05087,2025-03-02 11:18:01,1.45,8,Mobile,Paid Ads
S023094,C09843,2025-05-30 14:53:27,2.77,2,Mobile,Email
S023095,C07383,2025-04-08 06:36:40,12.3,9,Mobile,Social Media
S023096,C06083,2025-07-30 13:25:04,9.86,9,Mobile,Organic
S023097,C02090,2025-01-10 05:19:39,1.14,10,Mobile,Organic
S023098,C00949,2025-01-20 21:21:29,2.39,8,Mobile,Social Media
S023099,C00184,2025-09-04 22:12:32,2.33,5,Desktop,Organic
S023100,C02387,2025-05-15 23:54:45,4.46,8,Mobile,Email
S023101,C06132,2025-11-02 17:09:54,2.15,11,Tablet,Organic
S023102,C02648,2025-04-27 23:17:47,3.81,7,Mobile,Organic
S023103,C02421,2025-10-11 08:58:11,1.11,6,Desktop,Paid Ads
S023104,C08952,2025-09-10 04:06:01,7.34,7,Mobile,Email
S023105,C03704,2025-07-09 03:55:21,5.46,10,Mobile,Organic
S023106,C09696,2025-08-13 01:07:57,4.24,4,Mobile,Organic
S023107,C06752,2025-01-23 10:14:28,12.06,6,Mobile,Email
S023108,C01112,2025-06-10 03:31:07,1.17,6,Desktop,Organic
S023109,C03794,2025-10-04 15:54:27,17.17,8,Mobile,Referral
S023110,C04496,2025-11-24 21:06:17,5.08,8,Desktop,Paid Ads
S023111,C02789,2025-10-24 21:06:29,9.75,6,Mobile,Paid Ads
S023112,C00338,2025-05-25 08:43:34,3.16,4,Mobile,Paid Ads
S023113,C01709,2025-08-19 01:03:13,5.09,6,Mobile,Email
S023114,C01608,2025-09-28 20:12:42,14.06,9,Mobile,Organic
S023115,C07749,2025-07-14 10:17:52,5.77,4,Mobile,Email
S023116,C06159,2025-04-21 17:44:35,9.83,9,Mobile,Paid Ads
S023117,C04137,2025-04-30 08:46:17,5.06,4,Mobile,Social Media
S023118,C04323,2025-09-13 12:37:43,10.28,3,Mobile,Organic
S023119,C02474,2025-06-06 19:29:37,6.06,8,Mobile,Referral
S023120,C01874,2025-03-02 11:12:19,5.25,5,Desktop,Social Media
S023121,C01240,2025-09-17 11:34:58,10.97,6,Mobile,Organic
S023122,C01888,2025-06-16 02:24:21,7.87,6,Desktop,Email
S023123,C06387,2025-01-15 21:24:40,13.37,6,Mobile,Email
S023124,C06743,2025-08-24 10:36:35,19.89,3,Mobile,Referral
S023125,C03160,2025-03-10 07:54:23,8.1,6,Mobile,Organic
S023126,C05599,2025-08-29 05:27:25,16.85,9,Tablet,Email
S023127,C07557,2025-05-10 18:59:16,9.03,8,Tablet,Organic
S023128,C08910,2025-07-16 17:28:34,1.69,5,Tablet,Paid Ads
S023129,C05075,2025-05-23 01:43:23,29.29,12,Tablet,Organic
S023130,C03752,2025-02-05 17:14:13,1.2,4,Mobile,Social Media
S023131,C08474,2025-04-16 07:50:31,5.41,9,Mobile,Organic
S023132,C02498,2025-06-04 02:45:35,7.58,8,Mobile,Social Media
S023133,C07792,2025-01-28 04:39:11,6.51,7,Mobile,Organic
S023134,C04912,2025-12-17 11:11:04,2.56,4,Desktop,Social Media
S023135,C03917,2025-11-13 06:13:17,10.92,5,Mobile,Organic
S023136,C03471,2025-11-03 08:46:53,6.83,5,Mobile,Paid Ads
S023137,C05501,2025-05-01 14:52:21,3.93,4,Mobile,Paid Ads
S023138,C09637,2025-03-10 03:44:54,14.3,5,Mobile,Organic
S023139,C07689,2025-07-08 16:32:07,10.69,8,Mobile,Paid Ads
S023140,C07012,2025-11-03 10:22:47,17.45,2,Desktop,Organic
S023141,C08547,2025-11-20 04:00:05,6.13,7,Mobile,Paid Ads
S023142,C03606,2025-12-01 18:18:42,12.59,4,Desktop,Organic
S023143,C06790,2025-01-17 00:48:04,5.62,5,Desktop,Social Media
S023144,C03492,2025-04-23 12:42:43,4.57,3,Desktop,Paid Ads
S023145,C05394,2025-09-27 08:00:23,9.04,7,Desktop,Email
S023146,C07258,2025-03-27 09:45:09,10.77,3,Mobile,Referral
S023147,C02203,2025-09-20 19:07:47,4.15,5,Mobile,Organic
S023148,C09637,2025-12-24 18:21:23,8.18,6,Mobile,Email
S023149,C04244,2025-11-21 19:49:51,10.54,7,Mobile,Paid Ads
S023150,C07107,2025-05-05 14:35:09,3.63,3,Mobile,Social Media
S023151,C07768,2025-02-24 16:03:29,4.89,6,Desktop,Organic
S023152,C00660,2025-02-27 21:33:54,2.56,5,Mobile,Social Media
S023153,C01683,2025-02-25 04:49:15,5.07,6,Mobile,Organic
S023154,C01282,2025-07-27 14:34:33,4.7,7,Tablet,Referral
S023155,C06035,2025-07-08 09:45:47,8.06,5,Mobile,Paid Ads
S023156,C02022,2025-07-25 01:29:45,5.99,8,Mobile,Referral
S023157,C08892,2025-12-05 04:02:26,9.08,4,Tablet,Organic
S023158,C04274,2025-03-15 20:18:32,4.55,8,Mobile,Social Media
S023159,C09579,2025-01-27 19:37:36,18.06,5,Mobile,Paid Ads
S023160,C07280,2025-06-05 09:29:43,22.42,3,Desktop,Referral
S023161,C04425,2025-02-06 13:53:35,2.12,5,Tablet,Organic
S023162,C07583,2025-08-12 01:04:02,27.22,5,Mobile,Organic
S023163,C07430,2025-12-24 14:03:03,1.63,2,Mobile,Organic
S023164,C09242,2025-11-24 02:44:01,8.25,9,Mobile,Paid Ads
S023165,C05845,2025-01-14 12:52:28,3.32,11,Mobile,Referral
S023166,C05202,2025-01-12 15:17:02,1.55,7,Mobile,Paid Ads
S023167,C05341,2025-09-09 05:41:03,8.32,8,Desktop,Organic
S023168,C01748,2025-10-23 14:47:07,1.74,4,Desktop,Organic
S023169,C03764,2025-07-11 00:34:39,4.84,7,Mobile,Organic
S023170,C05328,2025-05-16 22:45:23,4.18,7,Tablet,Paid Ads
S023171,C02432,2025-08-26 01:07:11,10.22,9,Mobile,Email
S023172,C09894,2025-03-31 14:47:24,11.61,7,Desktop,Paid Ads
S023173,C02389,2025-04-21 07:52:52,4.09,6,Desktop,Referral
S023174,C06024,2025-05-27 11:03:10,8.1,2,Desktop,Referral
S023175,C09569,2025-10-11 06:08:52,2.16,9,Mobile,Paid Ads
S023176,C05822,2025-10-03 09:50:52,11.46,4,Mobile,Social Media
S023177,C04231,2025-04-27 02:32:41,6.56,13,Tablet,Paid Ads
S023178,C04293,2025-03-13 17:33:19,6.92,4,Mobile,Email
S023179,C03061,2025-05-08 21:26:22,4.13,2,Mobile,Email
S023180,C09817,2025-08-05 04:26:59,9.7,6,Desktop,Organic
S023181,C06706,2025-09-18 22:29:54,11.1,9,Mobile,Email
S023182,C05127,2025-11-19 11:07:36,7.6,10,Desktop,Organic
S023183,C01869,2025-08-29 23:13:07,3.63,5,Desktop,Organic
S023184,C05943,2025-10-18 04:46:09,7.65,4,Desktop,Social Media
S023185,C06590,2025-04-05 18:57:29,11.93,4,Desktop,Organic
S023186,C06817,2025-04-24 08:10:06,4.32,5,Mobile,Paid Ads
S023187,C07472,2025-01-16 02:16:10,4.31,6,Mobile,Email
S023188,C09168,2025-07-07 12:33:47,5.09,7,Mobile,Email
S023189,C03402,2025-05-01 04:32:56,3.2,7,Desktop,Social Media
S023190,C02958,2025-09-26 12:17:51,19.24,12,Mobile,Referral
S023191,C06001,2025-12-12 10:05:45,6.4,6,Desktop,Organic
S023192,C01457,2025-06-21 23:25:21,3.37,2,Tablet,Social Media
S023193,C03278,2025-01-29 02:56:46,5.61,7,Mobile,Social Media
S023194,C02703,2025-10-22 22:18:17,10.61,3,Desktop,Paid Ads
S023195,C00853,2025-09-16 07:48:53,2.8,5,Mobile,Referral
S023196,C03206,2025-11-16 17:35:15,2.42,7,Mobile,Email
S023197,C02849,2025-03-11 09:43:40,10.65,8,Mobile,Email
S023198,C03053,2025-08-23 07:41:48,5.64,9,Mobile,Referral
S023199,C00875,2025-10-10 22:42:18,10.32,11,Desktop,Referral
S023200,C07012,2025-10-01 22:10:26,15.53,4,Desktop,Referral
S023201,C01476,2025-11-01 05:36:32,8.12,5,Mobile,Paid Ads
S023202,C05235,2025-02-11 13:25:45,10.32,10,Desktop,Referral
S023203,C00552,2025-03-22 21:43:08,8.84,7,Mobile,Referral
S023204,C07623,2025-01-01 17:30:35,11.5,5,Mobile,Paid Ads
S023205,C06628,2025-02-02 21:03:32,4.31,9,Desktop,Social Media
S023206,C07725,2025-07-08 01:26:17,5.36,8,Mobile,Organic
S023207,C03201,2025-04-10 19:24:23,29.05,9,Desktop,Social Media
S023208,C09604,2025-04-12 15:50:58,5.79,5,Tablet,Paid Ads
S023209,C00984,2025-07-14 12:38:03,7.05,8,Desktop,Organic
S023210,C08414,2025-03-21 21:38:27,5.12,7,Mobile,Organic
S023211,C01452,2025-03-14 09:01:58,13.77,13,Mobile,Social Media
S023212,C04885,2025-04-04 17:14:40,3.45,9,Mobile,Social Media
S023213,C08954,2025-05-01 01:53:29,10.62,9,Desktop,Organic
S023214,C09521,2025-12-17 05:17:10,4.36,5,Mobile,Organic
S023215,C00331,2025-04-01 02:41:27,11.49,4,Tablet,Referral
S023216,C04807,2025-12-15 18:45:12,2.81,3,Mobile,Email
S023217,C07439,2025-11-13 04:07:10,3.3,4,Mobile,Organic
S023218,C02885,2025-12-14 04:59:17,2.85,7,Desktop,Social Media
S023219,C01278,2025-11-09 05:16:29,9.75,4,Tablet,Paid Ads
S023220,C09679,2025-04-20 11:54:19,8.89,5,Mobile,Organic
S023221,C09180,2025-05-26 02:10:57,2.03,6,Mobile,Paid Ads
S023222,C00355,2025-02-25 08:30:08,8.36,4,Mobile,Organic
S023223,C05259,2025-08-24 20:18:04,7.82,9,Tablet,Paid Ads
S023224,C02793,2025-01-10 06:12:04,0.82,6,Mobile,Organic
S023225,C02597,2025-10-25 10:01:28,0.96,6,Mobile,Social Media
S023226,C03441,2025-02-08 20:11:44,8.18,2,Desktop,Social Media
S023227,C06928,2025-07-14 18:08:57,4.56,7,Desktop,Organic
S023228,C09314,2025-06-22 22:48:28,9.15,7,Mobile,Email
S023229,C09674,2025-12-05 16:33:22,10.49,4,Mobile,Social Media
S023230,C04407,2025-12-26 20:05:11,4.07,4,Desktop,Referral
S023231,C01722,2025-06-08 05:12:03,11.96,6,Desktop,Email
S023232,C04309,2025-07-17 15:58:06,2.65,10,Mobile,Organic
S023233,C01156,2025-08-10 11:11:44,13.64,4,Tablet,Organic
S023234,C00253,2025-12-10 07:32:22,0.3,3,Mobile,Email
S023235,C06416,2025-06-04 13:06:54,3.79,4,Mobile,Social Media
S023236,C01647,2025-03-05 05:52:50,0.8,7,Mobile,Referral
S023237,C00588,2025-10-12 17:30:38,5.58,6,Mobile,Organic
S023238,C04762,2025-08-14 21:17:00,4.0,7,Desktop,Organic
S023239,C00012,2025-08-28 06:23:34,14.66,6,Tablet,Referral
S023240,C09883,2025-06-15 19:57:29,4.12,5,Desktop,Paid Ads
S023241,C02864,2025-11-25 03:42:49,0.3,8,Desktop,Email
S023242,C08348,2025-03-01 09:07:21,5.69,7,Mobile,Paid Ads
S023243,C07694,2025-07-10 23:05:46,7.73,5,Mobile,Organic
S023244,C06565,2025-06-22 02:10:52,11.39,4,Tablet,Referral
S023245,C02359,2025-09-30 22:30:14,13.36,2,Desktop,Organic
S023246,C09189,2025-11-17 15:37:05,28.95,9,Desktop,Paid Ads
S023247,C07087,2025-11-20 22:51:39,2.49,5,Desktop,Email
S023248,C09445,2025-07-12 07:08:45,17.27,5,Desktop,Paid Ads
S023249,C07660,2025-07-15 20:35:30,0.48,5,Desktop,Email
S023250,C01210,2025-11-12 13:26:13,3.14,5,Mobile,Social Media
S023251,C07061,2025-11-06 19:13:58,12.19,7,Desktop,Email
S023252,C09253,2025-04-27 07:54:49,2.87,8,Desktop,Email
S023253,C08582,2025-05-22 00:36:59,6.87,3,Mobile,Referral
S023254,C08626,2025-10-04 00:25:35,6.46,5,Mobile,Social Media
S023255,C03784,2025-06-29 09:12:48,7.25,9,Mobile,Paid Ads
S023256,C01517,2025-02-13 23:08:06,13.89,3,Desktop,Social Media
S023257,C02301,2025-04-27 01:44:59,1.92,7,Mobile,Email
S023258,C02782,2025-01-23 06:41:49,25.13,6,Desktop,Paid Ads
S023259,C04890,2025-10-22 11:33:49,5.45,8,Mobile,Paid Ads
S023260,C08903,2025-04-03 01:26:12,2.85,8,Mobile,Email
S023261,C03165,2025-11-30 10:04:27,9.86,3,Mobile,Organic
